database_from	Gene_name	Transcript_id	Chr	Start	Stop
exac_lofintol	RAB33B	ENST00000305626.5	4	140375349	140394280
exac_lofintol	NAA15	ENST00000296543.5	4	140222931	140309238
exac_lofintol	PHF17	ENST00000226319.6	4	129752913	129793417
exac_lofintol	OTUD4	ENST00000454497.2	4	146058581	146095860
exac_lofintol	INPP4B	ENST00000513000.1	4	142949934	143352412
exac_lofintol	HHIP	ENST00000296575.3	4	145567827	145659109
exac_lofintol	IL15	ENST00000296545.7	4	142640617	142654001
exac_lofintol	SMARCA5	ENST00000283131.3	4	144435077	144474337
exac_lofintol	ABCE1	ENST00000296577.4	4	146025564	146048725
exac_lofintol	FBXW7	ENST00000281708.4	4	153244032	153332955
exac_lofintol	DCLK2	ENST00000302176.8	4	151000179	151177399
exac_lofintol	ZNF827	ENST00000379448.4	4	146686135	146859559
exac_lofintol	NR3C2	ENST00000358102.3	4	149002494	149358012
exac_lofintol	EDNRA	ENST00000324300.5	4	148406833	148463770
exac_lofintol	PLRG1	ENST00000499023.2	4	155457836	155471460
exac_lofintol	KIAA0922	ENST00000409959.3	4	154387549	154557728
exac_lofintol	RAPGEF2	ENST00000264431.4	4	160189307	160279291
exac_lofintol	GRIA2	ENST00000296526.7	4	158142194	158284196
exac_lofintol	NAF1	ENST00000274054.2	4	164050048	164087879
exac_lofintol	FNIP2	ENST00000264433.6	4	159690364	159825696
exac_lofintol	PDGFC	ENST00000502773.1	4	157684241	157892055
exac_lofintol	CPE	ENST00000402744.4	4	166300373	166418762
exac_lofintol	KLHL2	ENST00000514860.1	4	166131294	166243212
exac_lofintol	CLCN3	ENST00000347613.4	4	170557079	170641216
exac_lofintol	HMGB2	ENST00000296503.5	4	174253230	174254800
exac_lofintol	MFAP3L	ENST00000361618.3	4	170912528	170927028
exac_lofintol	GPM6A	ENST00000280187.7	4	176556055	176733378
exac_lofintol	CDKN2AIP	ENST00000504169.1	4	184365950	184368580
exac_lofintol	TENM3	ENST00000511685.1	4	183245173	183721504
exac_lofintol	STOX2	ENST00000308497.4	4	184827943	184938437
exac_lofintol	TRIP13	ENST00000166345.3	5	893113	917218
exac_lofintol	SLC9A3	ENST00000264938.3	5	473493	524437
exac_lofintol	PAPD7	ENST00000230859.6	5	6737656	6755058
exac_lofintol	NSUN2	ENST00000264670.6	5	6600038	6633092
exac_lofintol	KIAA0947	ENST00000296564.7	5	5423028	5489443
exac_lofintol	ADCY2	ENST00000338316.4	5	7396409	7826984
exac_lofintol	SLC6A3	ENST00000270349.9	5	1394849	1443312
exac_lofintol	TRIO	ENST00000344204.4	5	14143834	14508531
exac_lofintol	CTNND2	ENST00000304623.8	5	10973564	11903965
exac_lofintol	CCT5	ENST00000280326.4	5	10250452	10264895
exac_lofintol	MARCH6	ENST00000274140.5	5	10354010	10433796
exac_lofintol	FAM105B	ENST00000284274.4	5	14664934	14693157
exac_lofintol	MTMR12	ENST00000382142.3	5	32229883	32312944
exac_lofintol	CDH6	ENST00000265071.2	5	31267580	31323415
exac_lofintol	PDZD2	ENST00000438447.1	5	31799355	32108241
exac_lofintol	CDH9	ENST00000231021.4	5	26881244	26988440
exac_lofintol	ZFR	ENST00000265069.8	5	32355865	32444764
exac_lofintol	DROSHA	ENST00000511367.2	5	31401538	31529166
exac_lofintol	SKP2	ENST00000274255.6	5	36152364	36182133
exac_lofintol	PRLR	ENST00000382002.5	5	35065190	35089722
exac_lofintol	NADK2	ENST00000381937.4	5	36195245	36241900
exac_lofintol	BRIX1	ENST00000336767.5	5	34915843	34925600
exac_lofintol	NUP155	ENST00000231498.3	5	37292001	37371079
exac_lofintol	DAB2	ENST00000320816.6	5	39375120	39394422
exac_lofintol	RICTOR	ENST00000357387.3	5	38942405	39074479
exac_lofintol	NIPBL	ENST00000282516.8	5	36953798	37064994
exac_lofintol	NNT	ENST00000264663.5	5	43609297	43704506
exac_lofintol	ZNF131	ENST00000509634.1	5	43122155	43175235
exac_lofintol	HMGCS1	ENST00000325110.6	5	43291232	43299067
exac_lofintol	PAIP1	ENST00000306846.3	5	43527477	43556948
exac_lofintol	HCN1	ENST00000303230.4	5	45262022	45696195
exac_lofintol	FST	ENST00000256759.3	5	52776621	52781863
exac_lofintol	MIER3	ENST00000381213.3	5	56218954	56247929
exac_lofintol	PLK2	ENST00000274289.3	5	57750409	57755786
exac_lofintol	GPBP1	ENST00000264779.6	5	56509957	56558579
exac_lofintol	IL6ST	ENST00000381298.2	5	55236909	55272106
exac_lofintol	DDX4	ENST00000505374.1	5	55034791	55112368
exac_lofintol	MAP3K1	ENST00000399503.3	5	56111400	56189507
exac_lofintol	KIF2A	ENST00000407818.3	5	61602299	61681396
exac_lofintol	PDE4D	ENST00000340635.6	5	58270490	59189449
exac_lofintol	RGS7BP	ENST00000334025.2	5	63802451	63905079
exac_lofintol	IPO11	ENST00000409296.3	5	61714840	61923145
exac_lofintol	HTR1A	ENST00000323865.3	5	63256277	63257546
exac_lofintol	SGTB	ENST00000381007.4	5	64966072	65016634
exac_lofintol	PIK3R1	ENST00000521381.1	5	67522503	67593429
exac_lofintol	ADAMTS6	ENST00000381055.3	5	64447662	64769500
exac_lofintol	SREK1	ENST00000334121.6	5	65440204	65474696
exac_lofintol	ERBB2IP	ENST00000506030.1	5	65288546	65374358
exac_lofintol	MAP1B	ENST00000296755.7	5	71403358	71501066
exac_lofintol	TNPO1	ENST00000337273.5	5	72112564	72201237
exac_lofintol	UTP15	ENST00000296792.4	5	72863169	72875919
exac_lofintol	FCHO2	ENST00000430046.2	5	72251923	72383917
exac_lofintol	BTF3	ENST00000380591.3	5	72794492	72801063
exac_lofintol	COL4A3BP	ENST00000380494.5	5	74675170	74807669
exac_lofintol	HMGCR	ENST00000287936.4	5	74638430	74656167
exac_lofintol	FAM169A	ENST00000389156.4	5	74077284	74137501
exac_lofintol	AP3B1	ENST00000255194.6	5	77298725	77590403
exac_lofintol	CRHBP	ENST00000274368.4	5	76248959	76264710
exac_lofintol	PDE8B	ENST00000264917.5	5	76506750	76722379
exac_lofintol	SSBP2	ENST00000320672.4	5	80716322	81046861
exac_lofintol	HOMER1	ENST00000334082.6	5	78671831	78808597
exac_lofintol	JMY	ENST00000396137.4	5	78532473	78612130
exac_lofintol	RASGRF2	ENST00000265080.4	5	80256557	80521589
exac_lofintol	VCAN	ENST00000265077.3	5	82779337	82876253
exac_lofintol	ARRDC3	ENST00000265138.3	5	90667216	90678909
exac_lofintol	RASA1	ENST00000274376.6	5	86564268	86686700
exac_lofintol	ELL2	ENST00000237853.4	5	95224574	95297425
exac_lofintol	LNPEP	ENST00000231368.5	5	96271859	96364237
exac_lofintol	FBXL17	ENST00000542267.1	5	107197420	107717392
exac_lofintol	FER	ENST00000281092.4	5	108133883	108523276
exac_lofintol	CHD1	ENST00000284049.3	5	98192083	98262090
exac_lofintol	APC	ENST00000457016.1	5	112090587	112179823
exac_lofintol	YTHDC2	ENST00000161863.4	5	112849592	112929080
exac_lofintol	SEMA6A	ENST00000343348.6	5	115782308	115840640
exac_lofintol	DMXL1	ENST00000311085.8	5	118407264	118582914
exac_lofintol	KCNN2	ENST00000512097.3	5	113698472	113831879
exac_lofintol	LOX	ENST00000231004.4	5	121402437	121413680
exac_lofintol	ZNF608	ENST00000306315.5	5	123973592	124080682
exac_lofintol	LMNB1	ENST00000261366.5	5	126113200	126171956
exac_lofintol	SNX2	ENST00000379516.2	5	122110798	122165343
exac_lofintol	CSNK1G3	ENST00000395412.1	5	122881357	122950090
exac_lofintol	MEGF10	ENST00000274473.6	5	126667000	126793010
exac_lofintol	SLC12A2	ENST00000262461.2	5	127419646	127522323
exac_lofintol	FBN2	ENST00000508053.1	5	127595146	127873296
exac_lofintol	PDLIM4	ENST00000253754.3	5	131593427	131607922
exac_lofintol	CTC-432M15.3	ENST00000514667.1	5	130762958	131132614
exac_lofintol	FNIP1	ENST00000510461.1	5	130980377	131132614
exac_lofintol	ADAMTS19	ENST00000274487.4	5	128796102	129072911
exac_lofintol	RAPGEF6	ENST00000296859.6	5	130762958	130970723
exac_lofintol	HSPA4	ENST00000304858.2	5	132387942	132440128
exac_lofintol	KIF3A	ENST00000378746.4	5	132032325	132073111
exac_lofintol	FSTL4	ENST00000265342.7	5	132534786	132939674
exac_lofintol	AFF4	ENST00000265343.5	5	132216750	132272881
exac_lofintol	SEPT8	ENST00000378719.2	5	132087707	132112829
exac_lofintol	PHF15	ENST00000395003.1	5	133871547	133915007
exac_lofintol	DDX46	ENST00000354283.4	5	134094628	134164396
exac_lofintol	PPP2CA	ENST00000481195.1	5	133533462	133561552
exac_lofintol	VDAC1	ENST00000265333.3	5	133308461	133328703
exac_lofintol	SMAD5	ENST00000545279.1	5	135489449	135513168
exac_lofintol	KLHL3	ENST00000309755.4	5	136957786	137071335
exac_lofintol	FAM13B	ENST00000033079.3	5	137275913	137354800
exac_lofintol	HSPA9	ENST00000297185.3	5	137891725	137911007
exac_lofintol	CDC23	ENST00000394886.2	5	137524666	137549001
exac_lofintol	CTNNA1	ENST00000302763.7	5	138117613	138269778
exac_lofintol	KDM3B	ENST00000314358.5	5	137688484	137771389
exac_lofintol	MATR3	ENST00000394805.3	5	138643104	138665084
exac_lofintol	ETF1	ENST00000360541.5	5	137843993	137878607
exac_lofintol	LRRTM2	ENST00000274711.6	5	138208698	138210600
exac_lofintol	UBE2D2	ENST00000398733.3	5	138941376	139006386
exac_lofintol	NRG2	ENST00000361474.1	5	139227501	139422654
exac_lofintol	ANKHD1-EIF4EBP3	ENST00000532219.1	5	139781552	139928822
exac_lofintol	ANKHD1	ENST00000297183.6	5	139781552	139928822
exac_lofintol	ZMAT2	ENST00000274712.3	5	140080045	140085341
exac_lofintol	PCDHAC2	ENST00000289269.5	5	140346351	140389522
exac_lofintol	PCDHGC4	ENST00000306593.1	5	140864740	140890740
exac_lofintol	HDAC3	ENST00000305264.3	5	141001034	141016357
exac_lofintol	KCTD16	ENST00000507359.3	5	143586277	143853677
exac_lofintol	ARHGAP26	ENST00000274498.4	5	142150326	142602011
exac_lofintol	ARAP3	ENST00000239440.4	5	141033516	141060053
exac_lofintol	YIPF5	ENST00000274496.5	5	143539960	143549519
exac_lofintol	NDFIP1	ENST00000253814.4	5	141488539	141524239
exac_lofintol	RBM27	ENST00000265271.5	5	145583328	145665593
exac_lofintol	TCERG1	ENST00000296702.5	5	145826912	145890205
exac_lofintol	DPYSL3	ENST00000343218.5	5	146773597	146889421
exac_lofintol	JAKMIP2	ENST00000265272.5	5	146971228	147051369
exac_lofintol	FBXO38	ENST00000394370.3	5	147774339	147821710
exac_lofintol	PPP2R2B	ENST00000336640.6	5	145969509	146435306
exac_lofintol	CAMK2A	ENST00000398376.3	5	149602272	149669188
exac_lofintol	CSNK1A1	ENST00000515768.1	5	148876415	148930527
exac_lofintol	CSF1R	ENST00000286301.3	5	149433631	149465990
exac_lofintol	PPARGC1B	ENST00000309241.5	5	149109905	149227121
exac_lofintol	PDGFRB	ENST00000261799.4	5	149495325	149516610
exac_lofintol	SYNPO	ENST00000394243.1	5	149997929	150029895
exac_lofintol	NDST1	ENST00000261797.6	5	149900816	149932894
exac_lofintol	TNIP1	ENST00000389378.2	5	150410273	150444656
exac_lofintol	RBM22	ENST00000199814.4	5	150071312	150080547
exac_lofintol	DCTN4	ENST00000446090.2	5	150090710	150138555
exac_lofintol	G3BP1	ENST00000394123.3	5	151166181	151183652
exac_lofintol	LARP1	ENST00000336314.4	5	154092485	154193656
exac_lofintol	GRIA1	ENST00000518783.1	5	152871758	153190785
exac_lofintol	CYFIP2	ENST00000521420.1	5	156712371	156820008
exac_lofintol	SOX30	ENST00000265007.6	5	157053347	157079086
exac_lofintol	EBF1	ENST00000313708.6	5	158126118	158526486
exac_lofintol	TENM2	ENST00000518659.1	5	166711842	167689815
exac_lofintol	GABRA1	ENST00000428797.2	5	161277816	161324428
exac_lofintol	GABRG2	ENST00000414552.2	5	161495005	161580374
exac_lofintol	PWWP2A	ENST00000307063.7	5	159519388	159546395
exac_lofintol	GABRB2	ENST00000274547.2	5	160721087	160973649
exac_lofintol	DOCK2	ENST00000256935.8	5	169064330	169509862
exac_lofintol	LCP2	ENST00000046794.5	5	169675700	169724615
exac_lofintol	NPM1	ENST00000296930.5	5	170814952	170837569
exac_lofintol	SLIT3	ENST00000519560.1	5	168093458	168727713
exac_lofintol	FBXW11	ENST00000265094.5	5	171295638	171433506
exac_lofintol	CPEB4	ENST00000265085.5	5	173316736	173383140
exac_lofintol	CREBRF	ENST00000296953.2	5	172507778	172560748
exac_lofintol	UNC5A	ENST00000329542.4	5	176237751	176306887
exac_lofintol	FAF2	ENST00000261942.6	5	175875408	175933951
exac_lofintol	PDLIM7	ENST00000355841.2	5	176910644	176923513
exac_lofintol	FAM193B	ENST00000514747.1	5	176948975	176981459
exac_lofintol	DBN1	ENST00000292385.5	5	176884433	176899211
exac_lofintol	NSD1	ENST00000439151.2	5	176562104	176722460
exac_lofintol	ADAMTS2	ENST00000251582.7	5	178540867	178772329
exac_lofintol	HNRNPAB	ENST00000358344.3	5	177631838	177637624
exac_lofintol	FLT4	ENST00000261937.6	5	180030191	180076545
exac_lofintol	MAML1	ENST00000292599.3	5	179160113	179201878
exac_lofintol	HNRNPH1	ENST00000356731.5	5	179042546	179050134
exac_lofintol	TRIM41	ENST00000315073.5	5	180650999	180661775
exac_lofintol	GNB2L1	ENST00000512805.1	5	180663976	180670800
exac_lofintol	GMDS	ENST00000380815.4	6	1624403	2245656
exac_lofintol	IRF4	ENST00000380956.4	6	393152	407598
exac_lofintol	RREB1	ENST00000379938.2	6	7182144	7249201
exac_lofintol	PRPF4B	ENST00000337659.6	6	4021659	4060850
exac_lofintol	CDYL	ENST00000397588.3	6	4777017	4954290
exac_lofintol	DSP	ENST00000379802.3	6	7542148	7586111
exac_lofintol	TFAP2A	ENST00000379604.2	6	10398649	10415218
exac_lofintol	RANBP9	ENST00000011619.3	6	13622593	13711737
exac_lofintol	HIVEP1	ENST00000379388.2	6	12015861	12164694
exac_lofintol	JARID2	ENST00000341776.2	6	15246770	15520482
exac_lofintol	KIF13A	ENST00000259711.6	6	17764340	17987694
exac_lofintol	NUP153	ENST00000262077.2	6	17616327	17706618
exac_lofintol	FAM65B	ENST00000259698.4	6	24806600	24876019
exac_lofintol	C6orf62	ENST00000378119.4	6	24706364	24718896
exac_lofintol	GABBR1	ENST00000377034.4	6	29571319	29600162
exac_lofintol	TRIM39	ENST00000376656.4	6	30297094	30310036
exac_lofintol	PPP1R10	ENST00000376511.2	6	30569325	30577721
exac_lofintol	GNL1	ENST00000376621.3	6	30513848	30523980
exac_lofintol	DDX39B	ENST00000396172.1	6	31498210	31508309
exac_lofintol	BAG6	ENST00000375964.6	6	31606907	31619540
exac_lofintol	CSNK2B	ENST00000375882.2	6	31634608	31637703
exac_lofintol	ABHD16A	ENST00000395952.3	6	31654988	31671058
exac_lofintol	PRRC2A	ENST00000376033.2	6	31590566	31605363
exac_lofintol	AGPAT1	ENST00000395499.1	6	32137052	32139273
exac_lofintol	BRD2	ENST00000395289.2	6	32940675	32948495
exac_lofintol	COL11A2	ENST00000374708.4	6	33131454	33160017
exac_lofintol	RXRB	ENST00000374685.4	6	33162458	33168253
exac_lofintol	RING1	ENST00000374656.4	6	33176599	33180176
exac_lofintol	RPS18	ENST00000439602.2	6	33239896	33244243
exac_lofintol	SYNGAP1	ENST00000418600.2	6	33388041	33419683
exac_lofintol	PHF1	ENST00000374516.3	6	33380040	33383875
exac_lofintol	GRM4	ENST00000538487.2	6	33990597	34101273
exac_lofintol	SCUBE3	ENST00000274938.7	6	35182195	35216482
exac_lofintol	PPARD	ENST00000311565.4	6	35378864	35393856
exac_lofintol	PACSIN1	ENST00000538621.1	6	34494082	34500307
exac_lofintol	DEF6	ENST00000316637.5	6	35265633	35289187
exac_lofintol	RPS10	ENST00000326199.8	6	34385282	34392998
exac_lofintol	BRPF3	ENST00000357641.6	6	36168099	36198386
exac_lofintol	MAPK14	ENST00000229795.3	6	35995934	36076224
exac_lofintol	SRSF3	ENST00000373715.6	6	36564539	36569766
exac_lofintol	MTCH1	ENST00000373616.5	6	36936678	36953949
exac_lofintol	ZFAND3	ENST00000287218.4	6	37787721	38120165
exac_lofintol	MDGA1	ENST00000434837.3	6	37605143	37664587
exac_lofintol	RNF8	ENST00000373479.4	6	37321940	37358534
exac_lofintol	CMTR1	ENST00000373451.4	6	37403405	37447921
exac_lofintol	DAAM2	ENST00000398904.2	6	39824078	39869813
exac_lofintol	CCND3	ENST00000372991.4	6	41903677	41909387
exac_lofintol	TFEB	ENST00000230323.4	6	41652336	41658951
exac_lofintol	TRERF1	ENST00000372922.4	6	42196082	42237328
exac_lofintol	USP49	ENST00000373006.1	6	41766414	41774721
exac_lofintol	UBR2	ENST00000372899.1	6	42532057	42658911
exac_lofintol	GLTSCR1L	ENST00000314073.5	6	42789760	42833184
exac_lofintol	PPP2R5D	ENST00000485511.1	6	42952415	42979024
exac_lofintol	PTK7	ENST00000481273.1	6	43044621	43128619
exac_lofintol	KLHDC3	ENST00000326974.4	6	42984930	42988471
exac_lofintol	SRF	ENST00000265354.4	6	43139394	43146928
exac_lofintol	TTBK1	ENST00000259750.4	6	43214398	43253114
exac_lofintol	CUL9	ENST00000252050.4	6	43152048	43192183
exac_lofintol	SLC29A1	ENST00000393841.1	6	44195050	44201265
exac_lofintol	XPO5	ENST00000265351.7	6	43491605	43543601
exac_lofintol	HSP90AB1	ENST00000371554.1	6	44216366	44221335
exac_lofintol	TMEM63B	ENST00000259746.9	6	44102321	44122620
exac_lofintol	GPR116	ENST00000283296.7	6	46821728	46874499
exac_lofintol	RUNX2	ENST00000371438.1	6	45296463	45515042
exac_lofintol	CDC5L	ENST00000371477.3	6	44355560	44414448
exac_lofintol	OPN5	ENST00000371211.2	6	47749802	47791727
exac_lofintol	TFAP2D	ENST00000008391.3	6	50681768	50740577
exac_lofintol	ELOVL5	ENST00000541407.1	6	53133924	53160497
exac_lofintol	TFAP2B	ENST00000393655.3	6	50786604	50811105
exac_lofintol	GCM1	ENST00000259803.7	6	52993003	53010430
exac_lofintol	TRAM2	ENST00000182527.3	6	52367994	52441713
exac_lofintol	DST	ENST00000244364.6	6	56323802	56507586
exac_lofintol	KCNQ5	ENST00000342056.2	6	73331917	73905137
exac_lofintol	SMAP1	ENST00000370455.3	6	71377726	71570037
exac_lofintol	PHF3	ENST00000262043.3	6	64356456	64423604
exac_lofintol	BAI3	ENST00000370598.1	6	69348567	70098783
exac_lofintol	SENP6	ENST00000447266.2	6	76312240	76425310
exac_lofintol	COL12A1	ENST00000322507.8	6	75796262	75912508
exac_lofintol	PHIP	ENST00000275034.4	6	79650409	79787785
exac_lofintol	EEF1A1	ENST00000316292.9	6	74227532	74229749
exac_lofintol	IBTK	ENST00000306270.7	6	82881141	82950203
exac_lofintol	SNAP91	ENST00000439399.2	6	84265871	84417646
exac_lofintol	DOPEY1	ENST00000349129.2	6	83806696	83877886
exac_lofintol	TBX18	ENST00000369663.5	6	85446402	85473899
exac_lofintol	AKIRIN2	ENST00000257787.5	6	88385314	88411402
exac_lofintol	SYNCRIP	ENST00000369622.3	6	86324473	86351157
exac_lofintol	ZNF292	ENST00000369577.3	6	87865309	87971519
exac_lofintol	MAP3K7	ENST00000369329.3	6	91226219	91296602
exac_lofintol	EPHA7	ENST00000369303.4	6	93953143	94129059
exac_lofintol	MDN1	ENST00000369393.3	6	90353723	90529326
exac_lofintol	SIM1	ENST00000369208.3	6	100838236	100911344
exac_lofintol	CCNC	ENST00000520429.1	6	99991430	100016403
exac_lofintol	ATG5	ENST00000369076.3	6	106634414	106764083
exac_lofintol	GRIK2	ENST00000421544.1	6	101847153	102516386
exac_lofintol	PNISR	ENST00000369239.5	6	99848415	99862535
exac_lofintol	PRDM1	ENST00000369096.4	6	106534428	106555361
exac_lofintol	PREP	ENST00000369110.3	6	105726018	105850766
exac_lofintol	NR2E1	ENST00000368986.4	6	108487969	108508667
exac_lofintol	WASF1	ENST00000392589.1	6	110421724	110448804
exac_lofintol	REV3L	ENST00000358835.3	6	111621218	111804091
exac_lofintol	CDK19	ENST00000368911.3	6	110935737	111136339
exac_lofintol	CDC40	ENST00000368932.1	6	110501647	110551334
exac_lofintol	FYN	ENST00000354650.3	6	111982941	112041254
exac_lofintol	AMD1	ENST00000368885.3	6	111196308	111214819
exac_lofintol	HDAC2	ENST00000519065.1	6	114262221	114292072
exac_lofintol	HSF2	ENST00000368455.4	6	122720882	122753365
exac_lofintol	NCOA7	ENST00000368357.3	6	126136500	126249917
exac_lofintol	EPB41L2	ENST00000337057.3	6	131179275	131277625
exac_lofintol	PTPRK	ENST00000368213.5	6	128291371	128841503
exac_lofintol	L3MBTL3	ENST00000529410.1	6	130363844	130460898
exac_lofintol	SGK1	ENST00000367858.5	6	134491405	134638598
exac_lofintol	PDE7B	ENST00000308191.6	6	136173136	136512978
exac_lofintol	HBS1L	ENST00000367837.5	6	135286416	135375829
exac_lofintol	KIAA1244	ENST00000251691.4	6	138483223	138657623
exac_lofintol	MAP3K5	ENST00000359015.4	6	136878895	137113295
exac_lofintol	REPS1	ENST00000258062.5	6	139226200	139308819
exac_lofintol	MAP7	ENST00000454590.1	6	136665365	136847102
exac_lofintol	TNFAIP3	ENST00000237289.4	6	138192364	138202456
exac_lofintol	HIVEP2	ENST00000367603.2	6	143074243	143095875
exac_lofintol	GRM1	ENST00000361719.2	6	146350653	146755932
exac_lofintol	TAB2	ENST00000367456.1	6	149691133	149730855
exac_lofintol	STXBP5	ENST00000321680.6	6	147525668	147705891
exac_lofintol	LATS1	ENST00000543571.1	6	149982864	150023262
exac_lofintol	FBXO30	ENST00000237281.4	6	146121241	146127541
exac_lofintol	UST	ENST00000367463.4	6	149068566	149395252
exac_lofintol	ESR1	ENST00000440973.1	6	152129047	152420101
exac_lofintol	ZBTB2	ENST00000325144.4	6	151686655	151694772
exac_lofintol	FBXO5	ENST00000229758.3	6	153292297	153304094
exac_lofintol	SCAF8	ENST00000367178.3	6	155055034	155154529
exac_lofintol	ZDHHC14	ENST00000359775.5	6	157803053	158094154
exac_lofintol	ARID1B	ENST00000346085.5	6	157099063	157529025
exac_lofintol	TULP4	ENST00000367097.3	6	158735048	158927726
exac_lofintol	IGF2R	ENST00000356956.1	6	160390278	160526116
exac_lofintol	TAGAP	ENST00000367066.3	6	159456858	159465178
exac_lofintol	TCP1	ENST00000321394.7	6	160200076	160210500
exac_lofintol	EZR	ENST00000367075.3	6	159187945	159239125
exac_lofintol	WTAP	ENST00000358372.4	6	160157297	160176643
exac_lofintol	PDE10A	ENST00000539869.2	6	165746513	166075501
exac_lofintol	QKI	ENST00000361752.3	6	163836225	163991742
exac_lofintol	MAP3K4	ENST00000392142.4	6	161412963	161537902
exac_lofintol	DLL1	ENST00000366756.3	6	170591961	170599227
exac_lofintol	MLLT4	ENST00000392108.3	6	168227812	168363262
exac_lofintol	GET4	ENST00000265857.3	7	916282	935059
exac_lofintol	CARD11	ENST00000396946.4	7	2946271	2998140
exac_lofintol	FOXK1	ENST00000328914.4	7	4721939	4802095
exac_lofintol	GNA12	ENST00000275364.3	7	2770814	2883795
exac_lofintol	EIF3B	ENST00000360876.4	7	2394556	2419132
exac_lofintol	TTYH3	ENST00000258796.7	7	2671789	2701373
exac_lofintol	CCZ1	ENST00000325974.6	7	5938430	5965318
exac_lofintol	USP42	ENST00000306177.5	7	6150764	6199088
exac_lofintol	ACTB	ENST00000331789.5	7	5567378	5569288
exac_lofintol	TNRC18	ENST00000430969.1	7	5347736	5460877
exac_lofintol	ETV1	ENST00000430479.1	7	13935490	14028677
exac_lofintol	THSD7A	ENST00000423059.4	7	11415420	11871572
exac_lofintol	BZW2	ENST00000433922.2	7	16705068	16745713
exac_lofintol	SNX13	ENST00000428135.3	7	17833668	17979918
exac_lofintol	SP4	ENST00000222584.3	7	21467869	21550887
exac_lofintol	HDAC9	ENST00000441542.2	7	18535925	19035685
exac_lofintol	AHR	ENST00000242057.4	7	17338888	17382688
exac_lofintol	ITGB8	ENST00000222573.4	7	20371429	20449620
exac_lofintol	RAPGEF5	ENST00000344041.6	7	22162023	22349639
exac_lofintol	MPP6	ENST00000222644.5	7	24663286	24727233
exac_lofintol	HNRNPA2B1	ENST00000354667.4	7	26232135	26240197
exac_lofintol	IGF2BP3	ENST00000258729.3	7	23351980	23509729
exac_lofintol	HOXA3	ENST00000396352.4	7	27147533	27150259
exac_lofintol	SKAP2	ENST00000345317.2	7	26709718	26904048
exac_lofintol	JAZF1	ENST00000283928.5	7	27872418	28220196
exac_lofintol	CREB5	ENST00000357727.2	7	28452533	28858896
exac_lofintol	HERPUD2	ENST00000396081.1	7	35673299	35733940
exac_lofintol	ANLN	ENST00000265748.2	7	36429635	36492209
exac_lofintol	KBTBD2	ENST00000304056.4	7	32908956	32919216
exac_lofintol	SEPT7	ENST00000399034.2	7	35840819	35943903
exac_lofintol	RALA	ENST00000005257.2	7	39726266	39745844
exac_lofintol	PSMA2	ENST00000223321.4	7	42957172	42971757
exac_lofintol	ELMO1	ENST00000310758.4	7	36895155	37382294
exac_lofintol	GLI3	ENST00000395925.3	7	42003927	42262852
exac_lofintol	HECW1	ENST00000395891.2	7	43283504	43601525
exac_lofintol	OGDH	ENST00000222673.5	7	44663942	44747598
exac_lofintol	ZMIZ2	ENST00000309315.4	7	44795848	44807222
exac_lofintol	ADCY1	ENST00000297323.7	7	45614142	45753594
exac_lofintol	TNS3	ENST00000398879.1	7	47317673	47479234
exac_lofintol	COBL	ENST00000265136.7	7	51085247	51384330
exac_lofintol	IKZF1	ENST00000439701.1	7	50358657	50468325
exac_lofintol	EGFR	ENST00000275493.2	7	55086970	55273310
exac_lofintol	CCT6A	ENST00000275603.4	7	56119541	56130778
exac_lofintol	AUTS2	ENST00000342771.4	7	69064639	70255982
exac_lofintol	STX1A	ENST00000222812.3	7	73114736	73133961
exac_lofintol	BAZ1B	ENST00000339594.4	7	72856525	72936263
exac_lofintol	LIMK1	ENST00000336180.2	7	73498320	73535631
exac_lofintol	NCF1	ENST00000289473.4	7	74188378	74203504
exac_lofintol	HIP1	ENST00000336926.6	7	75167492	75368238
exac_lofintol	EIF4H	ENST00000265753.8	7	73588713	73609638
exac_lofintol	GTF2IRD1	ENST00000455841.2	7	73922410	74016760
exac_lofintol	GTF2I	ENST00000324896.4	7	74103462	74173168
exac_lofintol	CLIP2	ENST00000223398.6	7	73731876	73818178
exac_lofintol	PTPN12	ENST00000248594.6	7	77166863	77268597
exac_lofintol	YWHAG	ENST00000307630.3	7	75958893	75988125
exac_lofintol	SRRM3	ENST00000326382.8	7	75864384	75914993
exac_lofintol	GNAI1	ENST00000351004.3	7	79764476	79846809
exac_lofintol	DBF4	ENST00000265728.1	7	87506047	87537478
exac_lofintol	SEMA3A	ENST00000265362.4	7	83590686	83823902
exac_lofintol	GRM3	ENST00000361669.2	7	86394461	86493671
exac_lofintol	DMTF1	ENST00000394703.5	7	86794257	86824456
exac_lofintol	HGF	ENST00000222390.5	7	81331896	81399287
exac_lofintol	CACNA2D1	ENST00000356860.3	7	81579707	82072775
exac_lofintol	PCLO	ENST00000333891.9	7	82387890	82791908
exac_lofintol	ADAM22	ENST00000265727.7	7	87563780	87825806
exac_lofintol	ANKIB1	ENST00000265742.3	7	91924292	92028263
exac_lofintol	CDK6	ENST00000265734.4	7	92244453	92462637
exac_lofintol	CCDC132	ENST00000305866.5	7	92861780	92987748
exac_lofintol	COL1A2	ENST00000297268.6	7	94024343	94059705
exac_lofintol	LMTK2	ENST00000297293.5	7	97736489	97834804
exac_lofintol	TRRAP	ENST00000359863.4	7	98478773	98609978
exac_lofintol	SMURF1	ENST00000361125.1	7	98628206	98741403
