Database_From	Unique_ID_1(gene)	Unique_ID_2(transcript)	chr	chromStart	chromEnd
UCSC	Sulfotransfer_1	Pfam_06961	2	108994926	109003865
UCSC	Sulfotransfer_1	Pfam_06962	2	108994926	108998322
UCSC	Sulfotransfer_1	Pfam_06963	2	108998337	109003865
UCSC	GRIP	Pfam_06964	2	109116060	109116204
UCSC	LIM	Pfam_06965	2	109276092	109287285
UCSC	LIM	Pfam_06966	2	109287291	109289373
UCSC	LIM	Pfam_06967	2	109289394	109292407
UCSC	LIM	Pfam_06968	2	109292416	109294444
UCSC	LIM	Pfam_06969	2	109294450	109300405
UCSC	TPR_2	Pfam_06970	2	109347267	109347805
UCSC	TPR_1	Pfam_06971	2	109347267	109347805
UCSC	Ran_BP1	Pfam_06972	2	109380542	109380908
UCSC	zf-RanBP	Pfam_06973	2	109381046	109381139
UCSC	zf-RanBP	Pfam_06974	2	109381238	109381328
UCSC	zf-RanBP	Pfam_06975	2	109381430	109381520
UCSC	zf-RanBP	Pfam_06976	2	109381622	109381712
UCSC	zf-RanBP	Pfam_06977	2	109381811	109381901
UCSC	zf-RanBP	Pfam_06978	2	109381988	109382078
UCSC	zf-RanBP	Pfam_06979	2	109382165	109382255
UCSC	zf-RanBP	Pfam_06980	2	109382336	109382426
UCSC	Ran_BP1	Pfam_06981	2	109383065	109383431
UCSC	Ran_BP1	Pfam_06982	2	109383956	109384322
UCSC	Ran_BP1	Pfam_06983	2	109398587	109399079
UCSC	Pro_isomerase	Pfam_06984	2	109399142	109400355
UCSC	Death	Pfam_06985	2	109513415	109513637
UCSC	zf-C3HC4	Pfam_06986	2	109746165	109746288
UCSC	SH3_1	Pfam_06987	2	109964145	109964310
UCSC	SH3_2	Pfam_06988	2	109964148	109964310
UCSC	SH3_1	Pfam_06989	2	110036094	110049123
UCSC	SH3_2	Pfam_06990	2	110036097	110049123
UCSC	Septin	Pfam_06991	2	110321961	110343327
UCSC	Septin	Pfam_06992	2	110321961	110332339
UCSC	Septin	Pfam_06993	2	110321961	110332177
UCSC	Septin	Pfam_06994	2	110321961	110350632
UCSC	Septin	Pfam_06995	2	110321961	110325477
UCSC	Ank	Pfam_06996	2	110372967	110373084
UCSC	Ank	Pfam_06997	2	110373084	110373186
UCSC	TPR_2	Pfam_06998	2	110561046	110561583
UCSC	TPR_1	Pfam_06999	2	110561046	110561583
UCSC	Ran_BP1	Pfam_07000	2	110593840	110594206
UCSC	Ran_BP1	Pfam_07001	2	110594731	110595097
UCSC	GRIP	Pfam_07002	2	110605438	110605582
UCSC	LIM	Pfam_07003	2	110660861	110663457
UCSC	MARVEL	Pfam_07004	2	110843273	110873305
UCSC	SH3_1	Pfam_07005	2	110922725	110927441
UCSC	SH3_2	Pfam_07006	2	110922725	110927438
UCSC	LIM	Pfam_07007	2	111223203	111225799
UCSC	GRIP	Pfam_07008	2	111281078	111281222
UCSC	Ran_BP1	Pfam_07009	2	111291563	111291929
UCSC	Ran_BP1	Pfam_07010	2	111292454	111292820
UCSC	TPR_2	Pfam_07011	2	111325077	111325614
UCSC	TPR_1	Pfam_07012	2	111325077	111325614
UCSC	Mad3_BUB1_I	Pfam_07013	2	111430280	111435562
UCSC	Mad3_BUB1_I	Pfam_07014	2	111430280	111431799
UCSC	Acyl-CoA_dh_M	Pfam_07015	2	111551671	111556286
UCSC	Acyl-CoA_dh_1	Pfam_07016	2	111562901	111666382
UCSC	Bim_N	Pfam_07017	2	111881323	111881443
UCSC	PC_rep	Pfam_07018	2	112551668	112551874
UCSC	ig	Pfam_07019	2	112686957	112702586
UCSC	I-set	Pfam_07020	2	112704976	112705066
UCSC	fn3	Pfam_07021	2	112725719	112733010
UCSC	Pkinase_Tyr	Pfam_07022	2	112760737	112786004
UCSC	Pkinase	Pfam_07023	2	112760737	112786004
UCSC	Lung_7-TM_R	Pfam_07024	2	112834784	112839095
UCSC	Sushi	Pfam_07025	2	112922583	112922745
UCSC	EGF	Pfam_07026	2	112933302	112933398
UCSC	EGF_CA	Pfam_07027	2	112940367	112940502
UCSC	EGF	Pfam_07028	2	112940415	112940502
UCSC	EGF_CA	Pfam_07029	2	112942777	112944718
UCSC	zf-CCCH	Pfam_07030	2	112989518	112990908
UCSC	zf-CCCH	Pfam_07031	2	112990917	112991743
UCSC	zf-CCCH	Pfam_07032	2	113074116	113074828
UCSC	zf-CCCH	Pfam_07033	2	113074837	113079338
UCSC	GRIP	Pfam_07034	2	113135635	113135779
UCSC	Ran_BP1	Pfam_07035	2	113146122	113146488
UCSC	Ran_BP1	Pfam_07036	2	113147013	113147379
UCSC	TPR_2	Pfam_07037	2	113179661	113180198
UCSC	TPR_1	Pfam_07038	2	113179661	113180198
UCSC	TTL	Pfam_07039	2	113251724	113286340
UCSC	RNA_pol_Rpb2_1	Pfam_07040	2	113304691	113306904
UCSC	RNA_pol_Rpb2_1	Pfam_07041	2	113305049	113306904
UCSC	RNA_pol_Rpb2_1	Pfam_07042	2	113305070	113306904
UCSC	RNA_pol_Rpb2_2	Pfam_07043	2	113309475	113310361
UCSC	RNA_pol_Rpb2_3	Pfam_07044	2	113316902	113317103
UCSC	RNA_pol_Rpa2_4	Pfam_07045	2	113321979	113325661
UCSC	RNA_pol_Rpa2_4	Pfam_07046	2	113322017	113325661
UCSC	RNA_pol_Rpb2_5	Pfam_07047	2	113325661	113326395
UCSC	RNA_pol_Rpb2_6	Pfam_07048	2	113326407	113332992
UCSC	RNA_pol_Rpb2_7	Pfam_07049	2	113332995	113333304
UCSC	CHCH	Pfam_07050	2	113343784	113343910
UCSC	PHO4	Pfam_07051	2	113404520	113420558
UCSC	PHO4	Pfam_07052	2	113414698	113418148
UCSC	5_nucleotid	Pfam_07053	2	113479794	113484274
UCSC	IL1	Pfam_07054	2	113532660	113537159
UCSC	IL1_propep	Pfam_07055	2	113537234	113541346
UCSC	IL1	Pfam_07056	2	113587954	113590328
UCSC	IL1_propep	Pfam_07057	2	113590394	113593805
UCSC	IL1_propep	Pfam_07058	2	113590394	113593147
UCSC	IL1	Pfam_07059	2	113676189	113676339
UCSC	IL1	Pfam_07060	2	113737645	113742612
UCSC	IL1	Pfam_07061	2	113764204	113765607
UCSC	IL1	Pfam_07062	2	113785493	113786592
UCSC	IL1	Pfam_07063	2	113819751	113820240
UCSC	IL1	Pfam_07064	2	113832338	113832927
UCSC	IL1	Pfam_07065	2	113887154	113890434
UCSC	Sec7	Pfam_07066	2	113950099	113953337
UCSC	PH	Pfam_07067	2	113953827	113956369
UCSC	PH	Pfam_07068	2	113953827	113956369
UCSC	PH	Pfam_07069	2	113955149	113956369
UCSC	PH	Pfam_07070	2	113955408	113956369
UCSC	PAX	Pfam_07071	2	114000344	114004496
UCSC	cobW	Pfam_07072	2	114195572	114222737
UCSC	cobW	Pfam_07073	2	114195572	114201442
UCSC	cobW	Pfam_07074	2	114198927	114222737
UCSC	CobW_C	Pfam_07075	2	114251337	114253264
UCSC	Fork_head	Pfam_07076	2	114257152	114257440
UCSC	Ras	Pfam_07077	2	114386250	114391752
UCSC	Ras	Pfam_07078	2	114386250	114399391
UCSC	Ras	Pfam_07079	2	114386250	114399391
UCSC	Miro	Pfam_07080	2	114386250	114398582
UCSC	DUF6	Pfam_07081	2	114489196	114493431
UCSC	Actin	Pfam_07082	2	114699880	114715003
UCSC	Peptidase_S9	Pfam_07083	2	116572406	116599883
UCSC	DEAD	Pfam_07084	2	118578829	118582201
UCSC	Helicase_C	Pfam_07085	2	118582639	118583884
UCSC	INSIG	Pfam_07086	2	118854214	118864763
UCSC	INSIG	Pfam_07087	2	118860853	118864763
UCSC	INSIG	Pfam_07088	2	118860853	118865864
UCSC	Homeobox	Pfam_07089	2	119600611	119600782
UCSC	Collagen	Pfam_07090	2	119729089	119731980
UCSC	Collagen	Pfam_07091	2	119731980	119735457
UCSC	Collagen	Pfam_07092	2	119735457	119739223
UCSC	Collagen	Pfam_07093	2	119739731	119748182
UCSC	Collagen	Pfam_07094	2	119748182	119750708
UCSC	SRCR	Pfam_07095	2	119750723	119752091
UCSC	C1q	Pfam_07096	2	119914388	119915367
UCSC	Collagen	Pfam_07097	2	119915490	119915619
UCSC	F420_oxidored	Pfam_07098	2	120003160	120005381
UCSC	Ferric_reduct	Pfam_07099	2	120005537	120012386
UCSC	ACBP	Pfam_07100	2	120124631	120129889
UCSC	ACBP	Pfam_07101	2	120124661	120129889
UCSC	ACBP	Pfam_07102	2	120125099	120129889
UCSC	ACBP	Pfam_07103	2	120125215	120129889
UCSC	ACBP	Pfam_07104	2	120125502	120129889
UCSC	7tm_2	Pfam_07105	2	120197829	120223452
UCSC	7tm_2	Pfam_07106	2	120197829	120221799
UCSC	HRM	Pfam_07107	2	120231048	120252009
UCSC	PDZ	Pfam_07108	2	120703950	120709699
UCSC	Band_41	Pfam_07109	2	120776793	120834884
UCSC	Band_41	Pfam_07110	2	120834642	120834884
UCSC	Ras	Pfam_07111	2	121036286	121038415
UCSC	Ras	Pfam_07112	2	121036286	121050750
UCSC	Miro	Pfam_07113	2	121036286	121047226
UCSC	Miro	Pfam_07114	2	121036286	121047226
UCSC	Ras	Pfam_07115	2	121038481	121050750
UCSC	TGFb_propeptide	Pfam_07116	2	121103948	121107067
UCSC	TGF_beta	Pfam_07117	2	121107124	121107448
UCSC	zf-C2H2	Pfam_07118	2	121736148	121740355
UCSC	zf-C2H2	Pfam_07119	2	121740370	121740448
UCSC	zf-C2H2	Pfam_07120	2	121742053	121742131
UCSC	HEAT	Pfam_07121	2	122104654	122106119
UCSC	HEAT	Pfam_07122	2	122104657	122106122
UCSC	HEAT	Pfam_07123	2	122273289	122283482
UCSC	RRM_1	Pfam_07124	2	122488677	122493292
UCSC	Translin	Pfam_07125	2	122513407	122522908
UCSC	Translin	Pfam_07126	2	122513407	122522748
UCSC	Translin	Pfam_07127	2	122516288	122522908
UCSC	Laminin_G_1	Pfam_07128	2	125192156	125232421
UCSC	Laminin_G_2	Pfam_07129	2	125192156	125232412
UCSC	Laminin_G_1	Pfam_07130	2	125261992	125284960
UCSC	Laminin_G_2	Pfam_07131	2	125261992	125284951
UCSC	EGF	Pfam_07132	2	125320795	125320894
UCSC	Laminin_G_1	Pfam_07133	2	125521649	125547553
UCSC	Laminin_G_2	Pfam_07134	2	125521649	125547544
UCSC	EGF	Pfam_07135	2	125547607	125547712
UCSC	SH3_1	Pfam_07136	2	127806106	127808382
UCSC	SH3_2	Pfam_07137	2	127806106	127808379
UCSC	BAR	Pfam_07138	2	127819739	127864467
UCSC	BAR	Pfam_07139	2	127819739	127839409
UCSC	BAR	Pfam_07140	2	127819739	127825740
UCSC	BAR	Pfam_07141	2	127825830	127864467
UCSC	p450	Pfam_07142	2	127944860	127961061
UCSC	Helicase_C	Pfam_07143	2	128028914	128036758
UCSC	ResIII	Pfam_07144	2	128038132	128046325
UCSC	Pkinase	Pfam_07145	2	128065165	128075872
UCSC	Pkinase_Tyr	Pfam_07146	2	128065324	128075872
UCSC	PB1	Pfam_07147	2	128087978	128095350
UCSC	Gla	Pfam_07148	2	128178927	128180612
UCSC	Gla	Pfam_07149	2	128178927	128180520
UCSC	EGF	Pfam_07150	2	128180648	128180741
UCSC	Trypsin	Pfam_07151	2	128183759	128186472
UCSC	IWS1_C	Pfam_07152	2	128238627	128253617
UCSC	Myosin_head	Pfam_07153	2	128322874	128354037
UCSC	IQ	Pfam_07154	2	128354082	128363432
UCSC	IQ	Pfam_07155	2	128363438	128363501
UCSC	IQ	Pfam_07156	2	128364922	128364985
UCSC	MyTH4	Pfam_07157	2	128370117	128380786
UCSC	MyTH4	Pfam_07158	2	128378039	128380786
UCSC	SH3_2	Pfam_07159	2	128386077	128387369
UCSC	MyTH4	Pfam_07160	2	128389222	128390885
UCSC	LIM	Pfam_07161	2	128396938	128397877
UCSC	LIM	Pfam_07162	2	128397883	128399691
UCSC	LIM	Pfam_07163	2	128399700	128400588
UCSC	LIM	Pfam_07164	2	128399700	128400549
UCSC	LIM	Pfam_07165	2	128400609	128412415
UCSC	LIM	Pfam_07166	2	128400609	128412085
UCSC	7tm_1	Pfam_07167	2	128408451	128409201
UCSC	LIM	Pfam_07168	2	128412421	128415104
UCSC	SFT2	Pfam_07169	2	128459313	128459688
UCSC	Collagen	Pfam_07170	2	128477287	128477446
UCSC	WD40	Pfam_07171	2	128480907	128482009
UCSC	WD40	Pfam_07172	2	128482464	128482679
UCSC	WD40	Pfam_07173	2	128482691	128484243
UCSC	WD40	Pfam_07174	2	128484279	128520659
UCSC	WD40	Pfam_07175	2	128520668	128522453
UCSC	WD40	Pfam_07176	2	128522459	128522770
UCSC	RNA_pol_Rpb4	Pfam_07177	2	128605688	128610673
UCSC	AMMECR1	Pfam_07178	2	128624522	128628931
UCSC	UDP-g_GGTase	Pfam_07179	2	128918841	128931511
UCSC	UDP-g_GGTase	Pfam_07180	2	128918841	128928860
UCSC	HS6ST	Pfam_07181	2	129025821	129075938
UCSC	Ras	Pfam_07182	2	130737731	130738217
UCSC	Miro	Pfam_07183	2	130737731	130738076
UCSC	Actin	Pfam_07184	2	130831818	130832940
UCSC	Ank	Pfam_07185	2	130868161	130869574
UCSC	Ank	Pfam_07186	2	130869574	130869673
UCSC	Ank	Pfam_07187	2	130869673	130872551
UCSC	Ank	Pfam_07188	2	130872551	130872809
UCSC	Ank	Pfam_07189	2	130872809	130877574
UCSC	Tubulin_C	Pfam_07190	2	130949576	130951672
UCSC	Tubulin	Pfam_07191	2	130951675	130953802
UCSC	Brix	Pfam_07192	2	131103008	131103943
UCSC	Y_phosphatase	Pfam_07193	2	131113771	131128484
UCSC	Y_phosphatase	Pfam_07194	2	131116512	131128484
UCSC	Trypsin	Pfam_07195	2	131296042	131303942
UCSC	Trypsin	Pfam_07196	2	131300066	131303942
UCSC	7tm_1	Pfam_07197	2	131486929	131487466
UCSC	SH3_1	Pfam_07198	2	131796447	131797595
UCSC	SH3_2	Pfam_07199	2	131796468	131797595
UCSC	RhoGEF	Pfam_07200	2	131797703	131799452
UCSC	RhoGEF	Pfam_07201	2	131798812	131799452
UCSC	PH	Pfam_07202	2	131801055	131802091
UCSC	PH	Pfam_07203	2	131878521	131888328
UCSC	PH	Pfam_07204	2	131878521	131884346
UCSC	Ank	Pfam_07205	2	131976489	131981260
UCSC	Ank	Pfam_07206	2	131981260	131981518
UCSC	Ank	Pfam_07207	2	131981518	131984396
UCSC	Ank	Pfam_07208	2	131984396	131984495
UCSC	Ank	Pfam_07209	2	131984495	131985908
UCSC	Actin	Pfam_07210	2	132021132	132022254
UCSC	Ras	Pfam_07211	2	132120764	132121250
UCSC	Miro	Pfam_07212	2	132120905	132121250
UCSC	Noc2	Pfam_07213	2	132200593	132201484
UCSC	Tubulin	Pfam_07214	2	132235878	132238005
UCSC	Tubulin_C	Pfam_07215	2	132238008	132240248
UCSC	Amidohydro_2	Pfam_07216	2	135596259	135659410
UCSC	Amidohydro_2	Pfam_07217	2	135620965	135659410
UCSC	Cyclin_N	Pfam_07218	2	135676533	135700196
UCSC	Pkinase_Tyr	Pfam_07219	2	135722433	135741286
UCSC	Pkinase	Pfam_07220	2	135722433	135741286
UCSC	Pkinase	Pfam_07221	2	135722433	135739063
UCSC	Pkinase_Tyr	Pfam_07222	2	135722433	135739027
UCSC	Pkinase_Tyr	Pfam_07223	2	135722433	135738970
UCSC	Pkinase	Pfam_07224	2	135722433	135738970
UCSC	Pkinase	Pfam_07225	2	135738388	135741286
UCSC	Pkinase	Pfam_07226	2	135738388	135738892
UCSC	Pkinase_Tyr	Pfam_07227	2	135738433	135741286
UCSC	Pkinase_Tyr	Pfam_07228	2	135738433	135738892
UCSC	HNH	Pfam_07229	2	135957994	135965005
UCSC	zf-RanBP	Pfam_07230	2	135988085	135988175
UCSC	Helicase_C	Pfam_07231	2	136026611	136033222
UCSC	SNF2_N	Pfam_07232	2	136107573	136111197
UCSC	R3H	Pfam_07233	2	136389313	136389558
UCSC	UBX	Pfam_07234	2	136530107	136537753
UCSC	UBX	Pfam_07235	2	136536557	136537753
UCSC	Glyco_hydro_1	Pfam_07236	2	136547182	136564753
UCSC	Glyco_hydro_1	Pfam_07237	2	136564777	136567221
UCSC	Glyco_hydro_1	Pfam_07238	2	136567374	136575485
UCSC	MCM	Pfam_07239	2	136605703	136622663
UCSC	tRNA-synt_2	Pfam_07240	2	136664899	136690393
UCSC	7tm_1	Pfam_07241	2	136872590	136873334
UCSC	TSP_1	Pfam_07242	2	137814397	137814547
UCSC	TSP_1	Pfam_07243	2	137852510	137852657
UCSC	TSP_1	Pfam_07244	2	137988703	137990534
UCSC	TSP_1	Pfam_07245	2	138378251	138400165
UCSC	MATH	Pfam_07246	2	139308086	139316601
UCSC	BTB	Pfam_07247	2	139316679	139322332
UCSC	EGF	Pfam_07248	2	141055382	141055478
UCSC	EGF	Pfam_07249	2	141055490	141072551
UCSC	EGF_2	Pfam_07250	2	141072563	141072659
UCSC	EGF	Pfam_07251	2	141072563	141072659
UCSC	Ldl_recept_b	Pfam_07252	2	141083426	141093184
UCSC	EGF_CA	Pfam_07253	2	141110530	141110641
UCSC	Ldl_recept_a	Pfam_07254	2	141115553	141115664
UCSC	Ldl_recept_a	Pfam_07255	2	141116392	141116485
UCSC	Ldl_recept_a	Pfam_07256	2	141122229	141122346
UCSC	Ldl_recept_a	Pfam_07257	2	141128284	141128398
UCSC	Ldl_recept_a	Pfam_07258	2	141128401	141128848
UCSC	Ldl_recept_a	Pfam_07259	2	141130582	141130693
UCSC	Ldl_recept_a	Pfam_07260	2	141130696	141135849
UCSC	Ldl_recept_a	Pfam_07261	2	141143461	141143572
UCSC	Ldl_recept_a	Pfam_07262	2	141200072	141200186
UCSC	Ldl_recept_a	Pfam_07263	2	141201898	141202012
UCSC	Ldl_recept_a	Pfam_07264	2	141202131	141202242
UCSC	Ldl_recept_a	Pfam_07265	2	141208136	141214043
UCSC	EGF	Pfam_07266	2	141214046	141214157
UCSC	Ldl_recept_b	Pfam_07267	2	141232778	141242912
UCSC	Ldl_recept_b	Pfam_07268	2	141242915	141243041
UCSC	Ldl_recept_b	Pfam_07269	2	141243044	141245265
UCSC	EGF_CA	Pfam_07270	2	141253145	141253265
UCSC	TIL	Pfam_07271	2	141253250	141259257
UCSC	EGF	Pfam_07272	2	141253268	141259317
UCSC	Ldl_recept_a	Pfam_07273	2	141259329	141259440
UCSC	Ldl_recept_a	Pfam_07274	2	141260549	141260666
UCSC	Ldl_recept_a	Pfam_07275	2	141264364	141264478
UCSC	Ldl_recept_a	Pfam_07276	2	141267496	141267619
UCSC	Ldl_recept_a	Pfam_07277	2	141272221	141272338
UCSC	Ldl_recept_a	Pfam_07278	2	141274457	141274568
UCSC	Ldl_recept_a	Pfam_07279	2	141283415	141283505
UCSC	Ldl_recept_a	Pfam_07280	2	141283805	141283916
UCSC	Ldl_recept_a	Pfam_07281	2	141291592	141291703
UCSC	Ldl_recept_a	Pfam_07282	2	141294149	141294269
UCSC	Ldl_recept_b	Pfam_07283	2	141356273	141359019
UCSC	EGF	Pfam_07284	2	141458070	141458178
UCSC	Ldl_recept_b	Pfam_07285	2	141459860	141473542
UCSC	Ldl_recept_b	Pfam_07286	2	141473545	141473671
UCSC	Ldl_recept_b	Pfam_07287	2	141474253	141474379
UCSC	EGF	Pfam_07288	2	141528452	141528563
UCSC	Ldl_recept_b	Pfam_07289	2	141571354	141598487
UCSC	Ldl_recept_b	Pfam_07290	2	141598622	141607757
UCSC	EGF	Pfam_07291	2	141609223	141609340
UCSC	Ldl_recept_b	Pfam_07292	2	141625695	141641386
UCSC	Ldl_recept_b	Pfam_07293	2	141641389	141641515
UCSC	Ldl_recept_b	Pfam_07294	2	141641518	141643772
UCSC	EGF	Pfam_07295	2	141660617	141660728
UCSC	Ldl_recept_a	Pfam_07296	2	141665457	141665559
UCSC	Ldl_recept_a	Pfam_07297	2	141665571	141680575
UCSC	Ldl_recept_a	Pfam_07298	2	141680587	141680701
UCSC	Ldl_recept_a	Pfam_07299	2	141707812	141707929
UCSC	Ldl_recept_a	Pfam_07300	2	141707932	141709503
UCSC	Ldl_recept_a	Pfam_07301	2	141739728	141739842
UCSC	Ldl_recept_a	Pfam_07302	2	141747103	141747220
UCSC	Ldl_recept_a	Pfam_07303	2	141751563	141751674
UCSC	Ldl_recept_b	Pfam_07304	2	141773338	141777491
UCSC	Ldl_recept_b	Pfam_07305	2	141777494	141777629
UCSC	Ldl_recept_b	Pfam_07306	2	141777632	141806641
UCSC	Ldl_recept_b	Pfam_07307	2	141816586	141819711
UCSC	Ldl_recept_b	Pfam_07308	2	141945993	141946119
UCSC	EGF_CA	Pfam_07309	2	142004806	142004923
UCSC	Ldl_recept_a	Pfam_07310	2	142237967	142238084
UCSC	Ldl_recept_a	Pfam_07311	2	142567847	142567964
UCSC	zf-C2H2	Pfam_07312	2	145158768	145158837
UCSC	zf-C2H2	Pfam_07313	2	145161499	145161568
UCSC	zf-C2H2	Pfam_07314	2	145161586	145161658
UCSC	RRM_1	Pfam_07315	2	147345637	147345790
UCSC	RRM_1	Pfam_07316	2	147345886	147346096
UCSC	Activin_recp	Pfam_07317	2	148653896	148657118
UCSC	Pkinase	Pfam_07318	2	148672805	148684739
UCSC	Pkinase_Tyr	Pfam_07319	2	148672805	148676115
UCSC	Pkinase_Tyr	Pfam_07320	2	148676157	148677869
UCSC	MBD	Pfam_07321	2	149216391	149221344
UCSC	E_Pc_C	Pfam_07322	2	149539269	149543944
UCSC	Ras	Pfam_07323	2	151326555	151343858
UCSC	Miro	Pfam_07324	2	151326555	151343858
UCSC	Ras	Pfam_07325	2	151326637	151343858
UCSC	Miro	Pfam_07326	2	151328208	151343858
UCSC	NID	Pfam_07327	2	152127256	152132024
UCSC	NID	Pfam_07328	2	152132054	152135368
UCSC	NID	Pfam_07329	2	152132267	152135368
UCSC	IFP_35_N	Pfam_07330	2	152135368	152138553
UCSC	IFP_35_N	Pfam_07331	2	152135368	152139383
UCSC	Xlink	Pfam_07332	2	152220465	152222722
UCSC	CUB	Pfam_07333	2	152226542	152235946
UCSC	SH3_1	Pfam_07334	2	152342239	152342410
UCSC	SH3_2	Pfam_07335	2	152342239	152342407
UCSC	SH3_1	Pfam_07336	2	152342275	152342446
UCSC	SH3_2	Pfam_07337	2	152342275	152342443
UCSC	Nebulin	Pfam_07338	2	152348722	152348914
UCSC	Nebulin	Pfam_07339	2	152348758	152348950
UCSC	Nebulin	Pfam_07340	2	152348935	152349880
UCSC	Nebulin	Pfam_07341	2	152348971	152349916
UCSC	Nebulin	Pfam_07342	2	152348971	152350724
UCSC	Nebulin	Pfam_07343	2	152349886	152350299
UCSC	Nebulin	Pfam_07344	2	152349922	152350724
UCSC	Nebulin	Pfam_07345	2	152349922	152350335
UCSC	Nebulin	Pfam_07346	2	152350308	152350688
UCSC	Nebulin	Pfam_07347	2	152350344	152350724
UCSC	Nebulin	Pfam_07348	2	152350694	152352803
UCSC	Nebulin	Pfam_07349	2	152350730	152352839
UCSC	Nebulin	Pfam_07350	2	152352809	152359320
UCSC	Nebulin	Pfam_07351	2	152352845	152359912
UCSC	Nebulin	Pfam_07352	2	152352845	152359356
UCSC	Nebulin	Pfam_07353	2	152352845	152353504
UCSC	Nebulin	Pfam_07354	2	152353510	152359912
UCSC	Nebulin	Pfam_07355	2	152353510	152354189
UCSC	Nebulin	Pfam_07356	2	152354195	152354823
UCSC	Nebulin	Pfam_07357	2	152354844	152355861
UCSC	Nebulin	Pfam_07358	2	152354844	152359356
UCSC	Nebulin	Pfam_07359	2	152354844	152357954
UCSC	Nebulin	Pfam_07360	2	152355867	152357954
UCSC	Nebulin	Pfam_07361	2	152357966	152359912
UCSC	Nebulin	Pfam_07362	2	152357966	152359356
UCSC	Nebulin	Pfam_07363	2	152359326	152359876
UCSC	Nebulin	Pfam_07364	2	152359362	152359912
UCSC	Nebulin	Pfam_07365	2	152362029	152362693
UCSC	Nebulin	Pfam_07366	2	152362065	152362729
UCSC	Nebulin	Pfam_07367	2	152362717	152363436
UCSC	Nebulin	Pfam_07368	2	152362753	152363472
UCSC	Nebulin	Pfam_07369	2	152363454	152364532
UCSC	Nebulin	Pfam_07370	2	152363490	152364568
UCSC	Nebulin	Pfam_07371	2	152364550	152369260
UCSC	Nebulin	Pfam_07372	2	152364586	152369296
UCSC	Nebulin	Pfam_07373	2	152369278	152370107
UCSC	Nebulin	Pfam_07374	2	152369314	152370143
UCSC	Nebulin	Pfam_07375	2	152370134	152370845
UCSC	Nebulin	Pfam_07376	2	152370170	152370881
UCSC	Nebulin	Pfam_07377	2	152370869	152371345
UCSC	Nebulin	Pfam_07378	2	152370905	152371381
UCSC	Nebulin	Pfam_07379	2	152371369	152372986
UCSC	Nebulin	Pfam_07380	2	152371405	152373022
UCSC	Nebulin	Pfam_07381	2	152373004	152374845
UCSC	Nebulin	Pfam_07382	2	152373040	152374881
UCSC	Nebulin	Pfam_07383	2	152374863	152375492
UCSC	Nebulin	Pfam_07384	2	152374899	152375528
UCSC	Nebulin	Pfam_07385	2	152376209	152380838
UCSC	Nebulin	Pfam_07386	2	152376245	152380874
UCSC	Nebulin	Pfam_07387	2	152380856	152381042
UCSC	Nebulin	Pfam_07388	2	152380892	152381078
UCSC	Nebulin	Pfam_07389	2	152381057	152381690
UCSC	Nebulin	Pfam_07390	2	152381093	152381726
UCSC	Nebulin	Pfam_07391	2	152381714	152382485
UCSC	Nebulin	Pfam_07392	2	152381750	152382521
UCSC	Nebulin	Pfam_07393	2	152382509	152382685
UCSC	Nebulin	Pfam_07394	2	152382545	152382721
UCSC	Nebulin	Pfam_07395	2	152382703	152383445
UCSC	Nebulin	Pfam_07396	2	152382739	152383481
UCSC	Nebulin	Pfam_07397	2	152383463	152384008
UCSC	Nebulin	Pfam_07398	2	152383499	152384044
UCSC	Nebulin	Pfam_07399	2	152385755	152387521
UCSC	Nebulin	Pfam_07400	2	152385791	152387557
UCSC	Nebulin	Pfam_07401	2	152387542	152388319
UCSC	Nebulin	Pfam_07402	2	152387578	152388355
UCSC	Nebulin	Pfam_07403	2	152388337	152390742
UCSC	Nebulin	Pfam_07404	2	152388373	152390778
UCSC	Nebulin	Pfam_07405	2	152388373	152389999
UCSC	Nebulin	Pfam_07406	2	152390760	152392218
UCSC	Nebulin	Pfam_07407	2	152390796	152392254
UCSC	Nebulin	Pfam_07408	2	152392236	152393659
UCSC	Nebulin	Pfam_07409	2	152392272	152393695
UCSC	Nebulin	Pfam_07410	2	152393677	152394399
UCSC	Nebulin	Pfam_07411	2	152393713	152394435
UCSC	Nebulin	Pfam_07412	2	152394685	152396871
UCSC	Nebulin	Pfam_07413	2	152394721	152396907
UCSC	Nebulin	Pfam_07414	2	152397992	152402415
UCSC	Nebulin	Pfam_07415	2	152398028	152402451
UCSC	Nebulin	Pfam_07416	2	152402433	152402866
UCSC	Nebulin	Pfam_07417	2	152402469	152402902
UCSC	Nebulin	Pfam_07418	2	152402884	152403953
UCSC	Nebulin	Pfam_07419	2	152402920	152403989
UCSC	Nebulin	Pfam_07420	2	152403974	152404161
UCSC	Nebulin	Pfam_07421	2	152404010	152404197
UCSC	Nebulin	Pfam_07422	2	152404856	152406163
UCSC	Nebulin	Pfam_07423	2	152404892	152406199
UCSC	Nebulin	Pfam_07424	2	152408286	152409199
UCSC	Nebulin	Pfam_07425	2	152408322	152409235
UCSC	Nebulin	Pfam_07426	2	152409217	152409925
UCSC	Nebulin	Pfam_07427	2	152409253	152409961
UCSC	Nebulin	Pfam_07428	2	152411485	152417119
UCSC	Nebulin	Pfam_07429	2	152411521	152417155
UCSC	Nebulin	Pfam_07430	2	152417140	152417531
UCSC	Nebulin	Pfam_07431	2	152417176	152417567
UCSC	Nebulin	Pfam_07432	2	152417549	152417735
