database_from	hg19.refGene.name2	#hg19.ccdsGene.name	9.ccdsGene.chrom	hg19.ccdsGene.txStart	hg19.ccdsGene.txEnd
CCDS_v15	EEFSEC	CCDS33849.1	3	127872350	128127102
CCDS_v15	COPG1	CCDS33851.1	3	128968552	128996267
CCDS_v15	BFSP2	CCDS33859.1	3	133118927	133193816
CCDS_v15	STAG1	CCDS3090.1	3	136057095	136349740
CCDS_v15	PIK3CB	CCDS3104.1	3	138374230	138478185
CCDS_v15	CP	CCDS3141.1	3	148891500	148939579
CCDS_v15	MBNL1	CCDS54656.1	3	152017982	152177116
CCDS_v15	MBNL1	CCDS3168.1	3	152017982	152177091
CCDS_v15	MBNL1	CCDS3167.1	3	152017982	152177116
CCDS_v15	MBNL1	CCDS3166.1	3	152017982	152177116
CCDS_v15	MBNL1	CCDS3165.1	3	152017982	152177116
CCDS_v15	MBNL1	CCDS3164.1	3	152017982	152177116
CCDS_v15	MBNL1	CCDS3163.1	3	152017982	152177116
CCDS_v15	GPR149	CCDS43162.1	3	154055487	154147404
CCDS_v15	KCNAB1	CCDS3174.1	3	155838400	156254536
CCDS_v15	KCNAB1	CCDS3175.1	3	155860967	156254536
CCDS_v15	KCNAB1	CCDS33882.1	3	156009696	156254536
CCDS_v15	C3orf55	CCDS58859.1	3	157271046	157296073
CCDS_v15	C3orf55	CCDS46944.1	3	157271046	157296122
CCDS_v15	C3orf55	CCDS46943.1	3	157271046	157318087
CCDS_v15	C3orf55	CCDS46942.1	3	157271046	157318170
CCDS_v15	MECOM	CCDS54670.1	3	168802696	168862787
CCDS_v15	MECOM	CCDS54669.1	3	168802696	168849265
CCDS_v15	MECOM	CCDS3205.1	3	168802696	168849265
CCDS_v15	PHC3	CCDS46952.1	3	169815017	169899503
CCDS_v15	TNIK	CCDS54679.1	3	170781669	171177852
CCDS_v15	TNIK	CCDS54678.1	3	170781669	171177852
CCDS_v15	TNIK	CCDS54677.1	3	170781669	171177852
CCDS_v15	TNIK	CCDS54676.1	3	170781669	171177852
CCDS_v15	TNIK	CCDS54675.1	3	170781669	171177852
CCDS_v15	TNIK	CCDS54674.1	3	170781669	171177852
CCDS_v15	TNIK	CCDS54673.1	3	170781669	171177852
CCDS_v15	TNIK	CCDS46956.1	3	170781669	171177852
CCDS_v15	FNDC3B	CCDS3217.1	3	171830269	172115265
CCDS_v15	NAALADL2	CCDS46960.1	3	174577197	175520991
CCDS_v15	CCDC39	CCDS46964.1	3	180332708	180397168
CCDS_v15	YEATS2	CCDS43175.1	3	183432950	183528371
CCDS_v15	LEPREL1	CCDS3294.1	3	189675700	189838520
CCDS_v15	FGF12	CCDS46983.1	3	191861797	192444982
CCDS_v15	FGF12	CCDS3301.1	3	191861797	192126012
CCDS_v15	ACAP2	CCDS33924.1	3	195000056	195163576
CCDS_v15	UBXN7	CCDS43191.1	3	196083555	196159270
CCDS_v15	CHL1	CCDS58812.1	3	361459	447394
CCDS_v15	CHL1	CCDS2556.1	3	361459	447394
CCDS_v15	CNTN6	CCDS2557.1	3	1189692	1445102
CCDS_v15	CNTN4	CCDS43041.1	3	2613187	3097904
CCDS_v15	CNTN4	CCDS2558.1	3	2942412	3097904
CCDS_v15	SUMF1	CCDS54549.1	3	4403827	4508929
CCDS_v15	SUMF1	CCDS54548.1	3	4403827	4508929
CCDS_v15	SUMF1	CCDS2564.1	3	4403827	4508929
CCDS_v15	ITPR1	CCDS54551.1	3	4558175	4887909
CCDS_v15	ITPR1	CCDS54550.1	3	4558175	4887909
CCDS_v15	ITPR1	CCDS46740.2	3	4558175	4887909
CCDS_v15	CAV3	CCDS2569.1	3	8775562	8787553
CCDS_v15	SRGAP3	CCDS33689.1	3	9027202	9290635
CCDS_v15	SRGAP3	CCDS2572.1	3	9027202	9290635
CCDS_v15	LHFPL4	CCDS33691.1	3	9543894	9594363
CCDS_v15	MTMR14	CCDS43045.1	3	9691267	9743657
CCDS_v15	MTMR14	CCDS43044.1	3	9691267	9743657
CCDS_v15	MTMR14	CCDS43043.1	3	9691267	9743657
CCDS_v15	TADA3	CCDS2583.1	3	9822040	9833150
CCDS_v15	TADA3	CCDS2584.1	3	9825707	9833150
CCDS_v15	IL17RC	CCDS56241.1	3	9958999	9975277
CCDS_v15	IL17RC	CCDS56240.1	3	9958999	9975277
CCDS_v15	IL17RC	CCDS46746.1	3	9958999	9975277
CCDS_v15	IL17RC	CCDS2591.2	3	9958999	9975277
CCDS_v15	IL17RC	CCDS2590.1	3	9958999	9975277
CCDS_v15	FANCD2	CCDS33696.1	3	10070341	10142946
CCDS_v15	FANCD2	CCDS2595.1	3	10070341	10140634
CCDS_v15	IRAK2	CCDS33697.1	3	10206638	10283912
CCDS_v15	SEC13	CCDS63540.1	3	10342944	10360963
CCDS_v15	SEC13	CCDS46751.1	3	10342944	10359739
CCDS_v15	SEC13	CCDS2599.1	3	10342944	10362736
CCDS_v15	SLC6A11	CCDS2602.1	3	10857950	10980088
CCDS_v15	VGLL4	CCDS68343.1	3	11600029	11712814
CCDS_v15	VGLL4	CCDS46754.1	3	11600029	11684992
CCDS_v15	VGLL4	CCDS2606.1	3	11600029	11744508
CCDS_v15	PPARG	CCDS2609.1	3	12393091	12475644
CCDS_v15	PPARG	CCDS2610.2	3	12421204	12475644
CCDS_v15	CAND2	CCDS54554.1	3	12838219	12875481
CCDS_v15	CAND2	CCDS43053.1	3	12838219	12875481
CCDS_v15	IQSEC1	CCDS33703.1	3	12940888	13008951
CCDS_v15	NUP210	CCDS33704.1	3	13359180	13461726
CCDS_v15	WNT7A	CCDS2616.1	3	13860440	13921313
CCDS_v15	CHCHD4	CCDS43054.1	3	14154386	14166176
CCDS_v15	CHCHD4	CCDS2617.1	3	14154386	14163477
CCDS_v15	C3orf20	CCDS33706.1	3	14724220	14814382
CCDS_v15	C3orf20	CCDS54555.1	3	14724586	14814382
CCDS_v15	FGD5	CCDS46767.1	3	14860578	14974674
CCDS_v15	NR2C2	CCDS2621.1	3	15045421	15084515
CCDS_v15	SH3BP5	CCDS2625.2	3	15297592	15373915
CCDS_v15	METTL6	CCDS43056.1	3	15452762	15468018
CCDS_v15	GALNT15	CCDS33711.1	3	16216658	16269007
CCDS_v15	RFTN1	CCDS33712.1	3	16358334	16535376
CCDS_v15	DAZL	CCDS43059.1	3	16630166	16646712
CCDS_v15	TBC1D5	CCDS46770.1	3	17202454	17550062
CCDS_v15	TBC1D5	CCDS33714.1	3	17202454	17550062
CCDS_v15	KCNH8	CCDS2632.1	3	19190211	19575591
CCDS_v15	KAT2B	CCDS2634.1	3	20081969	20194017
CCDS_v15	ZNF385D	CCDS2636.1	3	21462705	21792408
CCDS_v15	UBE2E2	CCDS2637.1	3	23250190	23631322
CCDS_v15	UBE2E1	CCDS2639.1	3	23848760	23932097
CCDS_v15	UBE2E1	CCDS2638.1	3	23848760	23932097
CCDS_v15	UBE2E1	CCDS56244.1	3	23851966	23932097
CCDS_v15	THRB	CCDS2641.1	3	24164374	24270450
CCDS_v15	RARB	CCDS2642.1	3	25470222	25638107
CCDS_v15	RARB	CCDS46775.1	3	25542702	25638107
CCDS_v15	TOP2B	CCDS46776.1	3	25639797	25705788
CCDS_v15	NGLY1	CCDS46778.1	3	25760950	25824881
CCDS_v15	NGLY1	CCDS46777.1	3	25760950	25831356
CCDS_v15	NGLY1	CCDS33719.1	3	25760950	25824881
CCDS_v15	NGLY1	CCDS46779.1	3	25761060	25824881
CCDS_v15	SLC4A7	CCDS58820.1	3	27418254	27525617
CCDS_v15	TGFBR2	CCDS33727.1	3	30648375	30733091
CCDS_v15	TGFBR2	CCDS2648.1	3	30648375	30733091
CCDS_v15	GADL1	CCDS2649.2	3	30769733	30936106
CCDS_v15	STT3B	CCDS2650.1	3	31574490	31677556
CCDS_v15	OSBPL10	CCDS54559.1	3	31703563	32022671
CCDS_v15	OSBPL10	CCDS2651.1	3	31703563	32022671
CCDS_v15	CMTM8	CCDS2652.1	3	32280464	32411459
CCDS_v15	CNOT10	CCDS58821.1	3	32726952	32815103
CCDS_v15	CNOT10	CCDS2655.1	3	32726952	32815103
CCDS_v15	CNOT10	CCDS58822.1	3	32737117	32815103
CCDS_v15	TRIM71	CCDS43060.1	3	32859572	32933303
CCDS_v15	CRTAP	CCDS2657.1	3	33155569	33183940
CCDS_v15	FBXL2	CCDS54560.1	3	33319004	33427100
CCDS_v15	FBXL2	CCDS2658.1	3	33319004	33427100
CCDS_v15	ARPP21	CCDS58824.1	3	35723243	35835450
CCDS_v15	ARPP21	CCDS58823.1	3	35723243	35835450
CCDS_v15	ARPP21	CCDS2661.1	3	35723243	35835450
CCDS_v15	STAC	CCDS2662.1	3	36422135	36587781
CCDS_v15	TRANK1	CCDS46789.2	3	36869765	36986300
CCDS_v15	GOLGA4	CCDS54564.1	3	37285041	37407594
CCDS_v15	GOLGA4	CCDS2666.1	3	37285041	37402763
CCDS_v15	CTDSPL	CCDS33735.1	3	37903690	38022358
CCDS_v15	CTDSPL	CCDS33734.1	3	37903690	38022358
CCDS_v15	DLEC1	CCDS2672.2	3	38080716	38163903
CCDS_v15	OXSR1	CCDS2675.1	3	38207367	38294382
CCDS_v15	XYLB	CCDS2678.1	3	38388359	38454504
CCDS_v15	SCN5A	CCDS54570.1	3	38591811	38674798
CCDS_v15	SCN5A	CCDS54569.1	3	38591811	38674798
CCDS_v15	SCN5A	CCDS46799.1	3	38591811	38674798
CCDS_v15	SCN5A	CCDS46798.1	3	38591811	38674798
CCDS_v15	SCN5A	CCDS46797.1	3	38591811	38674798
CCDS_v15	SCN5A	CCDS46796.1	3	38591811	38674798
CCDS_v15	SCN11A	CCDS33737.1	3	38888184	38991853
CCDS_v15	CX3CR1	CCDS54571.1	3	39306932	39323186
CCDS_v15	RPSA	CCDS2686.1	3	39449144	39453859
CCDS_v15	MYRIP	CCDS68390.1	3	39942307	40299657
CCDS_v15	MYRIP	CCDS2689.1	3	39942307	40299657
CCDS_v15	MYRIP	CCDS68391.1	3	40085560	40299657
CCDS_v15	MYRIP	CCDS68392.1	3	40208347	40299657
CCDS_v15	RPL14	CCDS33739.1	3	40498851	40503723
CCDS_v15	RPL14	CCDS43070.1	3	40498962	40503723
CCDS_v15	TRAK1	CCDS43072.1	3	42132961	42265229
CCDS_v15	TRAK1	CCDS58826.1	3	42191027	42244393
CCDS_v15	TRAK1	CCDS2695.1	3	42201853	42251749
CCDS_v15	SEC22C	CCDS56246.1	3	42590107	42610538
CCDS_v15	SEC22C	CCDS2699.1	3	42590107	42610538
CCDS_v15	SEC22C	CCDS2700.1	3	42594739	42610538
CCDS_v15	KLHL40	CCDS2703.1	3	42727110	42733485
CCDS_v15	POMGNT2	CCDS2709.1	3	43121180	43122923
CCDS_v15	SNRK	CCDS43075.1	3	43344695	43390049
CCDS_v15	ANO10	CCDS56249.1	3	43408397	43647344
CCDS_v15	ANO10	CCDS56248.1	3	43408397	43647344
CCDS_v15	ANO10	CCDS56247.1	3	43408397	43647344
CCDS_v15	ANO10	CCDS2710.2	3	43408397	43647344
CCDS_v15	ANO10	CCDS56250.1	3	43414252	43647344
CCDS_v15	TOPAZ1	CCDS46809.1	3	44283545	44373503
CCDS_v15	TCAIM	CCDS2712.1	3	44396274	44449174
CCDS_v15	ZNF35	CCDS2718.2	3	44692559	44701439
CCDS_v15	KIF15	CCDS33744.1	3	44803357	44894227
CCDS_v15	LARS2	CCDS2728.1	3	45435945	45589022
CCDS_v15	SACM1L	CCDS33745.1	3	45730957	45785161
CCDS_v15	LZTFL1	CCDS63608.1	3	45867805	45879495
CCDS_v15	LZTFL1	CCDS2731.1	3	45867805	45883483
CCDS_v15	LZTFL1	CCDS63609.1	3	45867818	45954638
CCDS_v15	FYCO1	CCDS2734.1	3	45963256	46026402
CCDS_v15	CCR2	CCDS46813.1	3	46399018	46400101
CCDS_v15	CCR2	CCDS43078.1	3	46399018	46401351
CCDS_v15	KIF9	CCDS2752.1	3	47270141	47318864
CCDS_v15	KIF9	CCDS2751.1	3	47270141	47318864
CCDS_v15	PTPN23	CCDS2754.1	3	47422586	47454675
CCDS_v15	SMARCC1	CCDS2758.1	3	47629698	47823287
CCDS_v15	MAP4	CCDS46818.1	3	47894281	48040350
CCDS_v15	MAP4	CCDS33750.1	3	47894521	48040350
CCDS_v15	SPINK8	CCDS46822.1	3	48348481	48369831
CCDS_v15	ATRIP	CCDS2768.1	3	48488249	48506953
CCDS_v15	ATRIP	CCDS2767.1	3	48488249	48506953
CCDS_v15	ATRIP	CCDS59449.1	3	48491474	48506953
CCDS_v15	ATRIP	CCDS59450.1	3	48493134	48506953
CCDS_v15	COL7A1	CCDS2773.1	3	48601838	48632592
CCDS_v15	USP19	CCDS56256.1	3	49145844	49156578
CCDS_v15	USP19	CCDS56255.1	3	49145844	49156578
CCDS_v15	USP19	CCDS56254.1	3	49146390	49156578
CCDS_v15	USP19	CCDS43090.1	3	49146390	49156578
CCDS_v15	BSN	CCDS2800.1	3	49592035	49702272
CCDS_v15	MST1R	CCDS58833.1	3	49924739	49941042
CCDS_v15	MST1R	CCDS2807.1	3	49924739	49941042
CCDS_v15	RBM6	CCDS2809.1	3	50000074	50114566
CCDS_v15	SEMA3F	CCDS2811.1	3	50197055	50225548
CCDS_v15	CACNA2D2	CCDS63647.1	3	50402096	50540854
CCDS_v15	CACNA2D2	CCDS54588.1	3	50402096	50540854
CCDS_v15	CACNA2D2	CCDS33763.1	3	50402096	50540854
CCDS_v15	RAD54L2	CCDS33765.2	3	51624436	51697436
CCDS_v15	POC1A	CCDS54592.1	3	52109902	52188388
CCDS_v15	POC1A	CCDS54591.1	3	52109902	52183992
CCDS_v15	POC1A	CCDS2846.1	3	52109902	52188388
CCDS_v15	WDR82	CCDS2851.2	3	52291505	52312377
CCDS_v15	NT5DC2	CCDS46843.1	3	52558485	52567753
CCDS_v15	NT5DC2	CCDS2858.1	3	52558485	52568669
CCDS_v15	PBRM1	CCDS43099.1	3	52582078	52713727
CCDS_v15	ITIH1	CCDS2864.1	3	52811631	52825927
CCDS_v15	ITIH1	CCDS54594.1	3	52813463	52825927
CCDS_v15	ITIH1	CCDS54595.1	3	52816217	52825927
CCDS_v15	SFMBT1	CCDS2867.1	3	52939151	53003144
CCDS_v15	PRKCD	CCDS2870.1	3	53212438	53226282
CCDS_v15	CACNA1D	CCDS46849.1	3	53529193	53845433
CCDS_v15	CACNA1D	CCDS46848.1	3	53529193	53845433
CCDS_v15	CACNA1D	CCDS2872.1	3	53529193	53845433
CCDS_v15	ERC2	CCDS46851.1	3	55717860	56469035
CCDS_v15	ARHGEF3	CCDS46854.1	3	56763297	57069177
CCDS_v15	IL17RD	CCDS2880.2	3	57130420	57199314
CCDS_v15	APPL1	CCDS2882.1	3	57261911	57303715
CCDS_v15	SLMAP	CCDS33774.1	3	57743378	57913115
CCDS_v15	FLNB	CCDS54601.1	3	57994291	58156489
CCDS_v15	FLNB	CCDS54600.1	3	57994291	58156489
CCDS_v15	FLNB	CCDS54599.1	3	57994291	58156489
CCDS_v15	FLNB	CCDS2885.1	3	57994291	58156489
CCDS_v15	DNASE1L3	CCDS58836.1	3	58178413	58196633
CCDS_v15	DNASE1L3	CCDS2886.1	3	58178413	58196633
CCDS_v15	PXK	CCDS2889.1	3	58318715	58410687
CCDS_v15	FAM107A	CCDS63673.1	3	58552314	58612721
CCDS_v15	C3orf67	CCDS33776.1	3	58728186	58923391
CCDS_v15	CADPS	CCDS46858.1	3	62385080	62860704
CCDS_v15	CADPS	CCDS2899.1	3	62385080	62860704
CCDS_v15	CADPS	CCDS2898.1	3	62385080	62860704
CCDS_v15	SYNPR	CCDS46859.1	3	63264209	63601157
CCDS_v15	SYNPR	CCDS46860.1	3	63429121	63601157
CCDS_v15	THOC7	CCDS2900.1	3	63819807	63849466
CCDS_v15	PRICKLE2	CCDS2902.1	3	64084726	64184603
CCDS_v15	ADAMTS9	CCDS2903.1	3	64507846	64673333
CCDS_v15	MAGI1	CCDS33780.1	3	65342052	66023983
CCDS_v15	MAGI1	CCDS33781.1	3	65342750	66023983
CCDS_v15	MAGI1	CCDS2904.1	3	65346823	66023983
CCDS_v15	SLC25A26	CCDS2905.2	3	66271520	66428231
CCDS_v15	SLC25A26	CCDS54604.1	3	66293700	66428231
CCDS_v15	LRIG1	CCDS33783.1	3	66430686	66550831
CCDS_v15	SUCLG2	CCDS54605.1	3	67411052	67705010
CCDS_v15	SUCLG2	CCDS43104.1	3	67426167	67705010
CCDS_v15	FAM19A4	CCDS2907.1	3	68782292	68934339
CCDS_v15	TMF1	CCDS43105.1	3	69072327	69101237
CCDS_v15	FRMD4B	CCDS46863.1	3	69221011	69435140
CCDS_v15	MITF	CCDS43106.1	3	69788748	70014399
CCDS_v15	MITF	CCDS46865.1	3	69915441	70014399
CCDS_v15	MITF	CCDS54607.1	3	69928336	70014399
CCDS_v15	MITF	CCDS46866.2	3	69985873	70014399
CCDS_v15	MITF	CCDS43107.1	3	69985873	70014399
CCDS_v15	MITF	CCDS2913.1	3	69985873	70014399
CCDS_v15	FOXP1	CCDS58839.1	3	71008397	71247532
CCDS_v15	FOXP1	CCDS58838.1	3	71008397	71247532
CCDS_v15	FOXP1	CCDS58837.1	3	71008397	71179834
CCDS_v15	FOXP1	CCDS2914.1	3	71008397	71247532
CCDS_v15	PROK2	CCDS46868.1	3	71821874	71834203
CCDS_v15	PROK2	CCDS2916.1	3	71821874	71834203
CCDS_v15	SHQ1	CCDS33788.1	3	72799434	72897491
CCDS_v15	GXYLT2	CCDS46870.1	3	72937384	73024310
CCDS_v15	PDZRN3	CCDS33789.1	3	73432515	73673976
CCDS_v15	ROBO1	CCDS54611.1	3	78648062	79639061
CCDS_v15	ROBO1	CCDS54610.1	3	78648062	79067611
CCDS_v15	ROBO1	CCDS46872.2	3	78648062	79067611
CCDS_v15	CHMP2B	CCDS2918.1	3	87276672	87302972
CCDS_v15	CHMP2B	CCDS58840.1	3	87276703	87302972
CCDS_v15	EPHA3	CCDS46875.1	3	89156898	89448656
CCDS_v15	EPHA3	CCDS2922.1	3	89156898	89528652
CCDS_v15	ARL13B	CCDS2925.1	3	93699267	93772107
CCDS_v15	ARL13B	CCDS2924.1	3	93699267	93772107
CCDS_v15	EPHA6	CCDS46876.1	3	96533467	97467545
CCDS_v15	EPHA6	CCDS63697.1	3	97167568	97367174
CCDS_v15	EPHA6	CCDS54616.1	3	97167568	97367174
CCDS_v15	CPOX	CCDS2932.1	3	98299526	98312348
CCDS_v15	CMSS1	CCDS54618.1	3	99833832	99897232
CCDS_v15	TBC1D23	CCDS56265.1	3	99979862	100042512
CCDS_v15	TBC1D23	CCDS2936.1	3	99979862	100042512
CCDS_v15	GPR128	CCDS2938.1	3	100328700	100413845
CCDS_v15	SENP7	CCDS63706.1	3	101044786	101231974
CCDS_v15	SENP7	CCDS63705.1	3	101044786	101212803
CCDS_v15	SENP7	CCDS63704.1	3	101044786	101212803
CCDS_v15	SENP7	CCDS43121.1	3	101044786	101231974
CCDS_v15	SENP7	CCDS2941.2	3	101044786	101231974
CCDS_v15	CEP97	CCDS2944.1	3	101443520	101484395
CCDS_v15	ALCAM	CCDS58841.1	3	105086252	105290783
CCDS_v15	ALCAM	CCDS33810.1	3	105086252	105290783
CCDS_v15	CBLB	CCDS2948.1	3	105377813	105586421
CCDS_v15	BBX	CCDS63712.1	3	107429307	107524374
CCDS_v15	BBX	CCDS46881.1	3	107429307	107524304
CCDS_v15	BBX	CCDS2950.1	3	107429307	107524304
CCDS_v15	MYH15	CCDS43127.1	3	108100391	108248112
CCDS_v15	DZIP3	CCDS2952.1	3	108324253	108409744
CCDS_v15	GUCA1C	CCDS2954.1	3	108626868	108672609
CCDS_v15	MORC1	CCDS2955.1	3	108677811	108836906
CCDS_v15	PVRL3	CCDS58843.1	3	110791266	110912226
CCDS_v15	CD96	CCDS2959.1	3	111261095	111368653
CCDS_v15	CD96	CCDS2958.1	3	111261095	111368653
CCDS_v15	PLCXD2	CCDS54619.1	3	111394092	111451517
CCDS_v15	PLCXD2	CCDS2961.1	3	111394092	111564716
CCDS_v15	PHLDB2	CCDS46885.1	3	111564715	111693410
CCDS_v15	PHLDB2	CCDS46886.1	3	111602924	111693410
CCDS_v15	PHLDB2	CCDS2962.1	3	111602924	111693410
CCDS_v15	SLC9C1	CCDS33817.1	3	111860118	112005638
CCDS_v15	CD200	CCDS33818.1	3	112052059	112080397
CCDS_v15	CD200	CCDS2965.1	3	112052059	112080397
CCDS_v15	CCDC80	CCDS2968.1	3	112324263	112358752
CCDS_v15	BOC	CCDS2971.1	3	112968649	113005709
CCDS_v15	WDR52	CCDS54624.1	3	113010403	113152511
CCDS_v15	WDR52	CCDS2972.1	3	113081976	113152511
CCDS_v15	KIAA2018	CCDS43133.1	3	113373790	113393725
CCDS_v15	ATP6V1A	CCDS2976.1	3	113497600	113528274
CCDS_v15	GRAMD1C	CCDS33826.1	3	113557756	113664325
CCDS_v15	GRAMD1C	CCDS54625.1	3	113619952	113664325
CCDS_v15	KIAA1407	CCDS2977.1	3	113684001	113775313
CCDS_v15	LSAMP	CCDS2982.1	3	115529163	116163878
CCDS_v15	IGSF11	CCDS46891.1	3	118621366	118753429
CCDS_v15	IGSF11	CCDS2983.1	3	118621366	118824039
CCDS_v15	CD80	CCDS2989.1	3	119246617	119276575
CCDS_v15	GSK3B	CCDS54628.1	3	119545634	119812281
CCDS_v15	GSK3B	CCDS2996.1	3	119545634	119812281
CCDS_v15	GPR156	CCDS54629.1	3	119885878	119962945
CCDS_v15	GPR156	CCDS2997.1	3	119885878	119962945
CCDS_v15	LRRC58	CCDS46892.1	3	120050046	120068090
CCDS_v15	RABL3	CCDS3001.1	3	120408669	120461354
CCDS_v15	STXBP5L	CCDS43137.1	3	120628425	121137944
CCDS_v15	POLQ	CCDS33833.1	3	121151150	121264724
CCDS_v15	HCLS1	CCDS3003.1	3	121350692	121377194
CCDS_v15	IQCB1	CCDS33837.1	3	121489191	121547807
CCDS_v15	IQCB1	CCDS33836.1	3	121489191	121547807
CCDS_v15	KPNA1	CCDS3013.1	3	122145831	122215412
CCDS_v15	DTX3L	CCDS3015.1	3	122283273	122290594
CCDS_v15	PARP14	CCDS46894.1	3	122399730	122447444
CCDS_v15	DIRC2	CCDS3018.1	3	122514039	122598225
CCDS_v15	PDIA5	CCDS3020.1	3	122786011	122880807
CCDS_v15	SEC22A	CCDS3021.1	3	122928064	122990569
CCDS_v15	ADCY5	CCDS56274.1	3	123003454	123135114
CCDS_v15	ADCY5	CCDS3022.1	3	123003454	123167392
CCDS_v15	MYLK	CCDS58849.1	3	123332951	123339141
CCDS_v15	MYLK	CCDS46897.1	3	123332951	123339141
CCDS_v15	MYLK	CCDS46896.1	3	123332951	123512688
CCDS_v15	MYLK	CCDS43141.1	3	123332951	123512688
CCDS_v15	MYLK	CCDS3023.1	3	123332951	123512688
CCDS_v15	KALRN	CCDS3027.1	3	123813684	124237309
CCDS_v15	KALRN	CCDS3028.1	3	124303668	124438317
CCDS_v15	ITGB5	CCDS3030.1	3	124482469	124605847
CCDS_v15	SLC12A8	CCDS43143.1	3	124802733	124930193
CCDS_v15	SNX4	CCDS3032.1	3	125166622	125239016
CCDS_v15	OSBPL11	CCDS3033.1	3	125249358	125313644
CCDS_v15	ROPN1B	CCDS33841.1	3	125690897	125702163
CCDS_v15	UROC1	CCDS54636.1	3	126201187	126236562
CCDS_v15	UROC1	CCDS3038.1	3	126201187	126236562
CCDS_v15	CHCHD6	CCDS3041.1	3	126423155	126679044
CCDS_v15	PLXNA1	CCDS33847.2	3	126707436	126752860
CCDS_v15	MGLL	CCDS58852.1	3	127411040	127541161
CCDS_v15	MGLL	CCDS46902.1	3	127411040	127541161
CCDS_v15	MGLL	CCDS43148.1	3	127411040	127540661
CCDS_v15	KBTBD12	CCDS33848.2	3	127641904	127703121
CCDS_v15	ISY1-RAB43	CCDS56276.1	3	128813867	128879818
CCDS_v15	IFT122	CCDS63770.1	3	129159173	129239108
CCDS_v15	IFT122	CCDS3062.1	3	129159173	129239108
CCDS_v15	IFT122	CCDS3061.1	3	129159173	129239108
CCDS_v15	IFT122	CCDS3060.1	3	129159173	129239108
CCDS_v15	IFT122	CCDS3059.1	3	129159173	129239108
CCDS_v15	IFT122	CCDS63773.1	3	129183511	129239108
CCDS_v15	IFT122	CCDS63772.1	3	129183511	129239108
CCDS_v15	TMCC1	CCDS33855.1	3	129370323	129547221
CCDS_v15	COL6A6	CCDS46911.1	3	130279208	130394241
CCDS_v15	PIK3R4	CCDS3067.1	3	130398158	130464062
CCDS_v15	ATP2C1	CCDS56279.1	3	130569664	130735091
CCDS_v15	ATP2C1	CCDS56278.1	3	130569664	130735091
CCDS_v15	ATP2C1	CCDS46914.1	3	130613613	130720194
CCDS_v15	ATP2C1	CCDS46913.1	3	130613613	130735033
CCDS_v15	ATP2C1	CCDS46912.1	3	130613613	130735091
CCDS_v15	ATP2C1	CCDS33856.1	3	130613613	130735091
CCDS_v15	ATP2C1	CCDS56281.1	3	130649301	130720194
CCDS_v15	ATP2C1	CCDS56280.1	3	130649301	130735091
CCDS_v15	NEK11	CCDS54639.1	3	130748552	131068579
CCDS_v15	NEK11	CCDS46915.1	3	130748552	130893624
CCDS_v15	NEK11	CCDS3069.1	3	130748552	131068620
CCDS_v15	MRPL3	CCDS3071.1	3	131181566	131221665
CCDS_v15	CPNE4	CCDS3072.1	3	131254038	131624287
CCDS_v15	DNAJC13	CCDS33857.1	3	132153394	132257126
CCDS_v15	UBA5	CCDS3076.1	3	132379381	132395370
CCDS_v15	TMEM108	CCDS33858.1	3	132948155	133114830
CCDS_v15	CDV3	CCDS46917.1	3	133292888	133306018
CCDS_v15	CDV3	CCDS3079.1	3	133292888	133306890
CCDS_v15	CDV3	CCDS46918.1	3	133293948	133306018
CCDS_v15	RAB6B	CCDS3082.1	3	133547631	133614310
CCDS_v15	SLCO2A1	CCDS3084.1	3	133653556	133748646
CCDS_v15	AMOTL2	CCDS63784.1	3	134076546	134094142
CCDS_v15	AMOTL2	CCDS63783.1	3	134076546	134090275
CCDS_v15	AMOTL2	CCDS33860.1	3	134076546	134090275
CCDS_v15	KY	CCDS46920.1	3	134322420	134369802
CCDS_v15	EPHB1	CCDS46921.1	3	134514473	134977962
CCDS_v15	PPP2R3A	CCDS3087.1	3	135720340	135864008
CCDS_v15	PPP2R3A	CCDS3088.1	3	135741911	135864008
CCDS_v15	PPP2R3A	CCDS54642.1	3	135745886	135864008
CCDS_v15	IL20RB	CCDS3093.1	3	136676955	136729065
CCDS_v15	DBR1	CCDS33863.1	3	137880730	137893637
CCDS_v15	NME9	CCDS3099.1	3	137981381	138043739
CCDS_v15	CEP70	CCDS3102.1	3	138213856	138291769
CCDS_v15	MRPS22	CCDS3107.1	3	139062868	139075856
CCDS_v15	NMNAT3	CCDS56282.1	3	139279851	139346566
CCDS_v15	CLSTN2	CCDS3112.1	3	139654216	140285095
CCDS_v15	ZBTB38	CCDS43157.1	3	141161230	141164818
CCDS_v15	RASA2	CCDS3117.1	3	141205925	141331155
CCDS_v15	TFDP2	CCDS54650.1	3	141671354	141820591
CCDS_v15	TFDP2	CCDS54649.1	3	141671354	141724299
CCDS_v15	TFDP2	CCDS54648.1	3	141671354	141719195
CCDS_v15	TFDP2	CCDS54647.1	3	141671354	141697472
CCDS_v15	TFDP2	CCDS43159.1	3	141671354	141724285
CCDS_v15	XRN1	CCDS63801.1	3	142030352	142166786
CCDS_v15	XRN1	CCDS3123.1	3	142030352	142166786
CCDS_v15	ATR	CCDS3124.1	3	142168270	142297546
CCDS_v15	TRPC1	CCDS58856.1	3	142443401	142525077
CCDS_v15	TRPC1	CCDS3126.1	3	142443401	142525077
