datbase_from	type	gene_name	chr	start	end
reactome	SigTrans	FBXW7	4	153242410	153457253
reactome	SigTrans	FGB	4	155484108	155492238
reactome	SigTrans	FGA	4	155504278	155511918
reactome	SigTrans	FGG	4	155525286	155534001
reactome	SigTrans	LRAT	4	155661990	155672187
reactome	SigTrans	NPY2R	4	156129781	156138228
reactome	SigTrans	PDGFC	4	157681606	157892546
reactome	SigTrans	RXFP1	4	159442878	159574524
reactome	SigTrans	NPY1R	4	164245113	164254014
reactome	SigTrans	NPY5R	4	164265091	164273086
reactome	SigTrans	VEGFC	4	177604689	177713881
reactome	SigTrans	CASP3	4	185548850	185570629
reactome	SigTrans	MTNR1A	4	187454809	187476721
reactome	DevBio	MED10	5	6371994	6378707
reactome	SigTrans	ADCY2	5	7396321	7830194
reactome	DevBio	SEMA5A	5	9035138	9546187
reactome	SigTrans	TAS2R1	5	9629109	9630463
reactome	Both	TRIO	5	14143811	14510313
reactome	DevBio	MYO10	5	16665395	16936372
reactome	SigTrans	RXFP3	5	33936491	33939023
reactome	SigTrans	PRLR	5	35048861	35089739
reactome	DevBio	GDNF	5	37812779	37839782
reactome	SigTrans	RICTOR	5	38938021	39074510
reactome	SigTrans	PTGER4	5	40679600	40693837
reactome	SigTrans	PRKAA1	5	40759481	40798300
reactome	SigTrans	GHR	5	42423879	42721979
reactome	SigTrans	CCL28	5	43376747	43412477
reactome	Both	FGF10	5	44303646	44388899
reactome	DevBio	ITGA1	5	52083730	52255040
reactome	DevBio	ITGA2	5	52285156	52390609
reactome	SigTrans	FST	5	52776239	52782964
reactome	SigTrans	PDE4D	5	58264865	59189625
reactome	SigTrans	DEPDC1B	5	59892739	59995988
reactome	SigTrans	HTR1A	5	63256183	63257780
reactome	SigTrans	ERBB2IP	5	65222303	65378377
reactome	SigTrans	PIK3R1	5	67511548	67597649
reactome	SigTrans	F2RL2	5	75911307	75919259
reactome	SigTrans	F2R	5	76011868	76031606
reactome	SigTrans	F2RL1	5	76114802	76131140
reactome	SigTrans	PDE8B	5	76506706	76723243
reactome	SigTrans	THBS4	5	79331171	79379110
reactome	SigTrans	ZFYVE16	5	79703832	79775169
reactome	SigTrans	RASGRF2	5	80256491	80525975
reactome	SigTrans	RASA1	5	86563705	86686744
reactome	Both	MEF2C	5	88013975	88199899
reactome	DevBio	RGMB	5	98109339	98129759
reactome	DevBio	ST8SIA4	5	100142639	100238970
reactome	SigTrans	FER	5	108083523	108532542
reactome	SigTrans	MAN2A1	5	109025067	109202879
reactome	SigTrans	CAMK4	5	110559648	110820283
reactome	SigTrans	APC	5	112073585	112181936
reactome	DevBio	SEMA6A	5	115779312	115910630
reactome	SigTrans	SKP1	5	133484633	133512729
reactome	SigTrans	PPP2CA	5	133530025	133561833
reactome	SigTrans	SAR1B	5	133936834	133968678
reactome	SigTrans	SEC24A	5	133984479	134063513
reactome	SigTrans	SMAD5	5	135468536	135518422
reactome	Both	TRPC7	5	135549008	135701225
reactome	SigTrans	FAM13B	5	137273649	137368720
reactome	SigTrans	WNT8A	5	137419679	137428054
reactome	DevBio	CTNNA1	5	138089112	138270723
reactome	SigTrans	NRG2	5	139227234	139422732
reactome	SigTrans	HBEGF	5	139712428	139726216
reactome	Both	HDAC3	5	141000443	141016437
reactome	SigTrans	ARAP3	5	141032968	141061788
reactome	SigTrans	FGF1	5	141971743	142000907
reactome	SigTrans	ARHGAP26	5	142149949	142606050
reactome	DevBio	DPYSL3	5	146770374	146833522
reactome	SigTrans	HTR4	5	147830595	148016583
reactome	SigTrans	ADRB2	5	148206156	148208196
reactome	DevBio	ABLIM3	5	148521046	148640105
reactome	SigTrans	CSNK1A1	5	148876416	148930527
reactome	SigTrans	PDE6A	5	149237519	149324356
reactome	SigTrans	PDGFRB	5	149493400	149535423
reactome	SigTrans	NMUR2	5	151771093	151784840
reactome	DevBio	KIF4B	5	154393260	154397685
reactome	DevBio	MED7	5	156564423	156570195
reactome	DevBio	EBF1	5	158122928	158526769
reactome	SigTrans	ADRA1B	5	159343790	159399551
reactome	SigTrans	WWC1	5	167718656	167899308
reactome	DevBio	SLIT3	5	168088745	168728133
reactome	SigTrans	FGF18	5	170846660	170884627
reactome	SigTrans	NEURL1B	5	172068269	172113928
reactome	SigTrans	ATP6V0E1	5	172410760	172462448
reactome	SigTrans	DRD1	5	174867042	174871211
reactome	SigTrans	HRH2	5	175085033	175113245
reactome	DevBio	UNC5A	5	176237478	176307896
reactome	SigTrans	FGFR4	5	176513887	176525145
reactome	SigTrans	RGS14	5	176784838	176799602
reactome	SigTrans	GRM6	5	178408658	178422299
reactome	SigTrans	CANX	5	179125418	179155908
reactome	SigTrans	MAML1	5	179159851	179204287
reactome	SigTrans	MGAT4B	5	179224597	179229998
reactome	SigTrans	SQSTM1	5	179247759	179265078
reactome	SigTrans	GFPT2	5	179727690	179780387
reactome	SigTrans	FLT4	5	180028506	180076624
reactome	SigTrans	OR2Y1	5	180166042	180167099
reactome	SigTrans	MGAT1	5	180217541	180242541
reactome	SigTrans	OR2V1	5	180551357	180552304
reactome	SigTrans	OR2V2	5	180581943	180582890
reactome	SigTrans	OR4F3	5	180794269	180795263
reactome	DevBio	TUBB2A	6	3153903	3157760
reactome	DevBio	TUBB2B	6	3224495	3227969
reactome	SigTrans	EDN1	6	12290596	12297427
reactome	DevBio	RANBP9	6	13621730	13711796
reactome	DevBio	CAP2	6	17393447	17558023
reactome	SigTrans	E2F3	6	20402398	20493941
reactome	SigTrans	PRL	6	22287480	22297730
reactome	SigTrans	OR2B2	6	27878963	27880174
reactome	SigTrans	OR2B6	6	27925019	27925960
reactome	SigTrans	OR2W1	6	29011990	29013017
reactome	SigTrans	OR2B3	6	29053985	29055090
reactome	SigTrans	OR2J1	6	29068386	29069658
reactome	SigTrans	OR2J3	6	29079668	29080603
reactome	SigTrans	OR2J2	6	29141311	29142351
reactome	SigTrans	OR14J1	6	29274403	29275519
reactome	SigTrans	OR5V1	6	29323007	29399744
reactome	SigTrans	OR12D3	6	29341200	29343068
reactome	SigTrans	OR12D2	6	29364416	29365448
reactome	SigTrans	OR11A1	6	29393281	29396243
reactome	SigTrans	OR10C1	6	29407083	29408731
reactome	SigTrans	OR2H1	6	29424958	29432105
reactome	SigTrans	GABBR1	6	29523406	29595815
reactome	SigTrans	OR2H2	6	29555683	29556745
reactome	SigTrans	ATP6V1G2	6	31512239	31514414
reactome	DevBio	TNF	6	31543344	31546113
reactome	DevBio	CSNK2B	6	31633841	31637847
reactome	SigTrans	NOTCH4	6	32162620	32191844
reactome	SigTrans	PSMB8	6	32808494	32811824
reactome	SigTrans	PSMB9	6	32821938	32827362
reactome	SigTrans	ITPR3	6	33588142	33664351
reactome	SigTrans	MLN	6	33762450	33771788
reactome	SigTrans	GRM4	6	33989628	34101443
reactome	SigTrans	CLPS	6	35762759	35765088
reactome	Both	MAPK14	6	35995488	36079013
reactome	SigTrans	MAPK13	6	36098098	36107842
reactome	SigTrans	CDKN1A	6	36646435	36655116
reactome	SigTrans	FGD2	6	36973423	36996846
reactome	SigTrans	GLP1R	6	39016574	39055519
reactome	DevBio	TREM2	6	41126244	41130841
reactome	SigTrans	FRS3	6	41737914	41747638
reactome	DevBio	MED20	6	41873092	41888837
reactome	DevBio	CCND3	6	41902671	41909586
reactome	SigTrans	GUCA1A	6	42123174	42147794
reactome	SigTrans	GUCA1B	6	42152139	42162654
reactome	SigTrans	PPP2R5D	6	42952237	42980080
reactome	SigTrans	VEGFA	6	43738519	43754224
reactome	DevBio	HSP90AB1	6	44214824	44221620
reactome	SigTrans	OPN5	6	47749775	47792435
reactome	SigTrans	HCRTR2	6	55039050	55147418
reactome	Both	COL9A1	6	70924764	71012786
reactome	SigTrans	HTR1B	6	78171948	78173490
reactome	SigTrans	PGM3	6	83874592	83903012
reactome	SigTrans	HTR1E	6	87647410	87726401
reactome	SigTrans	CGA	6	87795216	87804824
reactome	SigTrans	CNR1	6	88849583	88876078
reactome	SigTrans	MANEA	6	96025419	96035257
reactome	Both	CCNC	6	99990256	100016849
reactome	SigTrans	MCHR2	6	100368628	100441853
reactome	SigTrans	SNX3	6	108532426	108582464
reactome	Both	FOXO3	6	108881038	109005977
reactome	SigTrans	SMPD2	6	109761966	109765122
reactome	DevBio	CDK19	6	110931181	111136519
reactome	Both	FYN	6	111981535	112194270
reactome	SigTrans	HDAC2	6	114254192	114292449
reactome	SigTrans	GPRC6A	6	117113248	117150198
reactome	SigTrans	MAN1A1	6	119498374	119670926
reactome	SigTrans	HEY2	6	126070726	126082415
reactome	SigTrans	ARHGAP18	6	129897277	130031370
reactome	DevBio	MED23	6	131895106	131949345
reactome	SigTrans	OR2A4	6	132021520	132022635
reactome	SigTrans	TAAR8	6	132873832	132874860
reactome	SigTrans	TAAR6	6	132891461	132892498
reactome	SigTrans	TAAR5	6	132909731	132910877
reactome	SigTrans	TAAR2	6	132938161	132939317
reactome	SigTrans	TAAR1	6	132966123	132967142
reactome	SigTrans	PDE7B	6	136172834	136516712
reactome	SigTrans	NMBR	6	142396745	142409936
reactome	SigTrans	GRM1	6	146348918	146758731
reactome	SigTrans	TAB2	6	149642188	149732749
reactome	SigTrans	LATS1	6	149979289	150039392
reactome	SigTrans	ESR1	6	152125566	152420188
reactome	SigTrans	VIP	6	153071933	153080900
reactome	SigTrans	RGS17	6	153325594	153365178
reactome	SigTrans	OPRM1	6	154331636	154439889
reactome	SigTrans	TIAM2	6	155153831	155578857
reactome	DevBio	EZR	6	159186773	159239259
reactome	SigTrans	TAGAP	6	159455500	159466184
reactome	SigTrans	PLG	6	161123274	161174338
reactome	SigTrans	PDE10A	6	165740776	166075588
reactome	Both	RPS6KA2	6	166822852	167040731
reactome	SigTrans	CCR6	6	167536257	167553184
reactome	SigTrans	GPR31	6	167569759	167571817
reactome	SigTrans	THBS2	6	169615875	169654139
reactome	SigTrans	DLL1	6	170591294	170599561
reactome	SigTrans	PSMB1	6	170844205	170862429
reactome	SigTrans	PDGFA	7	536895	559046
reactome	SigTrans	PRKAR1B	7	588835	752844
reactome	SigTrans	GPER	7	1121844	1132517
reactome	SigTrans	LFNG	7	2552163	2568061
reactome	SigTrans	GNA12	7	2767746	2883958
reactome	DevBio	ACTB	7	5566782	5570340
reactome	Both	RAC1	7	6414154	6443608
reactome	SigTrans	DAGLB	7	6448760	6487643
reactome	SigTrans	DGKB	7	14184674	14942986
reactome	SigTrans	HDAC9	7	18126572	18706546
reactome	SigTrans	NPY	7	24323782	24331484
reactome	SigTrans	CHN2	7	29234028	29553944
reactome	SigTrans	CRHR2	7	30692200	30722314
reactome	SigTrans	GHRHR	7	31003638	31019143
reactome	SigTrans	ADCYAP1R1	7	31092076	31151089
reactome	SigTrans	PDE1C	7	31792632	32110461
reactome	SigTrans	NPSR1	7	34697851	34819452
reactome	SigTrans	RALA	7	39663082	39747723
reactome	SigTrans	INHBA	7	41724712	41742706
reactome	SigTrans	PSMA2	7	42956460	42971822
reactome	DevBio	GCK	7	44183874	44229022
reactome	SigTrans	RAMP3	7	45197390	45223849
reactome	SigTrans	ADCY1	7	45614121	45762715
reactome	SigTrans	GRB10	7	50657765	50794815
reactome	Both	EGFR	7	55086725	55236328
reactome	SigTrans	FZD9	7	72848109	72850450
reactome	DevBio	LIMK1	7	73498270	73536855
reactome	SigTrans	DTX2	7	76091018	76135308
reactome	SigTrans	GNAI1	7	79764104	79848718
reactome	DevBio	CD36	7	79998891	80303725
reactome	SigTrans	GNAT3	7	80087987	80141336
reactome	DevBio	SEMA3E	7	82993222	83278326
reactome	DevBio	SEMA3A	7	83587659	83824217
reactome	SigTrans	GRM3	7	86273230	86494200
reactome	SigTrans	FZD1	7	90893783	90898123
reactome	SigTrans	CALCR	7	93053804	93203792
reactome	SigTrans	GNGT1	7	93535820	93540577
reactome	SigTrans	GNG11	7	93551011	93555831
reactome	SigTrans	TAC1	7	97361220	97369784
reactome	SigTrans	SMURF1	7	98625061	98741642
reactome	SigTrans	OR2AE1	7	99473610	99474680
reactome	SigTrans	GPC2	7	99767229	99774990
reactome	SigTrans	GNB2	7	100271154	100276797
reactome	SigTrans	SERPINE1	7	100770370	100782547
reactome	SigTrans	SH2B2	7	101943835	101962097
reactome	SigTrans	PSMC2	7	102985361	103009842
reactome	SigTrans	PIK3CG	7	106505723	106546266
reactome	SigTrans	PRKAR2B	7	106685094	106802256
reactome	DevBio	LAMB1	7	107564263	107643700
reactome	DevBio	NRCAM	7	107788107	108096783
reactome	DevBio	MET	7	116312446	116438440
reactome	SigTrans	WNT2	7	116916685	116963343
reactome	SigTrans	WNT16	7	120969057	120981158
reactome	SigTrans	TAS2R16	7	122634759	122635754
reactome	DevBio	WASL	7	123321989	123389121
reactome	SigTrans	GRM8	7	126078652	126893348
reactome	DevBio	PAX4	7	127250346	127255780
reactome	Both	LEP	7	127881337	127897681
reactome	SigTrans	OPN1SW	7	128412545	128415844
reactome	SigTrans	ATP6V1F	7	128502880	128505897
reactome	SigTrans	SMO	7	128828713	128853386
reactome	DevBio	PLXNA4	7	131808100	132262060
reactome	SigTrans	AKR1B10	7	134212344	134226160
reactome	SigTrans	CHRM2	7	136553416	136705002
reactome	SigTrans	DGKI	7	137075270	137531609
reactome	SigTrans	ATP6V0A4	7	138391040	138482941
reactome	SigTrans	BRAF	7	140434279	140624564
reactome	SigTrans	TAS2R3	7	141463897	141464997
reactome	SigTrans	TAS2R4	7	141478242	141479235
reactome	SigTrans	TAS2R5	7	141490017	141491166
reactome	SigTrans	OR9A4	7	141618617	141619709
reactome	SigTrans	TAS2R38	7	141672431	141673573
reactome	SigTrans	OR9A2	7	142723245	142724282
reactome	SigTrans	OR6V1	7	142749417	142750444
reactome	SigTrans	TAS2R39	7	142880512	142881528
reactome	SigTrans	TAS2R40	7	142919130	142920162
reactome	SigTrans	CASP2	7	142985308	143004789
reactome	SigTrans	TAS2R60	7	143140546	143141502
reactome	SigTrans	TAS2R41	7	143174966	143175889
reactome	SigTrans	OR2F2	7	143632259	143633372
reactome	SigTrans	OR2F1	7	143657027	143658108
reactome	SigTrans	OR6B1	7	143701022	143702068
reactome	SigTrans	OR2A5	7	143747461	143748473
reactome	SigTrans	OR2A25	7	143771275	143772288
reactome	SigTrans	OR2A12	7	143792141	143793186
reactome	SigTrans	OR2A2	7	143806607	143807657
reactome	SigTrans	OR2A14	7	143826151	143827162
reactome	SigTrans	OR2A42	7	143929004	143929936
reactome	SigTrans	OR2A7	7	143955700	143956815
reactome	SigTrans	OR2A1	7	144015218	144016150
reactome	SigTrans	CUL1	7	148395006	148497674
reactome	SigTrans	ATP6V0E2	7	149570057	149577782
reactome	Both	CDK5	7	150750899	150755617
reactome	DevBio	SMARCD3	7	150936059	150946059
reactome	SigTrans	RHEB	7	151163098	151217010
reactome	SigTrans	PRKAG2	7	151253197	151574210
reactome	SigTrans	HTR5A	7	154862034	154877459
reactome	SigTrans	SHH	7	155592680	155604967
reactome	SigTrans	VIPR2	7	158820866	158937649
reactome	SigTrans	OR4F21	8	116049	117043
reactome	SigTrans	DLC1	8	12940870	13372395
reactome	SigTrans	TUSC3	8	15397732	15624158
reactome	SigTrans	FGF20	8	16849678	16859690
reactome	Both	LPL	8	19796482	19824769
reactome	SigTrans	ATP6V1B2	8	20054878	20079212
reactome	DevBio	GFRA2	8	21547915	21646322
reactome	SigTrans	FGF17	8	21899909	21906317
reactome	SigTrans	PPP3CC	8	22298596	22398638
reactome	SigTrans	RHOBTB2	8	22857092	22877712
reactome	SigTrans	GNRH1	8	25276776	25281747
reactome	DevBio	DPYSL2	8	26371791	26515689
reactome	SigTrans	ADRA1A	8	26605667	26722922
reactome	SigTrans	PNOC	8	28174649	28200872
reactome	SigTrans	FZD3	8	28351773	28431775
reactome	SigTrans	DUSP4	8	29190581	29208185
reactome	SigTrans	PPP2CB	8	30643126	30670388
reactome	SigTrans	NRG1	8	31496902	32621923
reactome	DevBio	UNC5D	8	35092975	35648143
reactome	SigTrans	ADRB3	8	37820516	37824483
reactome	SigTrans	EIF4EBP1	8	37887859	37917883
reactome	Both	FGFR1	8	38268656	38326159
reactome	DevBio	ANK1	8	41510739	41655140
reactome	SigTrans	PLAT	8	42032751	42065083
reactome	SigTrans	IKBKB	8	42128820	42189126
reactome	SigTrans	FNTA	8	42911296	42940931
reactome	DevBio	CEBPD	8	48649471	48651648
reactome	SigTrans	NPBWR1	8	53850991	53853677
reactome	SigTrans	OPRK1	8	54138284	54164257
reactome	SigTrans	ATP6V1H	8	54628117	54756118
reactome	SigTrans	RGS20	8	54764368	54871863
reactome	DevBio	TGS1	8	56685701	56738005
reactome	SigTrans	LYN	8	56792372	56923131
reactome	SigTrans	PENK	8	57353513	57358589
reactome	DevBio	SDCBP	8	59465728	59495419
reactome	SigTrans	PDE7A	8	66629745	66754187
reactome	SigTrans	CRH	8	67088620	67090960
reactome	DevBio	NCOA2	8	71021997	71316040
reactome	SigTrans	RDH10	8	74206847	74237516
reactome	DevBio	HNF4G	8	76320271	76476562
reactome	SigTrans	HEY1	8	80676245	80680098
reactome	SigTrans	PAG1	8	81880045	82024303
reactome	DevBio	FABP4	8	82390654	82395498
reactome	SigTrans	E2F5	8	86089460	86126753
reactome	SigTrans	ATP6V0D2	8	87111066	87166457
reactome	SigTrans	WWP1	8	87354967	87480732
reactome	SigTrans	RIPK2	8	90769975	90803291
reactome	SigTrans	SDC2	8	97505579	97624000
reactome	SigTrans	STK3	8	99466867	99837909
reactome	SigTrans	ATP6V1C1	8	104033291	104085279
reactome	SigTrans	FZD6	8	104310661	104345045
reactome	SigTrans	LRP12	8	105501459	105601252
reactome	SigTrans	TRHR	8	110098850	110131796
reactome	DevBio	MED30	8	118532952	118552501
reactome	SigTrans	MYC	8	128748330	128753674
reactome	SigTrans	ADCY8	8	131792547	132054672
reactome	DevBio	KCNQ3	8	133133108	133493200
reactome	SigTrans	AGO2	8	141541264	141645718
reactome	Both	PTK2	8	141667999	142011332
reactome	DevBio	MAFA	8	144510230	144512576
reactome	Both	FOXH1	8	145698795	145701718
reactome	Both	ARHGAP39	8	145754563	145831084
reactome	SigTrans	JAK2	9	4985245	5128183
reactome	SigTrans	RLN2	9	5299868	5304969
reactome	Both	CER1	9	14719722	14722715
reactome	Both	SH3GL2	9	17579121	17797127
reactome	SigTrans	RPS6	9	19375713	19380252
reactome	SigTrans	CDKN2B	9	22002902	22009362
reactome	SigTrans	B4GALT1	9	33110635	33167354
reactome	SigTrans	CCL27	9	34661893	34662689
reactome	SigTrans	CCL19	9	34689564	34691274
reactome	SigTrans	CCL21	9	34709002	34710121
reactome	DevBio	CD72	9	35609530	35619539
reactome	Both	TLN1	9	35696945	35732392
reactome	SigTrans	OR13J1	9	35869375	35870461
reactome	SigTrans	OR2S2	9	35957105	35958151
reactome	Both	CLTA	9	36190920	36212053
reactome	SigTrans	PRKACG	9	71627469	71629039
reactome	SigTrans	TJP2	9	71789081	71870120
reactome	SigTrans	ANXA1	9	75766673	75785309
reactome	SigTrans	PCSK5	9	78505621	78810805
reactome	SigTrans	GNA14	9	80037995	80263223
reactome	SigTrans	GNAQ	9	80331003	80646374
reactome	SigTrans	TLE4	9	82186688	82340414
reactome	SigTrans	TLE1	9	84198598	84304220
reactome	SigTrans	NTRK2	9	87284693	87492813
reactome	SigTrans	S1PR3	9	91606362	91619925
reactome	SigTrans	SHC3	9	91628060	91793682
reactome	DevBio	SEMA4D	9	91975702	92112953
reactome	SigTrans	SYK	9	93564069	93660831
reactome	SigTrans	FGD3	9	95709733	95798518
reactome	SigTrans	PTCH1	9	98205262	98270943
reactome	SigTrans	GABBR2	9	101050391	101471479
reactome	SigTrans	TGFBR1	9	101867371	101916474
reactome	SigTrans	ALG2	9	101978708	101984224
reactome	SigTrans	OR13F1	9	107266455	107267547
reactome	SigTrans	OR13C4	9	107288534	107289490
reactome	SigTrans	OR13C3	9	107298030	107299137
reactome	SigTrans	OR13C8	9	107331449	107332411
reactome	SigTrans	OR13C5	9	107360650	107361788
reactome	SigTrans	OR13C2	9	107366924	107367951
reactome	SigTrans	OR13C9	9	107379529	107380485
reactome	SigTrans	OR13D1	9	107456660	107457766
reactome	DevBio	KLF4	9	110247133	110251927
reactome	SigTrans	LPAR1	9	113635543	113800323
reactome	SigTrans	OR2K2	9	114089763	114090713
reactome	SigTrans	GNG10	9	114423615	114432526
reactome	SigTrans	ATP6V1G1	9	117350026	117360653
reactome	SigTrans	PSMD5	9	123578331	123605262
reactome	SigTrans	C5	9	123714616	123812554
reactome	SigTrans	OR1J1	9	125239220	125240235
reactome	SigTrans	OR1J2	9	125273081	125274022
reactome	SigTrans	OR1J4	9	125281420	125282361
reactome	SigTrans	OR1N1	9	125288637	125289572
reactome	SigTrans	OR1N2	9	125315391	125316493
reactome	SigTrans	OR1L8	9	125329778	125330838
reactome	SigTrans	OR1Q1	9	125376948	125378026
reactome	SigTrans	OR1B1	9	125390858	125391852
reactome	SigTrans	OR1L1	9	125423845	125424927
reactome	SigTrans	OR1L3	9	125437315	125438432
reactome	SigTrans	OR1L4	9	125486269	125487204
reactome	SigTrans	OR1L6	9	125512127	125513062
reactome	SigTrans	OR5C1	9	125551150	125552237
reactome	SigTrans	OR1K1	9	125562370	125563395
reactome	SigTrans	PSMB7	9	127115745	127177718
reactome	SigTrans	MAPKAP1	9	128199672	128469510
reactome	SigTrans	CDK9	9	130547958	130549854
reactome	SigTrans	DPM2	9	130697378	130700763
reactome	Both	DNM1	9	130965658	131016441
reactome	DevBio	SPTAN1	9	131314869	131395941
reactome	SigTrans	DOLK	9	131707809	131709898
reactome	SigTrans	DOLPP1	9	131843379	131852714
reactome	DevBio	ABL1	9	133589333	133761070
reactome	SigTrans	QRFP	9	133768815	133769225
reactome	SigTrans	RAPGEF1	9	134452157	134612925
reactome	DevBio	MED27	9	134735494	134955253
reactome	SigTrans	TSC1	9	135766735	135820008
reactome	SigTrans	RALGDS	9	135973107	135996563
reactome	DevBio	MED22	9	136205160	136214558
reactome	Both	VAV2	9	136627016	136857403
reactome	DevBio	RXRA	9	137218426	137328865
reactome	SigTrans	COL5A1	9	137533620	137736686
reactome	DevBio	COL5A1	9	137533620	137736686
reactome	Both	NOTCH1	9	139388896	139440314
reactome	SigTrans	MAN1B1	9	139981379	140003635
reactome	DevBio	TUBB4B	9	140135665	140138159
reactome	SigTrans	AKR1C1	10	5005445	5025475
reactome	SigTrans	AKR1C3	10	5135985	5149878
reactome	SigTrans	AKR1C4	10	5237426	5260912
reactome	SigTrans	NET1	10	5454514	5500426
reactome	SigTrans	GDI2	10	5807186	5855512
reactome	Both	PRKCQ	10	6469105	6622263
reactome	SigTrans	NMT2	10	15149865	15210692
reactome	SigTrans	ST8SIA6	10	17361873	17496329
reactome	SigTrans	STAM	10	17686124	17757913
reactome	DevBio	CACNB2	10	18429606	18830056
reactome	DevBio	PTF1A	10	23481256	23483181
reactome	SigTrans	APBB1IP	10	26727132	26856732
reactome	SigTrans	BAMBI	10	28966271	28971868
reactome	SigTrans	ARHGAP12	10	32094365	32197802
reactome	DevBio	ITGB1	10	33189320	33247137
reactome	SigTrans	NRP1	10	33466420	33625190
reactome	DevBio	NRP1	10	33466420	33625190
reactome	SigTrans	PARD3	10	34398489	35104249
reactome	SigTrans	FZD8	10	35927177	35930362
reactome	SigTrans	CXCL12	10	44865613	44880540
reactome	SigTrans	OR13A1	10	45798102	45811056
reactome	SigTrans	NPY4R	10	47085664	47088320
reactome	SigTrans	RBP3	10	48381487	48390991
reactome	SigTrans	MAPK8	10	49514733	49647403
reactome	SigTrans	ARHGAP22	10	49654077	49813138
reactome	SigTrans	UBE2D1	10	60094735	60130513
reactome	DevBio	ANK3	10	61788159	62149488
reactome	Both	CDK1	10	62538212	62554610
reactome	SigTrans	RHOBTB1	10	62629196	62704005
reactome	DevBio	EGR2	10	64571756	64576115
reactome	SigTrans	VPS26A	10	70883268	70932617
reactome	SigTrans	TACR2	10	71164240	71176623
reactome	DevBio	NEUROG3	10	71331454	71332994
reactome	SigTrans	NPFFR1	10	72014713	72043440
reactome	DevBio	NODAL	10	72192071	72201423
reactome	DevBio	UNC5B	10	72972327	73062621
reactome	SigTrans	PPP3CB	10	75196186	75255759
reactome	SigTrans	SEC24C	10	75504142	75531919
reactome	SigTrans	NRG3	10	83635070	84745401
reactome	SigTrans	RGR	10	86004809	86019716
reactome	SigTrans	OPN4	10	88414374	88426212
reactome	SigTrans	BMPR1A	10	88516407	88684945
reactome	SigTrans	PTEN	10	89622870	89731687
reactome	SigTrans	HTR7	10	92500580	92617455
reactome	SigTrans	FFAR4	10	95326422	95349829
reactome	SigTrans	RBP4	10	95351444	95360983
reactome	SigTrans	ARHGAP19-SLIT1	10	98757795	99052384
reactome	DevBio	SLIT1	10	98757795	98945677
reactome	SigTrans	ARHGAP19	10	98981930	99052413
reactome	SigTrans	FRAT1	10	99079022	99081672
reactome	SigTrans	FRAT2	10	99092255	99094458
reactome	SigTrans	CHUK	10	101948055	101989376
reactome	SigTrans	WNT8B	10	102222798	102243501
reactome	SigTrans	BTRC	10	103113820	103317078
reactome	SigTrans	FGF8	10	103530081	103535657
reactome	SigTrans	NEURL	10	105253736	105352309
reactome	SigTrans	ADRA2A	10	112836790	112840658
reactome	SigTrans	ADRB1	10	115803806	115806667
reactome	DevBio	ABLIM1	10	116190872	116286690
reactome	DevBio	GFRA1	10	117822953	118031794
reactome	SigTrans	PNLIP	10	118305443	118327367
reactome	DevBio	KIAA1598	10	118644308	118764876
reactome	SigTrans	PRLHR	10	120352961	120354756
reactome	SigTrans	GRK5	10	120967101	121215131
reactome	SigTrans	RGS10	10	121259437	121286989
reactome	SigTrans	FGFR2	10	123237855	123357598
reactome	SigTrans	ADAM12	10	127700950	128077024
reactome	DevBio	DOCK1	10	128593978	129250781
reactome	SigTrans	NPS	10	129347613	129350935
reactome	DevBio	DPYSL4	10	134000404	134019280
reactome	SigTrans	PSMD13	11	236546	252956
reactome	SigTrans	HRAS	11	532242	534375
reactome	DevBio	HRAS	11	532242	534375
reactome	SigTrans	SCT	11	626431	627143
reactome	SigTrans	DRD4	11	637293	640706
reactome	Both	AP2A2	11	925881	1012239
reactome	SigTrans	IGF2	11	2150342	2158520
reactome	Both	INS	11	2181009	2182434
reactome	Both	RHOG	11	3848208	3862213
reactome	SigTrans	OR52B4	11	4388493	4389616
reactome	SigTrans	OR52K2	11	4470525	4471591
reactome	SigTrans	OR52K1	11	4510109	4511138
reactome	SigTrans	OR52M1	11	4566421	4567374
reactome	SigTrans	OR52I2	11	4608021	4609135
reactome	SigTrans	OR52I1	11	4615269	4616243
reactome	SigTrans	OR51D1	11	4660945	4662068
reactome	SigTrans	OR51E1	11	4664650	4676718
reactome	SigTrans	OR51E2	11	4701401	4719072
reactome	SigTrans	OR51F1	11	4790209	4791168
reactome	SigTrans	OR52R1	11	4824663	4825610
reactome	SigTrans	OR51F2	11	4842551	4843686
reactome	SigTrans	OR51S1	11	4869427	4870514
reactome	SigTrans	OR51H1P	11	4880886	4881794
reactome	SigTrans	OR51T1	11	4903130	4904113
reactome	SigTrans	OR51A7	11	4928600	4929538
reactome	SigTrans	OR51G2	11	4935900	4936922
reactome	SigTrans	OR51G1	11	4944531	4945637
reactome	SigTrans	OR51A4	11	4967355	4968356
reactome	SigTrans	OR51A2	11	4976002	4976943
reactome	SigTrans	OR51L1	11	5020213	5021160
reactome	SigTrans	OR52J3	11	5067756	5068691
reactome	SigTrans	OR52E2	11	5079880	5080857
reactome	SigTrans	OR52A5	11	5152922	5153872
reactome	SigTrans	OR52A1	11	5172239	5207612
reactome	SigTrans	OR51V1	11	5220965	5221930
reactome	SigTrans	OR51B4	11	5322244	5323226
reactome	SigTrans	OR51B2	11	5344541	5345582
reactome	SigTrans	OR51B5	11	5363744	5364809
