database_from	name	id	chr	start	end
CCDS	CDA	CCDS210.1	1	20915622	20945061
CCDS	DDOST	CCDS212.1	1	20978871	20987894
CCDS	KIF17	CCDS44079.1	1	20991076	21044199
CCDS	KIF17	CCDS213.1	1	20991076	21044199
CCDS	SH2D5	CCDS44080.1	1	21048284	21054537
CCDS	SH2D5	CCDS41280.1	1	21048284	21052550
CCDS	EIF4G3	CCDS59192.1	1	21267868	21329235
CCDS	ECE1	CCDS44083.1	1	21546447	21605927
CCDS	ECE1	CCDS44082.1	1	21546447	21616691
CCDS	ECE1	CCDS215.1	1	21546447	21616907
CCDS	NBPF3	CCDS57977.1	1	21771579	21809879
CCDS	NBPF3	CCDS57976.1	1	21771579	21809879
CCDS	NBPF3	CCDS216.1	1	21771579	21809879
CCDS	RAP1GAP	CCDS53277.1	1	21924212	21978315
CCDS	RAP1GAP	CCDS53276.1	1	21924212	21946525
CCDS	RAP1GAP	CCDS218.1	1	21924212	21946525
CCDS	USP48	CCDS44084.1	1	22055054	22109450
CCDS	LDLRAD2	CCDS30624.1	1	22138944	22148708
CCDS	CELA3B	CCDS219.1	1	22303532	22315772
CCDS	CELA3A	CCDS220.1	1	22328167	22338960
CCDS	WNT4	CCDS223.1	1	22446542	22469415
CCDS	ZBTB40	CCDS224.1	1	22816441	22852889
CCDS	EPHA8	CCDS30626.1	1	22890128	22915872
CCDS	EPHA8	CCDS225.1	1	22890128	22928234
CCDS	C1QA	CCDS226.1	1	22964109	22965900
CCDS	C1QC	CCDS227.1	1	22970516	22974276
CCDS	C1QB	CCDS228.1	1	22985949	22987879
CCDS	C1orf234	CCDS57978.1	1	23337393	23342266
CCDS	KDM1A	CCDS53278.1	1	23346089	23409857
CCDS	KDM1A	CCDS30627.1	1	23346089	23409857
CCDS	LUZP1	CCDS30628.1	1	23415387	23420754
CCDS	HTR1D	CCDS231.1	1	23519578	23520712
CCDS	HNRNPR	CCDS60020.1	1	23636946	23664327
CCDS	HNRNPR	CCDS44085.1	1	23636946	23667501
CCDS	HNRNPR	CCDS232.1	1	23636946	23667501
CCDS	ZNF436	CCDS233.1	1	23688461	23694498
CCDS	ASAP3	CCDS44087.1	1	23756348	23810626
CCDS	ASAP3	CCDS235.1	1	23756348	23810626
CCDS	ID3	CCDS237.1	1	23885450	23885917
CCDS	RPL11	CCDS238.1	1	24018313	24022863
CCDS	TCEB3	CCDS239.2	1	24069915	24086063
CCDS	PITHD1	CCDS240.1	1	24105005	24113866
CCDS	LYPLA2	CCDS241.1	1	24119172	24121222
CCDS	GALE	CCDS242.1	1	24122438	24125497
CCDS	HMGCL	CCDS53279.1	1	24128952	24151905
CCDS	HMGCL	CCDS243.1	1	24128952	24151905
CCDS	FUCA1	CCDS244.2	1	24172204	24194776
CCDS	CNR2	CCDS245.1	1	24201024	24202107
CCDS	PNRC2	CCDS246.1	1	24287947	24288367
CCDS	SRSF10	CCDS53281.1	1	24294152	24306745
CCDS	SRSF10	CCDS53280.1	1	24294152	24306745
CCDS	SRSF10	CCDS30629.1	1	24294152	24306745
CCDS	SRSF10	CCDS53283.1	1	24294415	24306745
CCDS	SRSF10	CCDS53282.1	1	24297631	24306745
CCDS	SRSF10	CCDS30630.1	1	24297631	24306745
CCDS	MYOM3	CCDS41281.1	1	24383853	24435126
CCDS	IL22RA1	CCDS247.1	1	24447294	24469572
CCDS	GRHL3	CCDS44088.1	1	24646041	24680978
CCDS	GRHL3	CCDS252.2	1	24646041	24690861
CCDS	GRHL3	CCDS251.1	1	24649575	24680978
CCDS	GRHL3	CCDS53284.1	1	24658036	24680978
CCDS	STPG1	CCDS55581.1	1	24685032	24727878
CCDS	STPG1	CCDS253.1	1	24685032	24727856
CCDS	RCAN3	CCDS57982.1	1	24840862	24861735
CCDS	RCAN3	CCDS57981.1	1	24840862	24861767
CCDS	RCAN3	CCDS57980.1	1	24840862	24861735
CCDS	RCAN3	CCDS57979.1	1	24840862	24861767
CCDS	RCAN3	CCDS254.1	1	24840862	24861767
CCDS	NCMAP	CCDS30632.1	1	24921921	24932238
CCDS	SRRM1	CCDS255.1	1	24969817	24998777
CCDS	RUNX3	CCDS30633.1	1	25228612	25291062
CCDS	RUNX3	CCDS257.1	1	25228612	25256359
CCDS	SYF2	CCDS259.1	1	25549756	25558958
CCDS	SYF2	CCDS258.1	1	25549756	25558958
CCDS	C1orf63	CCDS260.1	1	25569079	25573454
CCDS	RHD	CCDS60031.1	1	25599038	25655506
CCDS	RHD	CCDS60030.1	1	25599038	25655506
CCDS	RHD	CCDS60029.1	1	25599038	25655627
CCDS	RHD	CCDS60028.1	1	25599038	25655627
CCDS	RHD	CCDS60027.1	1	25599038	25643543
CCDS	RHD	CCDS53285.1	1	25599038	25655415
CCDS	RHD	CCDS262.1	1	25599038	25655415
CCDS	TMEM50A	CCDS264.1	1	25666977	25687196
CCDS	RHCE	CCDS30637.1	1	25696985	25747277
CCDS	RHCE	CCDS30636.1	1	25696985	25747277
CCDS	LDLRAP1	CCDS30639.1	1	25870189	25893483
CCDS	SEPN1	CCDS41283.1	1	26126721	26142209
CCDS	SEPN1	CCDS41282.1	1	26126721	26142209
CCDS	MTFR1L	CCDS44089.1	1	26149595	26156275
CCDS	MTFR1L	CCDS41284.1	1	26149595	26158517
CCDS	AUNIP	CCDS266.1	1	26161483	26185848
CCDS	PAQR7	CCDS267.1	1	26189289	26190330
CCDS	STMN1	CCDS269.1	1	26227506	26231167
CCDS	PAFAH2	CCDS270.1	1	26288479	26317307
CCDS	EXTL1	CCDS271.1	1	26349137	26361838
CCDS	SLC30A2	CCDS30644.1	1	26365650	26372387
CCDS	SLC30A2	CCDS272.1	1	26365650	26372387
CCDS	TRIM63	CCDS273.1	1	26378363	26393985
CCDS	PDIK1L	CCDS274.1	1	26440799	26449068
CCDS	FAM110D	CCDS41285.1	1	26487782	26488598
CCDS	ZNF593	CCDS275.2	1	26496474	26497207
CCDS	CNKSR1	CCDS276.1	1	26504038	26516039
CCDS	CATSPER4	CCDS30645.1	1	26517118	26529033
CCDS	CEP85	CCDS60038.1	1	26566274	26603784
CCDS	CEP85	CCDS277.1	1	26566274	26603784
CCDS	SH3BGRL3	CCDS278.1	1	26606646	26607614
CCDS	UBXN11	CCDS41288.1	1	26608789	26629374
CCDS	UBXN11	CCDS41287.1	1	26608789	26629374
CCDS	UBXN11	CCDS41286.1	1	26608789	26629374
CCDS	CD52	CCDS30647.1	1	26644508	26646793
CCDS	ZNF683	CCDS279.2	1	26688141	26695062
CCDS	DHDDS	CCDS57984.1	1	26759436	26795622
CCDS	DHDDS	CCDS57983.1	1	26759436	26795622
CCDS	DHDDS	CCDS282.1	1	26759436	26795622
CCDS	DHDDS	CCDS281.1	1	26759436	26795622
CCDS	HMGN2	CCDS283.1	1	26799103	26801639
CCDS	RPS6KA1	CCDS30649.1	1	26872391	26900692
CCDS	ARID1A	CCDS44091.1	1	27022894	27107247
CCDS	ARID1A	CCDS285.1	1	27022894	27107247
CCDS	PIGV	CCDS287.1	1	27117306	27124335
CCDS	ZDHHC18	CCDS30650.1	1	27153295	27180334
CCDS	SFN	CCDS288.1	1	27189703	27190450
CCDS	GPN2	CCDS289.1	1	27206167	27216587
CCDS	GPATCH3	CCDS290.1	1	27217500	27226933
CCDS	NR0B2	CCDS291.1	1	27238335	27240431
CCDS	C1orf172	CCDS293.1	1	27276559	27278871
CCDS	TRNP1	CCDS41289.1	1	27320277	27320961
CCDS	FAM46B	CCDS294.2	1	27332434	27339161
CCDS	SLC9A1	CCDS295.1	1	27426797	27480825
CCDS	WDTC1	CCDS60044.1	1	27587545	27632874
CCDS	WDTC1	CCDS296.1	1	27587545	27632874
CCDS	SYTL1	CCDS53286.1	1	27671825	27680343
CCDS	SYTL1	CCDS298.1	1	27671825	27680343
CCDS	MAP3K6	CCDS299.1	1	27681881	27693088
CCDS	FCN3	CCDS301.1	1	27695726	27701309
CCDS	FCN3	CCDS300.1	1	27695726	27701309
CCDS	CD164L2	CCDS302.1	1	27706536	27709729
CCDS	GPR3	CCDS303.1	1	27720302	27721295
CCDS	WASF2	CCDS304.1	1	27734682	27755400
CCDS	WASF2	CCDS55582.1	1	27734818	27755400
CCDS	AHDC1	CCDS30652.1	1	27873814	27878626
CCDS	FGR	CCDS305.1	1	27939424	27950427
CCDS	IFI6	CCDS308.1	1	27992891	27995825
CCDS	IFI6	CCDS307.1	1	27992891	27995825
CCDS	IFI6	CCDS306.1	1	27992891	27995825
CCDS	FAM76A	CCDS44095.1	1	28052591	28087092
CCDS	FAM76A	CCDS44094.1	1	28052591	28087092
CCDS	FAM76A	CCDS44093.1	1	28052591	28087092
CCDS	FAM76A	CCDS44092.1	1	28052591	28087092
CCDS	FAM76A	CCDS309.1	1	28052591	28087092
CCDS	STX12	CCDS310.1	1	28099818	28148840
CCDS	PPP1R8	CCDS311.1	1	28157346	28176957
CCDS	PPP1R8	CCDS312.1	1	28167679	28176957
CCDS	PPP1R8	CCDS313.1	1	28173573	28176957
CCDS	THEMIS2	CCDS41290.1	1	28199082	28212433
CCDS	THEMIS2	CCDS30654.1	1	28199082	28211942
CCDS	THEMIS2	CCDS30653.1	1	28199082	28211942
CCDS	RPA2	CCDS314.1	1	28218673	28240954
CCDS	SMPDL3B	CCDS30656.1	1	28261694	28282710
CCDS	SMPDL3B	CCDS30655.1	1	28261694	28285349
CCDS	XKR8	CCDS315.1	1	28286580	28293711
CCDS	PTAFR	CCDS318.1	1	28476503	28477532
CCDS	DNAJC8	CCDS41292.1	1	28527758	28559509
CCDS	ATPIF1	CCDS44096.1	1	28562694	28562967
CCDS	ATPIF1	CCDS320.1	1	28562694	28564308
CCDS	ATPIF1	CCDS319.1	1	28562694	28564489
CCDS	SESN2	CCDS321.1	1	28586358	28607313
CCDS	MED18	CCDS322.1	1	28657173	28661481
CCDS	PHACTR4	CCDS41293.1	1	28733958	28823061
CCDS	PHACTR4	CCDS41294.1	1	28764895	28823061
CCDS	RCC1	CCDS41295.1	1	28856378	28864519
CCDS	RCC1	CCDS323.1	1	28856378	28864519
CCDS	TRNAU1AP	CCDS324.1	1	28879622	28904148
CCDS	RAB42	CCDS325.1	1	28920311	28920629
CCDS	TAF12	CCDS326.1	1	28930050	28948593
CCDS	GMEB1	CCDS328.1	1	29010124	29041285
CCDS	GMEB1	CCDS327.1	1	29010124	29041285
CCDS	YTHDF2	CCDS41296.1	1	29063632	29095464
CCDS	YTHDF2	CCDS53287.1	1	29068932	29095464
CCDS	OPRD1	CCDS329.1	1	29138895	29189795
CCDS	TMEM200B	CCDS30658.1	1	29447416	29448340
CCDS	MECR	CCDS30660.1	1	29520533	29543145
CCDS	MECR	CCDS30659.1	1	29520533	29557418
CCDS	LAPTM5	CCDS337.1	1	31206674	31230592
CCDS	SDC3	CCDS30661.1	1	31346057	31381433
CCDS	NKAIN1	CCDS339.2	1	31654549	31712394
CCDS	SNRNP40	CCDS340.1	1	31732918	31769598
CCDS	ZCCHC17	CCDS341.1	1	31782945	31837040
CCDS	ZCCHC17	CCDS60061.1	1	31791041	31837040
CCDS	ZCCHC17	CCDS60062.1	1	31791961	31837040
CCDS	FABP3	CCDS342.1	1	31838732	31845861
CCDS	SERINC2	CCDS55583.1	1	31882684	31907046
CCDS	SERINC2	CCDS55584.1	1	31883231	31907046
CCDS	SERINC2	CCDS30662.1	1	31886112	31907046
CCDS	SERINC2	CCDS55585.1	1	31886860	31907046
CCDS	TINAGL1	CCDS55586.1	1	32042749	32052580
CCDS	TINAGL1	CCDS343.1	1	32042749	32052580
CCDS	HCRTR1	CCDS344.1	1	32084793	32092581
CCDS	PEF1	CCDS345.1	1	32096213	32110465
CCDS	COL16A1	CCDS41297.1	1	32118251	32167794
CCDS	BAI2	CCDS346.2	1	32193020	32222822
CCDS	SPOCD1	CCDS60066.1	1	32256203	32280934
CCDS	SPOCD1	CCDS347.1	1	32256203	32280934
CCDS	TMEM39B	CCDS351.2	1	32538648	32568274
CCDS	KPNA6	CCDS352.1	1	32573731	32636495
CCDS	TXLNA	CCDS353.1	1	32645946	32660796
CCDS	CCDC28B	CCDS354.2	1	32667536	32670849
CCDS	IQCC	CCDS53293.1	1	32671282	32673683
CCDS	IQCC	CCDS355.1	1	32671282	32673683
CCDS	DCDC2B	CCDS44100.1	1	32674694	32681498
CCDS	TMEM234	CCDS356.2	1	32682453	32687923
CCDS	EIF3I	CCDS357.1	1	32688042	32696797
CCDS	FAM167B	CCDS358.2	1	32713022	32714202
CCDS	LCK	CCDS359.1	1	32739930	32751317
CCDS	MARCKSL1	CCDS361.1	1	32800197	32801634
CCDS	FAM229A	CCDS57985.1	1	32827033	32827692
CCDS	TSSK3	CCDS362.1	1	32828302	32829857
CCDS	BSDC1	CCDS44103.1	1	32832222	32860015
CCDS	BSDC1	CCDS44102.1	1	32832222	32860015
CCDS	BSDC1	CCDS44101.1	1	32832222	32860015
CCDS	BSDC1	CCDS363.2	1	32832222	32860015
CCDS	ZBTB8B	CCDS44104.1	1	32936225	32951019
CCDS	ZBTB8A	CCDS30664.1	1	33058532	33066020
CCDS	ZBTB8OS	CCDS365.1	1	33087462	33116166
CCDS	RBBP4	CCDS44105.1	1	33116907	33145306
CCDS	RBBP4	CCDS366.1	1	33116907	33145306
CCDS	RBBP4	CCDS44106.1	1	33117603	33145306
CCDS	KIAA1522	CCDS41298.1	1	33207555	33238488
CCDS	KIAA1522	CCDS55589.1	1	33231370	33238488
CCDS	KIAA1522	CCDS55588.1	1	33231370	33238488
CCDS	YARS	CCDS368.1	1	33241581	33282845
CCDS	HPCA	CCDS370.1	1	33354499	33359463
CCDS	TMEM54	CCDS371.1	1	33360405	33366839
CCDS	AK2	CCDS373.1	1	33476429	33502429
CCDS	AK2	CCDS374.1	1	33478781	33502429
CCDS	TRIM62	CCDS376.1	1	33612777	33647033
CCDS	ZNF362	CCDS377.1	1	33736175	33764647
CCDS	A3GALT2	CCDS60080.1	1	33772366	33786699
CCDS	PHC2	CCDS379.1	1	33790465	33799843
CCDS	HMGB4	CCDS30668.1	1	34329792	34330353
CCDS	C1orf94	CCDS44108.1	1	34643390	34684362
CCDS	C1orf94	CCDS381.1	1	34663075	34684362
CCDS	GJB5	CCDS382.1	1	35222931	35223753
CCDS	GJB4	CCDS383.1	1	35226855	35227656
CCDS	GJB3	CCDS384.1	1	35250363	35251176
CCDS	GJA4	CCDS30669.1	1	35259814	35260816
CCDS	SMIM12	CCDS53295.1	1	35321299	35321578
CCDS	DLGAP3	CCDS30670.1	1	35331683	35370984
CCDS	ZMYM6NB	CCDS53296.1	1	35447544	35450906
CCDS	ZMYM6	CCDS387.2	1	35452704	35496240
CCDS	ZMYM1	CCDS41302.1	1	35559588	35580860
CCDS	NCDN	CCDS392.1	1	36023791	36031264
CCDS	NCDN	CCDS30672.1	1	36024725	36031264
CCDS	PSMB2	CCDS394.1	1	36068867	36107033
CCDS	C1orf216	CCDS395.1	1	36181232	36181922
CCDS	CLSPN	CCDS53297.1	1	36202096	36235471
CCDS	CLSPN	CCDS396.1	1	36202096	36235471
CCDS	AGO1	CCDS398.1	1	36349022	36385208
CCDS	AGO3	CCDS400.1	1	36469985	36521346
CCDS	TEKT2	CCDS401.1	1	36550522	36553787
CCDS	ADPRHL2	CCDS402.1	1	36554505	36558987
CCDS	COL8A2	CCDS403.1	1	36563169	36565843
CCDS	TRAPPC3	CCDS59194.1	1	36602803	36605671
CCDS	TRAPPC3	CCDS404.1	1	36602803	36614979
CCDS	MAP7D1	CCDS30673.1	1	36622018	36645859
CCDS	THRAP3	CCDS405.1	1	36748164	36769618
CCDS	SH3D21	CCDS53298.1	1	36772021	36786728
CCDS	SH3D21	CCDS30674.2	1	36772874	36786728
CCDS	EVA1B	CCDS406.1	1	36787895	36788638
CCDS	STK40	CCDS60089.1	1	36807355	36826933
CCDS	STK40	CCDS407.1	1	36807355	36826933
CCDS	LSM10	CCDS408.1	1	36859358	36859730
CCDS	OSCP1	CCDS409.2	1	36883739	36915970
CCDS	OSCP1	CCDS410.1	1	36893920	36915970
CCDS	MRPS15	CCDS411.1	1	36921388	36929876
CCDS	CSF3R	CCDS412.1	1	36931696	36945097
CCDS	CSF3R	CCDS414.1	1	36931957	36945097
CCDS	CSF3R	CCDS413.1	1	36931957	36945097
CCDS	ZC3H12A	CCDS417.1	1	37941097	37949212
CCDS	MEAF6	CCDS59195.1	1	37959369	37980347
CCDS	MEAF6	CCDS59196.1	1	37959699	37980347
CCDS	MEAF6	CCDS418.1	1	37959699	37980347
CCDS	DNALI1	CCDS420.1	1	38022529	38030662
CCDS	GNL2	CCDS421.1	1	38032455	38061423
CCDS	RSPO1	CCDS55591.1	1	38078426	38095573
CCDS	RSPO1	CCDS55590.1	1	38078426	38095333
CCDS	RSPO1	CCDS41304.1	1	38078426	38095333
CCDS	C1orf109	CCDS423.1	1	38148794	38155552
CCDS	CDCA8	CCDS424.1	1	38158362	38174038
CCDS	EPHA10	CCDS41305.1	1	38184043	38230738
CCDS	EPHA10	CCDS425.1	1	38227038	38230738
CCDS	MANEAL	CCDS44111.1	1	38259854	38265531
CCDS	MANEAL	CCDS44110.1	1	38259854	38265875
CCDS	MANEAL	CCDS426.1	1	38261447	38265875
CCDS	C1orf122	CCDS427.2	1	38274076	38274745
CCDS	C1orf122	CCDS44112.1	1	38274356	38274745
CCDS	MTF1	CCDS30676.1	1	38280807	38323330
CCDS	SF3A3	CCDS428.1	1	38423857	38455637
CCDS	FHL3	CCDS30678.1	1	38463076	38465084
CCDS	UTP11L	CCDS429.1	1	38478474	38489300
CCDS	POU3F1	CCDS30679.1	1	38511059	38512415
CCDS	MYCBP	CCDS431.1	1	39330341	39338977
CCDS	GJA9	CCDS432.1	1	39340222	39341770
CCDS	RHBDL2	CCDS30680.1	1	39352175	39384884
CCDS	AKIRIN1	CCDS44113.1	1	39457052	39469727
CCDS	AKIRIN1	CCDS433.1	1	39457052	39469727
CCDS	NDUFS5	CCDS434.1	1	39494396	39500168
CCDS	PABPC4	CCDS44115.1	1	40027369	40041623
CCDS	PABPC4	CCDS44114.1	1	40027369	40041623
CCDS	PABPC4	CCDS438.1	1	40027369	40041623
CCDS	HEYL	CCDS439.1	1	40092178	40105297
CCDS	NT5C1A	CCDS440.1	1	40124792	40137710
CCDS	HPCAL4	CCDS441.1	1	40148207	40150275
CCDS	PPIE	CCDS53299.1	1	40204572	40228296
CCDS	PPIE	CCDS443.1	1	40204572	40219027
CCDS	PPIE	CCDS442.1	1	40204572	40229414
CCDS	OXCT2	CCDS445.1	1	40235373	40236927
CCDS	TRIT1	CCDS30681.1	1	40307415	40349163
CCDS	MYCL	CCDS53300.1	1	40363043	40367560
CCDS	MYCL	CCDS30682.1	1	40363043	40367106
CCDS	MYCL	CCDS44117.2	1	40366485	40367560
CCDS	MFSD2A	CCDS44118.1	1	40420964	40435240
CCDS	MFSD2A	CCDS446.1	1	40420964	40435240
CCDS	CAP1	CCDS41309.1	1	40525018	40537205
CCDS	PPT1	CCDS44119.1	1	40539732	40562910
CCDS	PPT1	CCDS447.1	1	40539732	40562910
CCDS	TMCO2	CCDS30684.1	1	40713665	40717266
CCDS	ZMPSTE24	CCDS449.1	1	40723943	40758341
CCDS	COL9A2	CCDS450.1	1	40766853	40782869
CCDS	SMAP2	CCDS451.1	1	40839792	40887773
CCDS	SMAP2	CCDS55592.1	1	40840367	40887773
CCDS	SMAP2	CCDS55593.1	1	40874327	40887773
CCDS	ZFP69B	CCDS452.2	1	40916633	40929261
CCDS	ZFP69	CCDS30686.1	1	40945033	40961731
CCDS	EXO5	CCDS453.1	1	40980216	40981338
CCDS	ZNF684	CCDS454.1	1	40998838	41013132
CCDS	RIMS3	CCDS30687.1	1	41092188	41107597
CCDS	NFYC	CCDS44123.1	1	41204515	41236500
CCDS	NFYC	CCDS44122.1	1	41204515	41236500
CCDS	NFYC	CCDS44121.1	1	41204515	41236500
CCDS	NFYC	CCDS44120.1	1	41204515	41236500
CCDS	NFYC	CCDS455.1	1	41204515	41236500
CCDS	CITED4	CCDS458.1	1	41327244	41327799
CCDS	CTPS1	CCDS459.1	1	41448962	41475917
CCDS	SLFNL1	CCDS460.1	1	41481777	41486332
CCDS	EDN2	CCDS462.1	1	41945079	41950272
CCDS	HIVEP3	CCDS44124.1	1	41976121	42050468
CCDS	HIVEP3	CCDS463.1	1	41976121	42050468
CCDS	GUCA2B	CCDS464.1	1	42619121	42621267
CCDS	GUCA2A	CCDS465.1	1	42628576	42630383
CCDS	ZMYND12	CCDS53305.1	1	42896406	42915682
CCDS	ZMYND12	CCDS467.1	1	42896406	42921668
CCDS	PPCS	CCDS41311.1	1	42922236	42925597
CCDS	PPCS	CCDS41312.1	1	42922928	42925597
CCDS	CCDC30	CCDS30690.1	1	43002155	43119699
CCDS	PPIH	CCDS469.1	1	43124117	43133090
CCDS	YBX1	CCDS470.1	1	43148236	43166686
CCDS	CLDN19	CCDS471.1	1	43200756	43205734
CCDS	CLDN19	CCDS53306.1	1	43201432	43205734
CCDS	CLDN19	CCDS44125.1	1	43201538	43205734
CCDS	LEPRE1	CCDS472.2	1	43212367	43232642
CCDS	LEPRE1	CCDS53307.1	1	43212503	43232642
CCDS	LEPRE1	CCDS57986.1	1	43212582	43232642
CCDS	C1orf50	CCDS473.1	1	43232982	43241065
CCDS	CCDC23	CCDS474.1	1	43273084	43282215
CCDS	ERMAP	CCDS475.1	1	43296119	43308903
CCDS	ZNF691	CCDS55595.1	1	43315329	43317484
CCDS	ZNF691	CCDS476.1	1	43316629	43317484
CCDS	SLC2A1	CCDS477.1	1	43392711	43424322
CCDS	FAM183A	CCDS44126.1	1	43613622	43621984
CCDS	EBNA1BP2	CCDS53308.1	1	43630113	43638092
CCDS	EBNA1BP2	CCDS478.1	1	43630113	43637789
CCDS	TMEM125	CCDS480.1	1	43738393	43739053
CCDS	C1orf210	CCDS481.1	1	43748455	43748941
CCDS	MPL	CCDS483.1	1	43803519	43818443
CCDS	CDC20	CCDS484.1	1	43824886	43828800
CCDS	ELOVL1	CCDS57987.1	1	43829586	43831280
CCDS	ELOVL1	CCDS485.1	1	43829586	43831280
CCDS	MED8	CCDS486.2	1	43850120	43855435
CCDS	MED8	CCDS60108.1	1	43850712	43853176
CCDS	MED8	CCDS487.2	1	43850712	43855435
CCDS	HYI	CCDS53309.1	1	43916908	43919464
CCDS	HYI	CCDS488.2	1	43916980	43919464
CCDS	KDM4A	CCDS491.1	1	44118846	44170041
CCDS	ARTN	CCDS502.1	1	44401328	44402437
CCDS	ARTN	CCDS501.1	1	44401328	44402437
CCDS	IPO13	CCDS503.1	1	44413272	44433354
CCDS	DPH2	CCDS41314.1	1	44435847	44438211
CCDS	DPH2	CCDS504.1	1	44435847	44438211
CCDS	ATP6V0B	CCDS505.1	1	44440712	44443679
CCDS	ATP6V0B	CCDS41315.1	1	44441786	44443679
CCDS	B4GALT2	CCDS55596.1	1	44445683	44456120
CCDS	B4GALT2	CCDS506.1	1	44446832	44456120
CCDS	CCDC24	CCDS507.1	1	44457550	44461832
CCDS	SLC6A9	CCDS41317.1	1	44463216	44482805
CCDS	SLC6A9	CCDS41316.1	1	44463216	44482805
CCDS	SLC6A9	CCDS30695.1	1	44463216	44489949
CCDS	KLF17	CCDS508.1	1	44584579	44596428
CCDS	DMAP1	CCDS509.1	1	44679425	44686290
CCDS	TMEM53	CCDS511.1	1	45120230	45140063
CCDS	C1orf228	CCDS53311.1	1	45155369	45191075
CCDS	RPS8	CCDS513.1	1	45241268	45244357
CCDS	BEST4	CCDS514.1	1	45249881	45253377
CCDS	PLK3	CCDS515.1	1	45266135	45271350
CCDS	TCTEX1D4	CCDS30699.1	1	45271674	45272340
CCDS	PTCH2	CCDS53312.1	1	45286360	45308604
CCDS	PTCH2	CCDS516.1	1	45288086	45308604
CCDS	HECTD3	CCDS41318.1	1	45469163	45476929
CCDS	UROD	CCDS518.1	1	45477937	45481170
CCDS	HPDL	CCDS519.1	1	45792820	45793936
CCDS	MUTYH	CCDS41322.1	1	45794977	45800177
CCDS	MUTYH	CCDS41321.1	1	45794977	45800177
CCDS	MUTYH	CCDS41320.1	1	45794977	45805926
CCDS	MUTYH	CCDS520.1	1	45794977	45805926
CCDS	TOE1	CCDS521.1	1	45805924	45809374
CCDS	MMACHC	CCDS41324.1	1	45966004	45974887
CCDS	PRDX1	CCDS522.1	1	45977000	45984715
CCDS	AKR1A1	CCDS523.1	1	46027466	46035628
CCDS	NASP	CCDS55597.1	1	46049818	46083813
CCDS	NASP	CCDS525.1	1	46049818	46083813
CCDS	NASP	CCDS524.1	1	46049818	46083813
CCDS	CCDC17	CCDS53314.1	1	46085946	46089581
CCDS	CCDC17	CCDS44131.2	1	46085946	46089581
CCDS	GPBP1L1	CCDS528.1	1	46093927	46124759
CCDS	TMEM69	CCDS41325.1	1	46156740	46159577
CCDS	IPP	CCDS44132.1	1	46160089	46212083
CCDS	IPP	CCDS30702.1	1	46165637	46212083
CCDS	TSPAN1	CCDS530.1	1	46646779	46651205
CCDS	LURAP1	CCDS30703.1	1	46669098	46685892
CCDS	RAD54L	CCDS532.1	1	46714077	46743954
CCDS	LRRC41	CCDS533.1	1	46744536	46768994
CCDS	UQCRH	CCDS30704.1	1	46769438	46782256
CCDS	NSUN4	CCDS534.1	1	46806498	46827518
CCDS	NSUN4	CCDS57996.1	1	46810526	46827518
CCDS	FAAH	CCDS535.1	1	46860020	46879247
CCDS	DMBX1	CCDS536.1	1	46972682	46978166
CCDS	KNCN	CCDS44133.1	1	47013401	47016887
CCDS	MOB3C	CCDS540.1	1	47075326	47078993
CCDS	MOB3C	CCDS539.1	1	47075326	47080748
CCDS	ATPAF1	CCDS57998.1	1	47101447	47131320
CCDS	ATPAF1	CCDS57997.1	1	47101447	47123834
CCDS	ATPAF1	CCDS41327.2	1	47101447	47134063
CCDS	ATPAF1	CCDS541.2	1	47101447	47134063
CCDS	TEX38	CCDS57999.1	1	47137606	47139128
CCDS	EFCAB14	CCDS30706.1	1	47144132	47183759
CCDS	CYP4B1	CCDS41328.1	1	47264753	47284486
CCDS	CYP4B1	CCDS542.1	1	47264753	47284486
CCDS	CYP4A11	CCDS543.1	1	47395786	47407105
CCDS	CYP4X1	CCDS544.1	1	47489489	47515846
CCDS	CYP4A22	CCDS30707.1	1	47603157	47614469
CCDS	PDZK1IP1	CCDS546.1	1	47649642	47655604
CCDS	TAL1	CCDS547.1	1	47685391	47691560
CCDS	STIL	CCDS41329.1	1	47716807	47775991
CCDS	STIL	CCDS548.1	1	47716807	47775991
CCDS	FOXE3	CCDS550.1	1	47881987	47882947
CCDS	FOXD2	CCDS30708.1	1	47903807	47905295
CCDS	SLC5A9	CCDS44136.1	1	48688408	48713215
CCDS	SLC5A9	CCDS30709.2	1	48688408	48713215
CCDS	BEND5	CCDS552.2	1	49193557	49242503
CCDS	DMRTA2	CCDS44141.1	1	50884336	50887208
CCDS	CDKN2C	CCDS555.1	1	51436040	51439942
CCDS	C1orf185	CCDS44142.1	1	51567905	51613443
CCDS	RNF11	CCDS556.1	1	51702428	51736994
CCDS	OSBPL9	CCDS558.1	1	52195646	52253461
CCDS	OSBPL9	CCDS41334.1	1	52215819	52253461
CCDS	TXNDC12	CCDS561.1	1	52486604	52520768
CCDS	KTI12	CCDS562.1	1	52498368	52499433
CCDS	BTF3L4	CCDS58001.1	1	52525519	52552392
CCDS	BTF3L4	CCDS30713.1	1	52525519	52552430
CCDS	BTF3L4	CCDS44146.1	1	52549017	52552430
CCDS	ZFYVE9	CCDS564.1	1	52698878	52811893
CCDS	ZFYVE9	CCDS563.1	1	52698878	52811893
CCDS	ORC1	CCDS566.1	1	52838852	52867895
CCDS	PRPF38A	CCDS567.1	1	52870421	52882362
