Database_From	name	type	chr	chromStart	chromEnd
wgRNA	hsa-mir-7-1	miRNA	9	86584662	86584772
wgRNA	hsa-mir-4289	miRNA	9	91360750	91360820
wgRNA	hsa-mir-3153	miRNA	9	91927139	91927221
wgRNA	hsa-mir-4290	miRNA	9	92785722	92785817
wgRNA	SNORA84	HAcaBox	9	95054742	95054875
wgRNA	hsa-mir-4291	miRNA	9	96581638	96581703
wgRNA	hsa-let-7a-1	miRNA	9	96938238	96938318
wgRNA	hsa-let-7f-1	miRNA	9	96938628	96938715
wgRNA	hsa-let-7d	miRNA	9	96941115	96941202
wgRNA	hsa-mir-2278	miRNA	9	97572243	97572339
wgRNA	hsa-mir-23b	miRNA	9	97847489	97847586
wgRNA	hsa-mir-27b	miRNA	9	97847726	97847823
wgRNA	hsa-mir-3074	miRNA	9	97848295	97848376
wgRNA	hsa-mir-24-1	miRNA	9	97848302	97848370
wgRNA	hsa-mir-1302-8	miRNA	9	100125835	100125963
wgRNA	hsa-mir-32	miRNA	9	111808508	111808578
wgRNA	hsa-mir-455	miRNA	9	116971713	116971809
wgRNA	U70C	HAcaBox	9	119943344	119943480
wgRNA	hsa-mir-147	miRNA	9	123007256	123007328
wgRNA	HBII-295	CDBox	9	125642491	125642598
wgRNA	hsa-mir-600	miRNA	9	125873824	125873922
wgRNA	hsa-mir-601	miRNA	9	126164803	126164882
wgRNA	hsa-mir-181a-2	miRNA	9	127454720	127454830
wgRNA	hsa-mir-181b-2	miRNA	9	127455988	127456077
wgRNA	U65	HAcaBox	9	130210779	130210916
wgRNA	hsa-mir-2861	miRNA	9	130548196	130548286
wgRNA	hsa-mir-199b	miRNA	9	131006999	131007109
wgRNA	hsa-mir-3154	miRNA	9	131007225	131007309
wgRNA	hsa-mir-219-2	miRNA	9	131154896	131154993
wgRNA	U62A	CDBox	9	134361051	134361137
wgRNA	U62B	CDBox	9	134365872	134365958
wgRNA	U24	CDBox	9	136216250	136216325
wgRNA	U36B	CDBox	9	136216948	136217019
wgRNA	U36A	CDBox	9	136217310	136217382
wgRNA	U36C	CDBox	9	136217700	136217768
wgRNA	hsa-mir-126	miRNA	9	139565053	139565138
wgRNA	ACA43	HAcaBox	9	139620555	139620691
wgRNA	ACA17	HAcaBox	9	139621198	139621331
wgRNA	hsa-mir-4292	miRNA	9	139725408	139725475
wgRNA	hsa-mir-602	miRNA	9	140732870	140732968
wgRNA	hsa-mir-651	miRNA	X	8095005	8095102
wgRNA	hsa-mir-1308	miRNA	X	22080258	22080312
wgRNA	ACA12	HAcaBox	X	24762557	24762687
wgRNA	hsa-mir-548f-5	miRNA	X	32659590	32659676
wgRNA	hsa-mir-221	miRNA	X	45605584	45605694
wgRNA	hsa-mir-222	miRNA	X	45606420	45606530
wgRNA	SNORA11C	HAcaBox	X	47248047	47248176
wgRNA	hsa-mir-532	miRNA	X	49767753	49767844
wgRNA	hsa-mir-188	miRNA	X	49768108	49768194
wgRNA	hsa-mir-500	miRNA	X	49773038	49773122
wgRNA	hsa-mir-362	miRNA	X	49773571	49773636
wgRNA	hsa-mir-501	miRNA	X	49774329	49774413
wgRNA	hsa-mir-500b	miRNA	X	49775279	49775358
wgRNA	hsa-mir-660	miRNA	X	49777848	49777945
wgRNA	hsa-mir-502	miRNA	X	49779205	49779291
wgRNA	SNORA11E	HAcaBox	X	51806442	51806569
wgRNA	SNORA11D	HAcaBox	X	51933716	51933844
wgRNA	hsa-mir-98	miRNA	X	53583183	53583302
wgRNA	hsa-let-7f-2	miRNA	X	53584152	53584235
wgRNA	U107	HAcaBox	X	54840802	54840933
wgRNA	hsa-mir-1468	miRNA	X	63005881	63005967
wgRNA	hsa-mir-223	miRNA	X	65238711	65238821
wgRNA	hsa-mir-421	miRNA	X	73438211	73438296
wgRNA	hsa-mir-374b	miRNA	X	73438381	73438453
wgRNA	hsa-mir-545	miRNA	X	73506938	73507044
wgRNA	hsa-mir-374a	miRNA	X	73507120	73507192
wgRNA	hsa-mir-384	miRNA	X	76139697	76139785
wgRNA	hsa-mir-325	miRNA	X	76225828	76225926
wgRNA	hsa-mir-4328	miRNA	X	78156690	78156746
wgRNA	hsa-mir-548i-4	miRNA	X	83480759	83480836
wgRNA	hsa-mir-1321	miRNA	X	85090784	85090863
wgRNA	hsa-mir-361	miRNA	X	85158640	85158712
wgRNA	hsa-mir-548m	miRNA	X	94318139	94318225
wgRNA	hsa-mir-652	miRNA	X	109298556	109298654
wgRNA	U96b	CDBox	X	109468216	109468288
wgRNA	hsa-mir-4329	miRNA	X	112023945	112024016
wgRNA	HBI-36	HAcaBox	X	113865258	113865386
wgRNA	hsa-mir-764	miRNA	X	113873917	113874002
wgRNA	hsa-mir-1912	miRNA	X	113886018	113886098
wgRNA	hsa-mir-1264	miRNA	X	113887129	113887198
wgRNA	hsa-mir-1298	miRNA	X	113949649	113949761
wgRNA	hsa-mir-1911	miRNA	X	113997743	113997823
wgRNA	hsa-mir-448	miRNA	X	114058016	114058127
wgRNA	hsa-mir-1277	miRNA	X	117520356	117520434
wgRNA	hsa-mir-766	miRNA	X	118780700	118780811
wgRNA	U69	HAcaBox	X	118921315	118921447
wgRNA	hsa-mir-220a	miRNA	X	122695945	122696055
wgRNA	hsa-mir-363	miRNA	X	133303407	133303482
wgRNA	hsa-mir-92a-2	miRNA	X	133303567	133303642
wgRNA	hsa-mir-19b-2	miRNA	X	133303700	133303796
wgRNA	hsa-mir-20b	miRNA	X	133303838	133303907
wgRNA	hsa-mir-18b	miRNA	X	133304070	133304141
wgRNA	hsa-mir-106a	miRNA	X	133304227	133304308
wgRNA	hsa-mir-450b	miRNA	X	133674214	133674292
wgRNA	hsa-mir-450a-1	miRNA	X	133674370	133674461
wgRNA	hsa-mir-450a-2	miRNA	X	133674537	133674637
wgRNA	hsa-mir-542	miRNA	X	133675370	133675467
wgRNA	hsa-mir-503	miRNA	X	133680357	133680428
wgRNA	hsa-mir-424	miRNA	X	133680643	133680741
wgRNA	hsa-mir-934	miRNA	X	135633036	135633119
wgRNA	U61	CDBox	X	135961357	135961430
wgRNA	hsa-mir-504	miRNA	X	137749871	137749954
wgRNA	hsa-mir-505	miRNA	X	139006306	139006390
wgRNA	hsa-mir-320d-2	miRNA	X	140008336	140008384
wgRNA	hsa-mir-890	miRNA	X	145075792	145075869
wgRNA	hsa-mir-888	miRNA	X	145076301	145076378
wgRNA	hsa-mir-892a	miRNA	X	145078186	145078261
wgRNA	hsa-mir-892b	miRNA	X	145078715	145078792
wgRNA	hsa-mir-891b	miRNA	X	145082570	145082649
wgRNA	hsa-mir-891a	miRNA	X	145109311	145109390
wgRNA	hsa-mir-513c	miRNA	X	146271221	146271305
wgRNA	hsa-mir-513b	miRNA	X	146280561	146280645
wgRNA	hsa-mir-513a-1	miRNA	X	146294980	146295109
wgRNA	hsa-mir-513a-2	miRNA	X	146307343	146307470
wgRNA	hsa-mir-506	miRNA	X	146312237	146312361
wgRNA	hsa-mir-507	miRNA	X	146312501	146312595
wgRNA	hsa-mir-508	miRNA	X	146318430	146318545
wgRNA	hsa-mir-514b	miRNA	X	146331668	146331748
wgRNA	hsa-mir-509-2	miRNA	X	146340277	146340368
wgRNA	hsa-mir-509-3	miRNA	X	146341169	146341244
wgRNA	hsa-mir-509-1	miRNA	X	146342049	146342143
wgRNA	hsa-mir-510	miRNA	X	146353852	146353926
wgRNA	hsa-mir-514-1	miRNA	X	146360764	146360862
wgRNA	hsa-mir-514-2	miRNA	X	146363460	146363548
wgRNA	hsa-mir-514-3	miRNA	X	146366158	146366246
wgRNA	hsa-mir-2114	miRNA	X	149396238	149396318
wgRNA	hsa-mir-4330	miRNA	X	150336693	150336798
wgRNA	hsa-mir-224	miRNA	X	151127049	151127130
wgRNA	hsa-mir-452	miRNA	X	151128099	151128184
wgRNA	hsa-mir-105-1	miRNA	X	151560690	151560771
wgRNA	hsa-mir-767	miRNA	X	151561892	151562001
wgRNA	hsa-mir-105-2	miRNA	X	151562883	151562964
wgRNA	hsa-mir-3202-1	miRNA	X	153246547	153246628
wgRNA	hsa-mir-3202-2	miRNA	X	153246548	153246627
wgRNA	hsa-mir-718	miRNA	X	153285370	153285440
wgRNA	U70	HAcaBox	X	153628621	153628756
wgRNA	ACA36	HAcaBox	X	153996802	153996934
wgRNA	ACA56	HAcaBox	X	154003272	154003401
wgRNA	hsa-mir-1184-1	miRNA	X	154115634	154115733
wgRNA	hsa-mir-1184-2	miRNA	X	154612748	154612847
wgRNA	hsa-mir-1184-3	miRNA	X	154687177	154687276
wgRNA	hsa-mir-3155	miRNA	10	6194158	6194240
wgRNA	hsa-mir-548q	miRNA	10	12767252	12767352
wgRNA	hsa-mir-4293	miRNA	10	14425198	14425276
wgRNA	hsa-mir-1265	miRNA	10	14478574	14478660
wgRNA	hsa-mir-511-1	miRNA	10	17887106	17887193
wgRNA	hsa-mir-511-2	miRNA	10	18134035	18134122
wgRNA	hsa-mir-1915	miRNA	10	21785490	21785570
wgRNA	hsa-mir-603	miRNA	10	24564613	24564710
wgRNA	hsa-mir-604	miRNA	10	29833932	29834026
wgRNA	hsa-mir-938	miRNA	10	29891192	29891275
wgRNA	hsa-mir-3156-1	miRNA	10	45659461	45659536
wgRNA	hsa-mir-4294	miRNA	10	50193556	50193632
wgRNA	hsa-mir-605	miRNA	10	53059332	53059415
wgRNA	hsa-mir-548f-1	miRNA	10	56367633	56367717
wgRNA	hsa-mir-1296	miRNA	10	65132716	65132808
wgRNA	HBII-419	CDBox	10	70514928	70514995
wgRNA	hsa-mir-1254	miRNA	10	70519074	70519171
wgRNA	hsa-mir-606	miRNA	10	77312215	77312311
wgRNA	hsa-mir-346	miRNA	10	88024450	88024545
wgRNA	hsa-mir-107	miRNA	10	91352503	91352584
wgRNA	hsa-mir-3157	miRNA	10	97824071	97824156
wgRNA	hsa-mir-607	miRNA	10	98588425	98588521
wgRNA	hsa-mir-1287	miRNA	10	100154974	100155064
wgRNA	U108	HAcaBox	10	101996912	101997059
wgRNA	hsa-mir-608	miRNA	10	102734741	102734841
wgRNA	hsa-mir-3158-2	miRNA	10	103361173	103361254
wgRNA	hsa-mir-3158-1	miRNA	10	103361173	103361254
wgRNA	hsa-mir-146b	miRNA	10	104196268	104196341
wgRNA	hsa-mir-1307	miRNA	10	105154009	105154158
wgRNA	hsa-mir-936	miRNA	10	105807846	105807944
wgRNA	hsa-mir-609	miRNA	10	105978546	105978641
wgRNA	hsa-mir-548e	miRNA	10	112748683	112748771
wgRNA	hsa-mir-4295	miRNA	10	114393928	114394013
wgRNA	hsa-mir-2110	miRNA	10	115933863	115933938
wgRNA	ACA19	HAcaBox	10	120819522	120819650
wgRNA	hsa-mir-4296	miRNA	10	126721351	126721439
wgRNA	hsa-mir-4297	miRNA	10	131641562	131641638
wgRNA	hsa-mir-378c	miRNA	10	132760850	132760931
wgRNA	hsa-mir-202	miRNA	10	135061014	135061124
wgRNA	hsa-mir-210	miRNA	11	568088	568198
wgRNA	ACA52	HAcaBox	11	811680	811814
wgRNA	hsa-mir-4298	miRNA	11	1880693	1880766
wgRNA	hsa-mir-675	miRNA	11	2017988	2018061
wgRNA	hsa-mir-483	miRNA	11	2155363	2155439
wgRNA	ACA54	HAcaBox	11	2985000	2985123
wgRNA	hsa-mir-302e	miRNA	11	7255996	7256068
wgRNA	ACA3	HAcaBox	11	8705773	8705903
wgRNA	ACA3-2	HAcaBox	11	8706985	8707116
wgRNA	ACA23	HAcaBox	11	9450312	9450501
wgRNA	U97	CDBox	11	10823013	10823155
wgRNA	hsa-mir-4299	miRNA	11	11678197	11678269
wgRNA	U14B	CDBox	11	17096199	17096291
wgRNA	U14A	CDBox	11	17097324	17097415
wgRNA	hsa-mir-3159	miRNA	11	18409333	18409407
wgRNA	hsa-mir-610	miRNA	11	28078361	28078457
wgRNA	hsa-mir-670	miRNA	11	43581205	43581303
wgRNA	hsa-mir-129-2	miRNA	11	43602943	43603033
wgRNA	hsa-mir-3160-1	miRNA	11	46473354	46473439
wgRNA	hsa-mir-3160-2	miRNA	11	46473356	46473437
wgRNA	HBII-166	CDBox	11	46783938	46784049
wgRNA	hsa-mir-3161	miRNA	11	48118333	48118410
wgRNA	hsa-mir-130a	miRNA	11	57408670	57408759
wgRNA	hsa-mir-3162	miRNA	11	59362549	59362631
wgRNA	hsa-mir-611	miRNA	11	61559966	61560033
wgRNA	hsa-mir-1908	miRNA	11	61582632	61582712
wgRNA	U99	HAcaBox	11	62432893	62433042
wgRNA	U22	CDBox	11	62620381	62620507
wgRNA	U31	CDBox	11	62620796	62620867
wgRNA	U30	CDBox	11	62621134	62621204
wgRNA	U29	CDBox	11	62621375	62621440
wgRNA	U28	CDBox	11	62622092	62622167
wgRNA	U27	CDBox	11	62622483	62622555
wgRNA	U26	CDBox	11	62622763	62622838
wgRNA	U25	CDBox	11	62623036	62623103
wgRNA	hsa-mir-1237	miRNA	11	64136073	64136175
wgRNA	hsa-mir-192	miRNA	11	64658608	64658718
wgRNA	hsa-mir-194-2	miRNA	11	64658826	64658911
wgRNA	hsa-mir-612	miRNA	11	65211928	65212028
wgRNA	hsa-mir-3163	miRNA	11	66701904	66701977
wgRNA	hsa-mir-3164	miRNA	11	68850643	68850726
wgRNA	hsa-mir-548k	miRNA	11	70130060	70130176
wgRNA	hsa-mir-3165	miRNA	11	71783273	71783348
wgRNA	hsa-mir-139	miRNA	11	72326106	72326174
wgRNA	hsa-mir-326	miRNA	11	75046135	75046230
wgRNA	U15A	CDBox	11	75111434	75111582
wgRNA	U15B	CDBox	11	75115464	75115610
wgRNA	hsa-mir-708	miRNA	11	79113065	79113153
wgRNA	hsa-mir-4300	miRNA	11	81601782	81601878
wgRNA	U70E	HAcaBox	11	82752505	82752640
wgRNA	hsa-mir-3166	miRNA	11	87909669	87909761
wgRNA	hsa-mir-1261	miRNA	11	90602288	90602370
wgRNA	mgU2-19/30	scaRna	11	93454679	93455032
wgRNA	ACA25	HAcaBox	11	93463678	93463812
wgRNA	ACA32	HAcaBox	11	93464144	93464265
wgRNA	mgh28S-2411	CDBox	11	93464668	93464739
wgRNA	ACA1	HAcaBox	11	93465169	93465299
wgRNA	ACA8	HAcaBox	11	93465526	93465665
wgRNA	mgh28S-2409	CDBox	11	93466393	93466466
wgRNA	ACA18	HAcaBox	11	93466631	93466763
wgRNA	hsa-mir-1304	miRNA	11	93466839	93466930
wgRNA	ACA40	HAcaBox	11	93468275	93468402
wgRNA	hsa-mir-548l	miRNA	11	94199660	94199746
wgRNA	hsa-mir-1260b	miRNA	11	96074601	96074690
wgRNA	hsa-mir-34b	miRNA	11	111383662	111383746
wgRNA	hsa-mir-34c	miRNA	11	111384163	111384240
wgRNA	hsa-mir-4301	miRNA	11	113320744	113320810
wgRNA	hsa-mir-125b-1	miRNA	11	121970464	121970552
wgRNA	hsa-let-7a-2	miRNA	11	122017229	122017301
wgRNA	hsa-mir-100	miRNA	11	122022936	122023016
wgRNA	hsa-mir-3167	miRNA	11	126858353	126858438
wgRNA	U85	scaRna	12	6619387	6619717
wgRNA	ACA57	scaRna	12	6690638	6690775
wgRNA	hsa-mir-200c	miRNA	12	7072861	7072929
wgRNA	hsa-mir-141	miRNA	12	7073259	7073354
wgRNA	U89	scaRna	12	7076499	7076769
wgRNA	hsa-mir-1244-3	miRNA	12	9392062	9392147
wgRNA	hsa-mir-613	miRNA	12	12917582	12917677
wgRNA	hsa-mir-614	miRNA	12	13068762	13068852
wgRNA	hsa-mir-920	miRNA	12	24365354	24365429
wgRNA	hsa-mir-4302	miRNA	12	26026952	26027012
wgRNA	ACA34	HAcaBox	12	49048164	49048301
wgRNA	hsa-mir-1291	miRNA	12	49048226	49048313
wgRNA	ACA2a	HAcaBox	12	49050430	49050565
wgRNA	ACA2b	HAcaBox	12	49061239	49061376
wgRNA	hsa-mir-1293	miRNA	12	50627924	50627995
wgRNA	hsa-mir-196a-2	miRNA	12	54385521	54385631
wgRNA	hsa-mir-615	miRNA	12	54427733	54427829
wgRNA	hsa-mir-148b	miRNA	12	54730999	54731098
wgRNA	U59B	CDBox	12	57037463	57037538
wgRNA	U59A	CDBox	12	57038810	57038885
wgRNA	hsa-mir-1228	miRNA	12	57588286	57588359
wgRNA	hsa-mir-616	miRNA	12	57912945	57913042
wgRNA	hsa-mir-26a-2	miRNA	12	58218391	58218475
wgRNA	hsa-let-7i	miRNA	12	62997465	62997549
wgRNA	hsa-mir-548c	miRNA	12	65016288	65016385
wgRNA	U70G	HAcaBox	12	69021013	69021155
wgRNA	hsa-mir-1279	miRNA	12	69666936	69666998
wgRNA	hsa-mir-1252	miRNA	12	79813036	79813101
wgRNA	hsa-mir-617	miRNA	12	81226311	81226408
wgRNA	hsa-mir-618	miRNA	12	81329514	81329612
wgRNA	hsa-mir-492	miRNA	12	95228173	95228289
wgRNA	hsa-mir-331	miRNA	12	95702195	95702289
wgRNA	hsa-mir-1251	miRNA	12	97885686	97885756
wgRNA	hsa-mir-135a-2	miRNA	12	97957589	97957689
wgRNA	hsa-mir-4303	miRNA	12	98389160	98389226
wgRNA	ACA53	HAcaBox	12	98993412	98993662
wgRNA	hsa-mir-1827	miRNA	12	100583661	100583727
wgRNA	hsa-mir-619	miRNA	12	109230683	109230782
wgRNA	hsa-mir-1302-1	miRNA	12	113132838	113132981
wgRNA	hsa-mir-620	miRNA	12	116586364	116586459
wgRNA	hsa-mir-1178	miRNA	12	120151438	120151529
wgRNA	hsa-mir-4304	miRNA	12	123495213	123495275
wgRNA	ACA49	HAcaBox	12	132515768	132515905
wgRNA	hsa-mir-2276	miRNA	13	24736554	24736643
wgRNA	U102	CDBox	13	27829200	27829272
wgRNA	ACA27	HAcaBox	13	27829537	27829663
wgRNA	hsa-mir-4305	miRNA	13	40238170	40238272
wgRNA	hsa-mir-320d-1	miRNA	13	41301963	41302011
wgRNA	hsa-mir-621	miRNA	13	41384901	41384997
wgRNA	hsa-mir-3168	miRNA	13	41675154	41675236
wgRNA	ACA31	HAcaBox	13	45911614	45911744
wgRNA	hsa-mir-16-1	miRNA	13	50623108	50623197
wgRNA	hsa-mir-15a	miRNA	13	50623254	50623337
wgRNA	hsa-mir-759	miRNA	13	53384184	53384275
wgRNA	hsa-mir-1297	miRNA	13	54886106	54886183
wgRNA	hsa-mir-3169	miRNA	13	61773931	61774014
wgRNA	hsa-mir-622	miRNA	13	90883435	90883531
wgRNA	hsa-mir-17	miRNA	13	92002858	92002942
wgRNA	hsa-mir-18a	miRNA	13	92003004	92003075
wgRNA	hsa-mir-19a	miRNA	13	92003144	92003226
wgRNA	hsa-mir-20a	miRNA	13	92003318	92003389
wgRNA	hsa-mir-19b-1	miRNA	13	92003445	92003532
wgRNA	hsa-mir-92a-1	miRNA	13	92003567	92003645
wgRNA	hsa-mir-3170	miRNA	13	98860777	98860854
wgRNA	hsa-mir-623	miRNA	13	100008384	100008482
wgRNA	hsa-mir-4306	miRNA	13	100295312	100295403
wgRNA	hsa-mir-1267	miRNA	13	108183518	108183596
wgRNA	hsa-mir-1201	miRNA	14	20794605	20794690
wgRNA	SNORD126	CDBox	14	20794608	20794685
wgRNA	mgU6-53B	CDBox	14	21860309	21860412
wgRNA	mgU6-53	CDBox	14	21865451	21865560
wgRNA	hsa-mir-208a	miRNA	14	23857804	23857875
wgRNA	hsa-mir-208b	miRNA	14	23887195	23887272
wgRNA	hsa-mir-4307	miRNA	14	27377847	27377931
wgRNA	hsa-mir-3171	miRNA	14	28102410	28102484
wgRNA	hsa-mir-624	miRNA	14	31483851	31483948
wgRNA	hsa-mir-3172	miRNA	14	32954300	32954379
wgRNA	SNORD127	CDBox	14	45580085	45580171
wgRNA	hsa-mir-4308	miRNA	14	55344830	55344911
wgRNA	hsa-mir-548h-1	miRNA	14	64561741	64561843
wgRNA	hsa-mir-625	miRNA	14	65937819	65937904
wgRNA	hsa-mir-1260	miRNA	14	77732560	77732633
wgRNA	ACA65	HAcaBox	14	81669038	81669178
wgRNA	SNORA11B	HAcaBox	14	91592768	91592897
wgRNA	hsa-mir-3173	miRNA	14	95604255	95604323
wgRNA	U93	scaRna	14	95999691	95999966
wgRNA	hsa-mir-342	miRNA	14	100575991	100576090
wgRNA	hsa-mir-345	miRNA	14	100774195	100774293
wgRNA	hsa-mir-770	miRNA	14	101318726	101318824
wgRNA	hsa-mir-493	miRNA	14	101335396	101335485
wgRNA	hsa-mir-337	miRNA	14	101340829	101340922
wgRNA	hsa-mir-665	miRNA	14	101341369	101341441
wgRNA	hsa-mir-431	miRNA	14	101347343	101347457
wgRNA	hsa-mir-433	miRNA	14	101348222	101348315
wgRNA	hsa-mir-127	miRNA	14	101349315	101349412
wgRNA	hsa-mir-432	miRNA	14	101350819	101350913
wgRNA	hsa-mir-136	miRNA	14	101351038	101351120
wgRNA	14q(0)	CDBox	14	101364256	101364333
wgRNA	hsa-mir-370	miRNA	14	101377475	101377550
wgRNA	14q(I-1)	CDBox	14	101391157	101391227
wgRNA	14q(I-2)	CDBox	14	101393678	101393749
wgRNA	14q(I-3)	CDBox	14	101396255	101396326
wgRNA	14q(I-4)	CDBox	14	101402827	101402901
wgRNA	14q(I-5)	CDBox	14	101404523	101404600
wgRNA	14q(I-6)	CDBox	14	101405892	101405966
wgRNA	14q(I-7)	CDBox	14	101407462	101407538
wgRNA	14q(I-8)	CDBox	14	101409787	101409860
wgRNA	14q(I-9)	CDBox	14	101411985	101412056
wgRNA	14q(II-1)	CDBox	14	101416169	101416240
wgRNA	14q(II-2)	CDBox	14	101418192	101418269
wgRNA	14q(II-3)	CDBox	14	101419685	101419759
wgRNA	14q(II-4)	CDBox	14	101420710	101420784
wgRNA	14q(II-5)	CDBox	14	101421706	101421775
wgRNA	14q(II-6)	CDBox	14	101423502	101423573
wgRNA	14q(II-7)	CDBox	14	101429390	101429466
wgRNA	14q(II-8)	CDBox	14	101431117	101431188
wgRNA	14q(II-9)	CDBox	14	101432365	101432436
wgRNA	14q(II-10)	CDBox	14	101433388	101433459
wgRNA	14q(II-11)	CDBox	14	101434447	101434521
wgRNA	14q(II-12)	CDBox	14	101435284	101435358
wgRNA	14q(II-13)	CDBox	14	101436215	101436288
wgRNA	14q(II-14)	CDBox	14	101438439	101438513
wgRNA	14q(II-15)	CDBox	14	101439006	101439077
wgRNA	14q(II-16)	CDBox	14	101439931	101440000
wgRNA	14q(II-17)	CDBox	14	101441142	101441216
wgRNA	14q(II-18)	CDBox	14	101442161	101442232
wgRNA	14q(II-19)	CDBox	14	101442813	101442887
wgRNA	14q(II-20)	CDBox	14	101447340	101447411
wgRNA	14q(II-21)	CDBox	14	101448311	101448382
wgRNA	14q(II-22)	CDBox	14	101449262	101449333
wgRNA	14q(II-23)	CDBox	14	101450212	101450283
wgRNA	14q(II-24)	CDBox	14	101451113	101451184
wgRNA	14q(II-25)	CDBox	14	101452393	101452464
wgRNA	14q(II-26)	CDBox	14	101453382	101453453
wgRNA	14q(II-27)	CDBox	14	101454497	101454566
wgRNA	14q(II-28)	CDBox	14	101455466	101455537
wgRNA	14q(II-29)	CDBox	14	101456427	101456496
wgRNA	14q(II-30)	CDBox	14	101458255	101458326
wgRNA	14q(II-31)	CDBox	14	101459572	101459646
wgRNA	hsa-mir-379	miRNA	14	101488402	101488469
wgRNA	hsa-mir-411	miRNA	14	101489661	101489757
wgRNA	hsa-mir-299	miRNA	14	101490130	101490193
wgRNA	hsa-mir-380	miRNA	14	101491353	101491414
wgRNA	hsa-mir-1197	miRNA	14	101491900	101491988
wgRNA	hsa-mir-323	miRNA	14	101492068	101492154
wgRNA	hsa-mir-758	miRNA	14	101492356	101492444
wgRNA	hsa-mir-329-1	miRNA	14	101493121	101493201
wgRNA	hsa-mir-329-2	miRNA	14	101493436	101493520
wgRNA	hsa-mir-494	miRNA	14	101495970	101496051
wgRNA	hsa-mir-1193	miRNA	14	101496388	101496466
wgRNA	hsa-mir-543	miRNA	14	101498323	101498401
wgRNA	hsa-mir-495	miRNA	14	101500091	101500173
wgRNA	hsa-mir-376c	miRNA	14	101506026	101506092
wgRNA	hsa-mir-376a-2	miRNA	14	101506405	101506485
wgRNA	hsa-mir-654	miRNA	14	101506555	101506636
wgRNA	hsa-mir-376b	miRNA	14	101506772	101506872
wgRNA	hsa-mir-376a-1	miRNA	14	101507118	101507186
wgRNA	hsa-mir-300	miRNA	14	101507699	101507782
wgRNA	hsa-mir-1185-1	miRNA	14	101509313	101509399
wgRNA	hsa-mir-1185-2	miRNA	14	101510534	101510620
wgRNA	hsa-mir-381	miRNA	14	101512256	101512331
wgRNA	hsa-mir-487b	miRNA	14	101512791	101512875
wgRNA	hsa-mir-539	miRNA	14	101513657	101513735
wgRNA	hsa-mir-889	miRNA	14	101514237	101514316
wgRNA	hsa-mir-544	miRNA	14	101514994	101515085
wgRNA	hsa-mir-655	miRNA	14	101515886	101515983
wgRNA	hsa-mir-487a	miRNA	14	101518782	101518862
wgRNA	hsa-mir-382	miRNA	14	101520642	101520718
wgRNA	hsa-mir-134	miRNA	14	101521023	101521096
wgRNA	hsa-mir-668	miRNA	14	101521594	101521660
wgRNA	hsa-mir-485	miRNA	14	101521755	101521828
wgRNA	hsa-mir-323b	miRNA	14	101522555	101522637
wgRNA	hsa-mir-154	miRNA	14	101526091	101526175
wgRNA	hsa-mir-496	miRNA	14	101526909	101527011
wgRNA	hsa-mir-377	miRNA	14	101528386	101528455
wgRNA	hsa-mir-541	miRNA	14	101530831	101530915
wgRNA	hsa-mir-409	miRNA	14	101531636	101531715
wgRNA	hsa-mir-412	miRNA	14	101531783	101531874
wgRNA	hsa-mir-369	miRNA	14	101531934	101532004
wgRNA	hsa-mir-410	miRNA	14	101532248	101532328
wgRNA	hsa-mir-656	miRNA	14	101533060	101533138
wgRNA	hsa-mir-1247	miRNA	14	102026623	102026759
wgRNA	hsa-mir-4309	miRNA	14	103005980	103006063
wgRNA	ACA28	HAcaBox	14	103804185	103804311
wgRNA	hsa-mir-203	miRNA	14	104583741	104583851
wgRNA	hsa-mir-3118-4	miRNA	15	21038123	21038198
wgRNA	hsa-mir-3118-6	miRNA	15	22049273	22049348
wgRNA	hsa-mir-1268	miRNA	15	22513228	22513280
wgRNA	HBII-436	CDBox	15	25227140	25227215
wgRNA	HBII-13	CDBox	15	25230246	25230313
wgRNA	HBII-437	CDBox	15	25232071	25232142
wgRNA	HBII-438A	CDBox	15	25287120	25287187
wgRNA	HBII-85-1	CDBox	15	25296622	25296719
wgRNA	HBII-85-2	CDBox	15	25299355	25299452
wgRNA	HBII-85-3	CDBox	15	25302005	25302102
wgRNA	HBII-85-4	CDBox	15	25304683	25304781
wgRNA	HBII-85-5	CDBox	15	25307478	25307575
wgRNA	HBII-85-6	CDBox	15	25310171	25310269
wgRNA	HBII-85-7	CDBox	15	25312933	25313030
wgRNA	HBII-85-8	CDBox	15	25315577	25315674
wgRNA	HBII-85-9	CDBox	15	25318252	25318349
wgRNA	HBII-85-10	CDBox	15	25319259	25319363
wgRNA	HBII-85-11	CDBox	15	25321074	25321168
wgRNA	HBII-85-12	CDBox	15	25322196	25322290
wgRNA	HBII-85-13	CDBox	15	25324203	25324297
wgRNA	HBII-85-14	CDBox	15	25325287	25325381
wgRNA	HBII-85-15	CDBox	15	25326432	25326526
wgRNA	HBII-85-16	CDBox	15	25327913	25328007
wgRNA	HBII-85-17	CDBox	15	25328733	25328827
wgRNA	HBII-85-18	CDBox	15	25330530	25330624
wgRNA	HBII-85-19	CDBox	15	25331672	25331766
wgRNA	HBII-85-20	CDBox	15	25332807	25332901
wgRNA	HBII-85-21	CDBox	15	25333949	25334043
wgRNA	HBII-85-22	CDBox	15	25335068	25335162
wgRNA	HBII-85-23	CDBox	15	25336931	25337025
wgRNA	HBII-85-24	CDBox	15	25339182	25339276
