database_from	OMIM_gene_ids_Gene	Omim_Number	chr	txStart	txEnd
omim	TMEM174	614909	5	72469021	72470970
omim	FOXD1	601091	5	72740653	72742815
omim	BTF3	602542	5	72794273	72801460
omim	ANKRA2	605787	5	72848159	72861511
omim	ARHGEF28	612790	5	72921982	73207522
omim	ENC1	605173	5	73923233	73937249
omim	HEXB	606873	5	73980968	74017113
omim	GFM2	606544	5	74017030	74062946
omim	NSA2	612497	5	74062816	74072737
omim	HMGCR	142910	5	74632153	74656583
omim	COL4A3BP	604677	5	74669787	74681748
omim	POLK	605650	5	74807715	74894927
omim	SV2C	610291	5	75378996	75625904
omim	IQGAP2	605401	5	75699073	76003957
omim	F2RL2	601919	5	75911306	75919259
omim	F2R	187930	5	76012023	76012613
omim	F2RL1	600933	5	76114801	76131140
omim	S100Z	610103	5	76145923	76217475
omim	CRHBP	122559	5	76248873	76254847
omim	AGGF1	608464	5	76326209	76361059
omim	ZBED3	615250	5	76374865	76383025
omim	PDE8B	603390	5	76506705	76723243
omim	OTP	604529	5	76931755	76932818
omim	TBCA	610058	5	76987083	76990102
omim	AP3B1	603401	5	77296348	77590579
omim	SCAMP1	606911	5	77656628	77712412
omim	LHFPL2	609718	5	77920639	77937985
omim	ARSB	611542	5	78111877	78281910
omim	DMGDH	605849	5	78317328	78365452
omim	BHMT2	605932	5	78365589	78385018
omim	BHMT	602888	5	78407601	78428108
omim	JMY	604279	5	78596065	78621020
omim	HOMER1	604798	5	78671752	78808617
omim	PAPD4	614121	5	78908342	78909906
omim	CMYA5	612193	5	79054575	79059242
omim	THBS4	600715	5	79374657	79379110
omim	SERINC5	614551	5	79473136	79551017
omim	ZFYVE16	608880	5	79703831	79775169
omim	DHFR	126060	5	79923835	79950493
omim	MSH3	600887	5	80011023	80057429
omim	RASGRF2	606614	5	80365842	80384383
omim	CKMT2	123295	5	80529138	80562214
omim	ACOT12	614315	5	80655670	80689998
omim	SSBP2	607389	5	80715736	81047069
omim	ATG10	610800	5	81267843	81443936
omim	RPS23	603683	5	81571696	81574173
omim	XRCC4	194363	5	82373411	82649606
omim	VCAN	118661	5	82831432	82877155
omim	HAPLN1	115435	5	82947838	82978357
omim	EDIL3	606018	5	83236372	83680611
omim	COX7C	603774	5	85913772	85916578
omim	RASA1	139150	5	86563704	86686744
omim	CCNH	601953	5	86700658	86708706
omim	MIR9-2	611187	5	87962670	87962757
omim	MEF2C	600662	5	88018411	88179041
omim	CETN3	602907	5	89688077	89705603
omim	GPR98	602851	5	89968370	89972676
omim	ARRDC3	612464	5	90671343	90675968
omim	NR2F1	132890	5	92927678	92929849
omim	TTC37	614589	5	94842637	94850766
omim	ARSK	610011	5	94890777	94940768
omim	SPATA9	608039	5	94994133	95018700
omim	RHOBTB3	607353	5	95049225	95067716
omim	GLRX	600443	5	95117039	95157995
omim	ELL2	601874	5	95224367	95297553
omim	PCSK1	162150	5	95728630	95767864
omim	CAST	114090	5	96064012	96108523
omim	ERAP1	606832	5	96096520	96143803
omim	ERAP2	609497	5	96228121	96238520
omim	LNPEP	151300	5	96271097	96273470
omim	LIX1	610466	5	96427573	96478576
omim	RGMB	612687	5	98104998	98132198
omim	CHD1	602118	5	98199111	98206494
omim	ST8SIA4	602547	5	100145356	100238970
omim	SLCO4C1	609013	5	101569689	101632253
omim	SLCO6A1	613365	5	101707485	101834720
omim	PAM	170270	5	102201760	102365215
omim	PPIP5K2	611648	5	102455967	102538907
omim	NUDT12	609232	5	102884555	102898494
omim	EFNA5	601535	5	106716938	107006328
omim	FBXL17	609083	5	107213937	107703655
omim	FER	176942	5	108083522	108532542
omim	MAN2A1	154582	5	109025066	109202879
omim	SLC25A46	610826	5	110089001	110100857
omim	TSLP	607003	5	110407389	110411829
omim	WDR36	609669	5	110427982	110462643
omim	CAMK4	114080	5	110559783	110830584
omim	STARD4	607049	5	110835844	110848288
omim	NREP	607332	5	111066400	111093252
omim	EPB41L4A	612141	5	111478137	111564475
omim	APC	611731	5	112073584	112181936
omim	SRP19	182175	5	112197006	112203468
omim	REEP5	125265	5	112222711	112257201
omim	ZRSR1	601079	5	112227312	112228791
omim	DCP2	609844	5	112312478	112349546
omim	MCC	159350	5	112361828	112570374
omim	TSSK1B	610709	5	112768250	112770728
omim	KCNN2	605879	5	113769226	113832213
omim	TRIM36	609317	5	114460459	114505658
omim	PGGT1B	602031	5	114552561	114567481
omim	FEM1C	608767	5	114856607	114880591
omim	TICAM2	608321	5	114914346	114938176
omim	CDO1	603943	5	115140429	115152651
omim	ATG12	609608	5	115163892	115177548
omim	AP3S1	601507	5	115177177	115249778
omim	SEMA6A	605885	5	115781829	115814373
omim	DMXL1	605671	5	118407238	118583060
omim	TNFAIP8	612111	5	118691729	118730294
omim	HSD17B4	601860	5	118788447	118878027
omim	FTMT	608847	5	121187649	121188519
omim	SRFBP1	610479	5	121297655	121364314
omim	LOX	153455	5	121401491	121412869
omim	SNCAIP	603779	5	121647385	121799649
omim	SNX2	605929	5	122110690	122165803
omim	PPIC	123842	5	122358944	122372436
omim	CEP120	613446	5	122680579	122759286
omim	CSNK1G3	604253	5	122881108	122951149
omim	ALDH7A1	107323	5	125900205	125930910
omim	PHAX	604924	5	125936616	125939756
omim	LMNB1	150340	5	126112880	126154926
omim	MARCH3	613333	5	126203405	126366500
omim	MEGF10	612453	5	126626537	126760473
omim	SLC12A2	600840	5	127513240	127520199
omim	FBN2	612570	5	127663990	127873514
omim	SLC27A6	604196	5	128301220	128368975
omim	ADAMTS19	607513	5	129023792	129070741
omim	CHSY3	609963	5	129240164	129522327
omim	HINT1	601314	5	130497983	130500949
omim	RAPGEF6	610499	5	130883788	130928129
omim	FNIP1	610594	5	130980129	131132710
omim	ACSL6	604443	5	131289594	131347306
omim	IL3	147740	5	131396221	131398897
omim	CSF2	138960	5	131409482	131411859
omim	P4HA2	600608	5	131528302	131563512
omim	PDLIM4	603422	5	131593363	131609147
omim	SLC22A4	604190	5	131630135	131679899
omim	SLC22A5	603377	5	131723504	131729375
omim	IRF1	147575	5	131818777	131825954
omim	IL5	147850	5	131877135	131879214
omim	RAD50	604040	5	131892615	131980313
omim	IL13	147683	5	131993864	131996802
omim	IL4	147780	5	132009742	132018279
omim	KIF3A	604683	5	132032325	132073111
omim	SEPT8	608418	5	132093834	132113908
omim	SHROOM1	611179	5	132158011	132162002
omim	GDF9	601918	5	132198075	132202238
omim	UQCRQ	612080	5	132202337	132203375
omim	LEAP2	611373	5	132209357	132210387
omim	AFF4	604417	5	132239552	132299206
omim	HSPA4	601113	5	132387653	132442141
omim	VDAC1	604492	5	133324478	133340383
omim	TCF7	189908	5	133450401	133483688
omim	SKP1	601434	5	133492081	133512729
omim	PPP2CA	176915	5	133539215	133561764
omim	CDKL3	608459	5	133622040	133706733
omim	UBE2B	179095	5	133707192	133726127
omim	SAR1B	607690	5	133942118	133984961
omim	SEC24A	607183	5	133984513	134029388
omim	CAMLG	601118	5	134074190	134087847
omim	PCBD2	609836	5	134240595	134296967
omim	CATSPER3	609120	5	134303596	134331544
omim	PITX1	602149	5	134362614	134369988
omim	H2AFY	610054	5	134670602	134735574
omim	C5orf20	609710	5	134779904	134783038
omim	TIFAB	612663	5	134779907	134788089
omim	NEUROG1	601726	5	134869990	134871639
omim	CXCL14	604186	5	134906372	134914969
omim	IL9	146931	5	135227934	135231516
omim	FBXL21	609087	5	135266091	135287280
omim	LECT2	602882	5	135286560	135290671
omim	TGFBI	601692	5	135364676	135382129
omim	VTRNA2-1	614938	5	135416185	135416286
omim	SMAD5	603110	5	135468535	135518422
omim	SPOCK1	602264	5	136314301	136834247
omim	KLHL3	605775	5	136953188	137042125
omim	HNRNPA0	609409	5	137087074	137090039
omim	NPY6R	601770	5	137136881	137146440
omim	MYOT	604103	5	137203564	137223217
omim	PKD2L2	604669	5	137225154	137278436
omim	FAM13B	609371	5	137273648	137368720
omim	WNT8A	606360	5	137419773	137427199
omim	NME5	603575	5	137450865	137475104
omim	BRD8	602848	5	137496583	137500641
omim	KIF20A	605664	5	137514848	137523354
omim	CDC23	603462	5	137542159	137549012
omim	GFRA3	605710	5	137588070	137610254
omim	CDC25C	157680	5	137620958	137667516
omim	FAM53C	609372	5	137673720	137685416
omim	KDM3B	609373	5	137688284	137772716
omim	REEP2	609347	5	137774775	137782658
omim	EGR1	128990	5	137801178	137805004
omim	ETF1	600285	5	137841783	137878918
omim	HSPA9	600548	5	137890570	137911133
omim	LRRTM2	610868	5	138209734	138211030
omim	CTNNA1	116805	5	138211341	138270717
omim	SIL1	608005	5	138282683	138289122
omim	MATR3	164015	5	138629418	138665449
omim	PAIP2	605604	5	138678139	138704769
omim	SLC23A1	603790	5	138716286	138718990
omim	MZB1	609447	5	138723256	138725603
omim	TMEM173	612374	5	138858046	138861881
omim	UBE2D2	602962	5	138941613	139006700
omim	CXXC5	612752	5	139060542	139062696
omim	NRG2	603818	5	139226363	139422884
omim	PURA	600473	5	139487361	139493898
omim	PFDN1	604897	5	139625032	139682668
omim	HBEGF	126150	5	139712800	139726188
omim	SLC4A9	610207	5	139739799	139754593
omim	ANKHD1	610500	5	139781428	139929163
omim	EIF4EBP3	603483	5	139927250	139929163
omim	SRA1	603819	5	139929652	139937895
omim	APBB3	602711	5	139937978	139943956
omim	CD14	158120	5	140011312	140013286
omim	NDUFA2	602137	5	140024953	140027230
omim	IK	600549	5	140027512	140032719
omim	DND1	609385	5	140050378	140053171
omim	HARS	142810	5	140053785	140070926
omim	HARS2	600783	5	140071046	140078889
omim	VTRNA1-1	612695	5	140090859	140090958
omim	VTRNA1-2	612696	5	140098509	140098598
omim	VTRNA1-3	612697	5	140105742	140105831
omim	PCDHA1	606307	5	140165875	140391929
omim	PCDHA2	606308	5	140174549	140391929
omim	PCDHA3	606309	5	140180782	140183257
omim	PCDHA4	606310	5	140186772	140391929
omim	PCDHA5	606311	5	140201360	140391929
omim	PCDHA6	606312	5	140207562	140391929
omim	PCDHA7	606313	5	140213968	140216338
omim	PCDHA8	606314	5	140220906	140391929
omim	PCDHA9	606315	5	140227047	140391929
omim	PCDHA10	606316	5	140235633	140391929
omim	PCDHA11	606317	5	140248688	140391929
omim	PCDHA12	606318	5	140255057	140391929
omim	PCDHA13	606319	5	140261792	140391929
omim	PCDHAC1	606320	5	140306477	140391929
omim	PCDHAC2	606321	5	140345819	140391936
omim	PCDHB1	606327	5	140430978	140433512
omim	PCDHB2	606328	5	140474226	140476962
omim	PCDHB3	606329	5	140480233	140483406
omim	PCDHB4	606330	5	140501580	140505201
omim	PCDHB5	606331	5	140514799	140517703
omim	PCDHB6	606332	5	140529682	140532487
omim	PCDHB7	606333	5	140552242	140555957
omim	PCDHB8	606334	5	140557370	140560081
omim	PCDHB16	606345	5	140560979	140565793
omim	PCDHB10	606336	5	140571941	140575215
omim	PCDHB11	606337	5	140579347	140582618
omim	PCDHB12	606338	5	140588290	140591696
omim	PCDHB13	606339	5	140593508	140596993
omim	PCDHB14	606340	5	140603077	140605858
omim	PCDHB15	606341	5	140625146	140627799
omim	SLC25A2	608157	5	140682195	140683612
omim	TAF7	600573	5	140698056	140700330
omim	PCDHGA1	606288	5	140710251	140892546
omim	PCDHGA2	606289	5	140718538	140892546
omim	PCDHGA3	606290	5	140723600	140892546
omim	PCDHGB1	606299	5	140729827	140892546
omim	PCDHGA4	606291	5	140734767	140892546
omim	PCDHGB2	606300	5	140739702	140892546
omim	PCDHGA5	606292	5	140743897	140892546
omim	PCDHGB3	606301	5	140749830	140892546
omim	PCDHGA6	606293	5	140753650	140892546
omim	PCDHGA7	606294	5	140762466	140892546
omim	PCDHGB4	603058	5	140767451	140892546
omim	PCDHGA8	606295	5	140772380	140892546
omim	PCDHGA9	606296	5	140782519	140892546
omim	PCDHGB6	606303	5	140787769	140892546
omim	PCDHGA10	606297	5	140792742	140892546
omim	PCDHGB7	606304	5	140797426	140892546
omim	PCDHGA11	606298	5	140800761	140891835
omim	PCDHGA12	603059	5	140810184	140892546
omim	PCDHGC3	603627	5	140855579	140892542
omim	PCDHGC4	606305	5	140864740	140892546
omim	PCDHGC5	606306	5	140868807	140892546
omim	DIAPH1	602121	5	140894588	140998622
omim	HDAC3	605166	5	141000442	141016437
omim	RELL2	611213	5	141016578	141020585
omim	ARAP3	606647	5	141032974	141046311
omim	PCDH1	603626	5	141232938	141257975
omim	PCDH12	605622	5	141337601	141349304
omim	RNF14	605675	5	141348732	141368750
omim	GNPDA1	601798	5	141380242	141392538
omim	NDFIP1	612050	5	141488352	141513633
omim	SPRY4	607984	5	141692538	141704605
omim	FGF1	131220	5	141974807	142077611
omim	ARHGAP26	605370	5	142544477	142606050
omim	NR3C1	138040	5	142680125	142769566
omim	HMHB1	609961	5	143191725	143200284
omim	YIPF5	611483	5	143538836	143550194
omim	KCTD16	613423	5	143550395	143854033
omim	SH3RF2	613377	5	145317439	145461354
omim	LARS	151350	5	145536959	145562212
omim	POU4F3	602460	5	145718586	145720083
omim	TCERG1	605409	5	145826894	145890586
omim	PPP2R2B	604325	5	145969069	146258328
omim	DPYSL3	601168	5	146852194	146889098
omim	JAKMIP2	611197	5	146967989	147162105
omim	SPINK1	167790	5	147204130	147211349
omim	SCGB3A2	606531	5	147251580	147261754
omim	SPINK5	605010	5	147470490	147480991
omim	SPINK13	615205	5	147647742	147665817
omim	SPINK9	613511	5	147700765	147719285
omim	FBXO38	608533	5	147763564	147822399
omim	HTR4	602164	5	148008013	148045207
omim	ADRB2	109690	5	148206155	148208196
omim	SH3TC2	608206	5	148383509	148421109
omim	ABLIM3	611305	5	148521045	148640105
omim	AFAP1L1	614410	5	148651481	148719684
omim	IL17B	604627	5	148753829	148758839
omim	MIR143	612117	5	148808480	148808586
omim	MIR145	611795	5	148810208	148810296
omim	CSNK1A1	600505	5	148875616	148929862
omim	PPARGC1B	608886	5	149109873	149234585
omim	MIR378A	611957	5	149112387	149112453
omim	PDE6A	180071	5	149237518	149324356
omim	SLC26A2	606718	5	149340299	149366968
omim	CSF1R	164770	5	149439340	149446744
omim	PDGFRB	173410	5	149499029	149501765
omim	CDX1	600746	5	149546357	149564120
omim	SLC6A7	606205	5	149569647	149602351
omim	CAMK2A	114078	5	149602253	149669192
omim	ARSI	610009	5	149675905	149682516
omim	TCOF1	606847	5	149737280	149763812
omim	CD74	142790	5	149781426	149792314
omim	RPS14	130620	5	149822752	149829310
omim	NDST1	600853	5	149887673	149937773
omim	SYNPO	608155	5	149980641	150033794
omim	MYOZ3	610735	5	150051618	150056427
omim	RBM22	612430	5	150070355	150080669
omim	DCTN4	614758	5	150112955	150138198
omim	SMIM3	608324	5	150157507	150176296
omim	IRGM	608212	5	150226084	150228231
omim	ZNF300	612429	5	150273960	150284540
omim	GPX3	138321	5	150400123	150408554
omim	TNIP1	607714	5	150409509	150466719
omim	ANXA6	114070	5	150480665	150537443
omim	GM2A	613109	5	150632452	150650001
omim	SLC36A3	608332	5	150656911	150683057
omim	SLC36A2	608331	5	150694538	150727151
omim	SLC36A1	606561	5	150816607	150868251
omim	FAT2	604269	5	150883654	150948505
omim	SPARC	182120	5	151040656	151066726
omim	ATOX1	602270	5	151122382	151133456
omim	G3BP1	608431	5	151151470	151192346
omim	GLRA1	138491	5	151202073	151304403
omim	NMUR2	605108	5	151775058	151812929
omim	GRIA1	138248	5	152870214	153190831
omim	MFAP3	600491	5	153418552	153434593
omim	GALNT10	608043	5	153783594	153800541
omim	SAP30L	610398	5	153826104	153835528
omim	HAND1	602406	5	153854531	153857824
omim	LARP1	612059	5	154092461	154197167
omim	CNOT8	603731	5	154238211	154255038
omim	GEMIN5	607005	5	154266975	154317769
omim	MRPL22	611835	5	154338610	154346531
omim	KIF4B	609184	5	154393259	154397685
omim	SGCD	601411	5	155297353	156185066
omim	TIMD4	610096	5	156346292	156390266
omim	HAVCR1	606518	5	156456436	156485966
omim	HAVCR2	606652	5	156514098	156536133
omim	MED7	605045	5	156564422	156570195
omim	ITK	186973	5	156668600	156682195
omim	CYFIP2	606323	5	156693090	156820215
omim	NIPAL4	609383	5	156887223	156894976
omim	ADAM19	603640	5	156908234	157002749
omim	SOX30	606698	5	157052686	157079428
omim	CLINT1	607265	5	157214412	157286151
omim	EBF1	164343	5	158122927	158526769
omim	UBLCP1	609867	5	158690088	158713044
omim	IL12B	161561	5	158741790	158757895
omim	ADRA1B	104220	5	159343789	159399551
omim	TTC1	601963	5	159465921	159492137
omim	FABP6	600422	5	159614373	159665742
omim	C5orf54	615253	5	159820154	159827104
omim	SLU7	605974	5	159828647	159846401
omim	PTTG1	604147	5	159849213	159855746
omim	MIR146A	610566	5	159912358	159912457
omim	GABRB2	600232	5	160720904	160973703
omim	GABRA6	137143	5	160974068	161116000
omim	GABRA1	137160	5	161277391	161326965
omim	GABRG2	137164	5	161494545	161582542
omim	CCNG1	601578	5	162864576	162872020
omim	HMMR	600936	5	162887555	162918947
omim	MAT2B	605527	5	162930119	162946342
omim	TENM2	610119	5	166711803	167690001
omim	WWC1	610533	5	167719154	167896221
omim	RARS	107820	5	167924222	167929040
omim	PANK3	606161	5	167975499	168006605
omim	MIR103A1	613187	5	167987896	167987982
omim	SLIT3	603745	5	168546875	168727781
omim	DOCK2	603122	5	169188310	169510381
omim	FOXI1	601093	5	169532900	169536407
omim	LCP2	601603	5	169673240	169725231
omim	KCNIP1	604660	5	169780490	170162939
omim	KCNMB1	603951	5	169809655	169816638
omim	GABRP	602729	5	170210722	170241051
omim	RANBP17	606141	5	170288873	170727019
omim	TLX3	604640	5	170736287	170739138
omim	NPM1	164040	5	170814832	170837888
omim	FGF18	603726	5	170846659	170884627
omim	FBXW11	605651	5	171303405	171335863
omim	STK10	603919	5	171469076	171615390
omim	UBTD2	610174	5	171636643	171711075
omim	SH3PXD2B	613293	5	171752184	171881362
omim	DUSP1	600714	5	172195092	172198198
omim	ATP6V0E1	603931	5	172410783	172461887
omim	SNORA74B	611331	5	172447730	172447931
omim	BNIP1	603291	5	172571548	172591060
omim	NKX2-5	600584	5	172659111	172662360
omim	STC2	603665	5	172741715	172756506
omim	CPEB4	610607	5	173316342	173383238
omim	MSX2	123101	5	174151535	174157896
omim	DRD1	126449	5	174867041	174871211
omim	HRH2	142703	5	175085032	175113245
omim	CPLX2	605033	5	175223630	175264851
omim	THOC3	606929	5	175388053	175394547
omim	NOP16	612861	5	175810960	175815576
omim	CLTB	118970	5	175819455	175843570
omim	GPRIN1	611239	5	176022802	176037134
omim	SNCB	602569	5	176047785	176057001
omim	UNC5A	607869	5	176237477	176307896
omim	HK3	142570	5	176307871	176326333
omim	UIMC1	609433	5	176332050	176433752
omim	ZNF346	605308	5	176449704	176491967
omim	FGFR4	134935	5	176513905	176525023
omim	NSD1	606681	5	176561229	176722763
omim	RAB24	612415	5	176728464	176730709
omim	PRELID1	605733	5	176730855	176731851
omim	MXD3	609450	5	176732500	176738899
omim	LMAN2	609551	5	176764435	176778668
omim	RGS14	602513	5	176798113	176799167
omim	SLC34A1	182309	5	176811444	176825849
omim	PFN3	612812	5	176827107	176827637
omim	F12	610619	5	176829625	176830527
omim	GRK6	600869	5	176853794	176869902
omim	DBN1	126660	5	176883608	176900742
omim	PDLIM7	605903	5	176910394	176924562
omim	DOK3	611435	5	176930750	176936858
omim	DDX41	608170	5	176938577	176944470
omim	B4GALT7	604327	5	177027100	177037348
omim	PROP1	601538	5	177419235	177423243
omim	NHP2	606470	5	177576460	177580968
omim	HNRNPAB	602688	5	177631533	177638156
omim	COL23A1	610043	5	177664618	178017556
omim	CLK4	607969	5	178029664	178054115
omim	ZNF354A	602444	5	178138592	178157703
omim	GRM6	604096	5	178405327	178422124
omim	ADAMTS2	604539	5	178577888	178772431
omim	RUFY1	610327	5	178986692	179037013
omim	HNRNPH1	601035	5	179041178	179050711
omim	CANX	114217	5	179125988	179155683
omim	MAML1	605424	5	179160370	179223512
omim	LTC4S	246530	5	179220993	179223511
omim	MGAT4B	604561	5	179224596	179229998
omim	SQSTM1	601530	5	179234323	179240598
omim	MAPK9	602896	5	179663186	179719092
omim	GFPT2	603865	5	179727689	179780387
omim	CNOT6	608951	5	179921416	180005353
omim	SCGB3A1	606500	5	180017102	180018540
omim	FLT4	136352	5	180034964	180076624
omim	MGAT1	160995	5	180218481	180230904
omim	ZFP62	610281	5	180275137	180288277
omim	BTNL3	606192	5	180415844	180433727
omim	TRIM7	609315	5	180621612	180631340
omim	TRIM41	610530	5	180660705	180661818
omim	GNB2L1	176981	5	180663936	180671209
omim	IRF4	601900	6	391738	411447
omim	HUS1B	609713	6	655938	656963
omim	EXOC2	615329	6	679142	693108
omim	FOXQ1	612788	6	1312674	1314992
omim	FOXF2	603250	6	1390068	1395832
omim	FOXC1	601090	6	1610680	1614127
omim	GMDS	602884	6	1624040	1625736
omim	WRNIP1	608196	6	2765647	2785979
omim	SERPINB1	130135	6	2833641	2842094
omim	SERPINB9	601799	6	2887499	2903514
omim	SERPINB6	173321	6	2948392	2971440
omim	NQO2	160998	6	3000235	3019989
omim	RIPK1	603453	6	3077057	3115421
omim	BPHL	603156	6	3118607	3152809
omim	TUBB2A	615101	6	3154812	3157760
omim	TUBB2B	612850	6	3224516	3231964
omim	SLC22A23	611697	6	3273063	3445218
omim	FAM50B	614686	6	3849619	3851551
omim	PRPF4B	602338	6	4021926	4060926
omim	ECI2	608024	6	4115940	4135791
omim	CDYL	603778	6	4890225	4955785
omim	RPP40	606117	6	4995311	5003892
omim	LYRM4	613311	6	5108652	5260975
omim	FARS2	611592	6	5261276	5771662
omim	NRN1	607409	6	5998947	6003196
omim	F13A1	134570	6	6144317	6321067
omim	LY86	605241	6	6588901	6654864
omim	RREB1	602209	6	7108263	7251263
omim	SSR1	600868	6	7287803	7313435
omim	CAGE1	608304	6	7374185	7389635
omim	DSP	125647	6	7541807	7586950
omim	BMP6	112266	6	7727029	7881655
omim	BLOC1S5	607289	6	8013799	8064647
omim	EEF1E1	609206	6	8090186	8102792
omim	SLC35B3	610845	6	8419046	8435794
omim	HULC	612210	6	8652369	8654079
omim	OFCC1	614287	6	9896943	10060998
omim	TFAP2A	107580	6	10398245	10416423
omim	GCNT2	600429	6	10521564	10629600
omim	PAK1IP1	607811	6	10694927	10710015
omim	TMEM14C	615318	6	10723147	10731352
omim	MAK	154235	6	10791939	10838752
omim	GCM2	603716	6	10873455	10882174
omim	ELOVL2	611814	6	10980991	11044547
omim	ERVFRD-1	610524	6	11102723	11105907
omim	NEDD9	602265	6	11185050	11382581
omim	ADTRP	614348	6	11717537	11779280
omim	HIVEP1	194540	6	12125978	12164808
omim	EDN1	131240	6	12290595	12297427
omim	PHACTR1	608723	6	12717892	13276355
omim	TBC1D7	612655	6	13305308	13328737
omim	SIRT5	604483	6	13574832	13612105
omim	NOL7	611533	6	13615820	13632971
omim	RANBP9	603854	6	13622564	13632987
omim	CD83	604534	6	14117871	14137149
omim	JARID2	601594	6	15246526	15522252
omim	DTNBP1	607145	6	15523037	15586246
omim	MYLIP	610082	6	16129355	16147112
omim	GMPR	139265	6	16238810	16295780
omim	ATXN1	601556	6	16737084	16761721
omim	NUP153	603948	6	17616273	17706656
omim	KIF13A	605433	6	17950639	17987854
omim	NHLRC1	608072	6	18120717	18122851
omim	TPMT	187680	6	18128541	18155305
omim	KDM1B	613081	6	18155618	18224084
omim	DEK	125264	6	18225700	18264772
omim	ID4	600581	6	19837616	19840915
omim	MBOAT1	611732	6	20126124	20212670
omim	E2F3	600427	6	20402397	20493941
omim	CDKAL1	611259	6	21201042	21231672
omim	SOX4	184430	6	21594070	21596233
omim	PRL	176760	6	22287479	22297730
omim	DCDC2	605755	6	24171983	24358280
omim	KAAG1	608211	6	24357130	24358512
omim	GPLD1	602515	6	24428404	24489850
omim	ALDH5A1	610045	6	24495079	24537435
omim	KIAA0319	609269	6	24544331	24646383
omim	TDP2	605764	6	24654605	24659400
omim	GMNN	602842	6	24775158	24786323
omim	FAM65B	611410	6	24804512	24911195
omim	CMAHP	603209	6	25081797	25138821
omim	LRRC16A	609593	6	25279655	25620758
omim	SCGN	609202	6	25652631	25701563
omim	HIST1H2AA	613499	6	25726290	25726790
omim	HIST1H2BA	609904	6	25727136	25727573
omim	SLC17A4	604216	6	25754926	25781419
omim	SLC17A1	182308	6	25783127	25832287
omim	SLC17A3	611034	6	25845083	25874471
omim	SLC17A2	611049	6	25913544	25926045
omim	HIST1H1A	142709	6	26017259	26018040
omim	HIST1H3A	602810	6	26020717	26021186
omim	HIST1H4A	602822	6	26021906	26022278
omim	HIST1H4B	602829	6	26027123	26027480
omim	HIST1H3B	602819	6	26031816	26032288
omim	HIST1H2AB	602795	6	26033319	26033796
omim	HIST1H2BB	602803	6	26043454	26043885
omim	HIST1H3C	602812	6	26045638	26046097
omim	HIST1H1C	142710	6	26055967	26056699
omim	HFE	613609	6	26087546	26098571
omim	HIST1H4C	602827	6	26104103	26104518
omim	HIST1H1T	142712	6	26107639	26108364
omim	HIST1H2BC	602847	6	26123583	26124154
omim	HIST1H2AC	602794	6	26124430	26139312
omim	HIST1H1E	142220	6	26156558	26157343
omim	HIST1H2BD	602799	6	26158348	26158871
omim	HIST1H2BE	602805	6	26183957	26184454
omim	HIST1H4D	602823	6	26188937	26189304
omim	HIST1H3D	602811	6	26197067	26197478
omim	HIST1H2AD	602792	6	26199078	26199471
omim	HIST1H2BF	602804	6	26199747	26200942
omim	HIST1H4E	602830	6	26204857	26206266
omim	HIST1H2BG	602798	6	26216427	26216872
omim	HIST1H2AE	602786	6	26217164	26217711
omim	HIST1H3E	602813	6	26225382	26225844
omim	HIST1H1D	142210	6	26234439	26235216
omim	HIST1H4F	602824	6	26240560	26240976
omim	HIST1H4G	602832	6	26246885	26247259
omim	HIST1H3F	602816	6	26250369	26250835
omim	HIST1H2BH	602806	6	26251878	26252303
omim	HIST1H3G	602815	6	26271145	26271612
omim	HIST1H2BI	602807	6	26273143	26273622
omim	HIST1H4H	602828	6	26281282	26285762
omim	BTN3A2	613594	6	26365496	26373315
omim	BTN2A2	613591	6	26383323	26395102
omim	BTN3A1	613593	6	26402522	26414301
omim	BTN2A3P	613592	6	26422346	26432611
omim	BTN3A3	613595	6	26440699	26453642
omim	BTN2A1	613590	6	26458152	26469865
omim	BTN1A1	601610	6	26501448	26510650
omim	ZNF322	610847	6	26638867	26659917
omim	HIST1H2BJ	615044	6	27100148	27100529
omim	HIST1H2AG	615012	6	27100831	27103070
omim	HIST1H4I	602833	6	27107075	27108418
omim	HIST1H2BK	615045	6	27114196	27114577
omim	HIST1H2AH	615013	6	27114860	27115317
omim	PRSS16	607169	6	27219366	27224235
omim	ZNF184	602277	6	27418598	27440460
omim	HIST1H2BL	602800	6	27775256	27775709
omim	HIST1H2AI	602787	6	27775898	27776429
omim	HIST1H3H	602818	6	27777841	27778314
omim	HIST1H2AJ	602791	6	27782111	27782607
omim	HIST1H2BM	602802	6	27782821	27783267
omim	HIST1H4J	602826	6	27791883	27792257
omim	HIST1H4K	602825	6	27798951	27799305
omim	HIST1H2AK	602788	6	27805657	27806117
omim	HIST1H2BN	602801	6	27806322	27819974
omim	HIST1H2AL	602793	6	27833033	27833606
omim	HIST1H1B	142711	6	27834569	27835359
omim	HIST1H3I	602814	6	27839622	27840099
omim	HIST1H4L	602831	6	27840925	27841289
omim	HIST1H3J	602817	6	27858092	27858570
omim	HIST1H2AM	602796	6	27860476	27860963
omim	HIST1H2BO	602808	6	27861202	27861669
omim	ZNF165	600834	6	28048752	28057341
omim	ZKSCAN8	602240	6	28109715	28121851
omim	ZSCAN9	602246	6	28193069	28201244
omim	ZKSCAN4	611643	6	28212400	28220002
omim	ZSCAN31	610794	6	28292513	28303911
omim	ZKSCAN3	612791	6	28327109	28334531
omim	ZSCAN12	603978	6	28346731	28367511
