Database_from	ID	Chromosome	Start_Coordinate	Stop_Coordinate
PseudoGene	PGOHUM00000251274	10	88753108	88760196
PseudoGene	PGOHUM00000251275	10	97728530	97728661
PseudoGene	PGOHUM00000251276	10	99037395	99037824
PseudoGene	PGOHUM00000251277	10	112210387	112210866
PseudoGene	PGOHUM00000251280	10	127961387	127961899
PseudoGene	PGOHUM00000256549	10	3525469	3525963
PseudoGene	PGOHUM00000256551	10	32520777	32521172
PseudoGene	PGOHUM00000256603	10	96932822	96932944
PseudoGene	PGOHUM00000256607	10	37833505	37833632
PseudoGene	PGOHUM00000256660	10	72149182	72150351
PseudoGene	PGOHUM00000256661	10	103849725	103849820
PseudoGene	PGOHUM00000256662	10	107446080	107446792
PseudoGene	PGOHUM00000257775	10	22498250	22498936
PseudoGene	PGOHUM00000257777	10	38107534	38109701
PseudoGene	PGOHUM00000257779	10	46663903	46673615
PseudoGene	PGOHUM00000257780	10	48850803	48860514
PseudoGene	PGOHUM00000257781	10	59972300	59972745
PseudoGene	PGOHUM00000257782	10	97518552	97518851
PseudoGene	PGOHUM00000257783	10	97759743	97760002
PseudoGene	PGOHUM00000257784	10	101457471	101457706
PseudoGene	PGOHUM00000257785	10	27003821	27004336
PseudoGene	PGOHUM00000257786	10	38647229	38647456
PseudoGene	PGOHUM00000257787	10	38654362	38660101
PseudoGene	PGOHUM00000257788	10	44018689	44020552
PseudoGene	PGOHUM00000257789	10	85656087	85656272
PseudoGene	PGOHUM00000258453	10	126330	131637
PseudoGene	PGOHUM00000258454	10	625901	626322
PseudoGene	PGOHUM00000258455	10	1526943	1527437
PseudoGene	PGOHUM00000258456	10	4918820	4927715
PseudoGene	PGOHUM00000258457	10	4932017	4932187
PseudoGene	PGOHUM00000258459	10	15028873	15029484
PseudoGene	PGOHUM00000258461	10	30655239	30655664
PseudoGene	PGOHUM00000258462	10	30657347	30657580
PseudoGene	PGOHUM00000258463	10	30659781	30660026
PseudoGene	PGOHUM00000258466	10	42644761	42644997
PseudoGene	PGOHUM00000258468	10	42965528	42965716
PseudoGene	PGOHUM00000258471	10	44284700	44285835
PseudoGene	PGOHUM00000258474	10	46195074	46195531
PseudoGene	PGOHUM00000258475	10	46383611	46411622
PseudoGene	PGOHUM00000258476	10	46751425	46761170
PseudoGene	PGOHUM00000258480	10	47729328	47729785
PseudoGene	PGOHUM00000258482	10	48941193	48950937
PseudoGene	PGOHUM00000258484	10	49258303	49268046
PseudoGene	PGOHUM00000258485	10	51287079	51352372
PseudoGene	PGOHUM00000258488	10	75478917	75488312
PseudoGene	PGOHUM00000258489	10	81259485	81259852
PseudoGene	PGOHUM00000258490	10	81286266	81286391
PseudoGene	PGOHUM00000258491	10	81342057	81342755
PseudoGene	PGOHUM00000258494	10	81777462	81777626
PseudoGene	PGOHUM00000258496	10	82535924	82537449
PseudoGene	PGOHUM00000258497	10	82700400	82700775
PseudoGene	PGOHUM00000258498	10	88769057	88769514
PseudoGene	PGOHUM00000258499	10	88975740	88975934
PseudoGene	PGOHUM00000258502	10	94238423	94238554
PseudoGene	PGOHUM00000258503	10	95641046	95641695
PseudoGene	PGOHUM00000258504	10	102941267	102941653
PseudoGene	PGOHUM00000258505	10	111898963	111899184
PseudoGene	PGOHUM00000258506	10	121574730	121576074
PseudoGene	PGOHUM00000258512	10	27602673	27602807
PseudoGene	PGOHUM00000258514	10	37284047	37284515
PseudoGene	PGOHUM00000258515	10	38475595	38501342
PseudoGene	PGOHUM00000258517	10	38746636	38755009
PseudoGene	PGOHUM00000258524	10	48901563	48902020
PseudoGene	PGOHUM00000258526	10	51642387	51707663
PseudoGene	PGOHUM00000258527	10	52455219	52455765
PseudoGene	PGOHUM00000258532	10	81620208	81620754
PseudoGene	PGOHUM00000258533	10	81680083	81682785
PseudoGene	PGOHUM00000258534	10	89136520	89137066
PseudoGene	PGOHUM00000258540	10	112016822	112017601
PseudoGene	PGOHUM00000258546	10	124537051	124539902
PseudoGene	PGOHUM00000258547	10	124547726	124548049
PseudoGene	PGOHUM00000258548	10	124558326	124558631
PseudoGene	PGOHUM00000258549	10	124561902	124578437
PseudoGene	PGOHUM00000261079	10	8555648	8557142
PseudoGene	PGOHUM00000261080	10	10299174	10299336
PseudoGene	PGOHUM00000261081	10	13201474	13201816
PseudoGene	PGOHUM00000261082	10	30807326	30807665
PseudoGene	PGOHUM00000261083	10	38739647	38740003
PseudoGene	PGOHUM00000261084	10	45829751	45830018
PseudoGene	PGOHUM00000261085	10	47133713	47133898
PseudoGene	PGOHUM00000261086	10	70477051	70477208
PseudoGene	PGOHUM00000261087	10	76183191	76183861
PseudoGene	PGOHUM00000261088	10	81270281	81270435
PseudoGene	PGOHUM00000261089	10	21317928	21318735
PseudoGene	PGOHUM00000261090	10	28193109	28194091
PseudoGene	PGOHUM00000261091	10	30645171	30646332
PseudoGene	PGOHUM00000261092	10	30978164	30993620
PseudoGene	PGOHUM00000261093	10	38736743	38737919
PseudoGene	PGOHUM00000261094	10	38740019	38740656
PseudoGene	PGOHUM00000261097	10	82004921	82005125
PseudoGene	PGOHUM00000261098	10	89457345	89457618
PseudoGene	PGOHUM00000261099	10	90487301	90488230
PseudoGene	PGOHUM00000261101	10	96943562	96943967
PseudoGene	PGOHUM00000261102	10	124488950	124509736
PseudoGene	PGOHUM00000261957	10	69415980	69416162
PseudoGene	PGOHUM00000261958	10	43078683	43078835
PseudoGene	PGOHUM00000261963	10	22514543	22514650
PseudoGene	PGOHUM00000261964	10	43221298	43232612
PseudoGene	PGOHUM00000262831	10	42833372	42833688
PseudoGene	PGOHUM00000262832	10	45689244	45693771
PseudoGene	PGOHUM00000262833	10	47634744	47640093
PseudoGene	PGOHUM00000262834	10	51532105	51532560
PseudoGene	PGOHUM00000262835	10	51501536	51501750
PseudoGene	PGOHUM00000262836	10	97916080	97920527
PseudoGene	PGOHUM00000262837	10	135515571	135516032
PseudoGene	PGOHUM00000262838	10	5165463	5177418
PseudoGene	PGOHUM00000262839	10	31207937	31210616
PseudoGene	PGOHUM00000262840	10	42725270	42725637
PseudoGene	PGOHUM00000262841	10	42726044	42726591
PseudoGene	PGOHUM00000262842	10	42830496	42832899
PseudoGene	PGOHUM00000262843	10	44100294	44101699
PseudoGene	PGOHUM00000262844	10	47179563	47179883
PseudoGene	PGOHUM00000262845	10	49205700	49206020
PseudoGene	PGOHUM00000262846	10	51216266	51216670
PseudoGene	PGOHUM00000262847	10	64500966	64501154
PseudoGene	PGOHUM00000262848	10	66380158	66380679
PseudoGene	PGOHUM00000262849	10	74765814	74766353
PseudoGene	PGOHUM00000262850	10	93426555	93427518
PseudoGene	PGOHUM00000262851	10	95043794	95044315
PseudoGene	PGOHUM00000262852	10	120631594	120632114
PseudoGene	PGOHUM00000262853	10	122892917	122893243
PseudoGene	PGOHUM00000262854	10	39034778	39035325
PseudoGene	PGOHUM00000262855	10	47742109	47742469
PseudoGene	PGOHUM00000262856	10	48209539	48209646
PseudoGene	PGOHUM00000262857	10	48249467	48249787
PseudoGene	PGOHUM00000262858	10	52438935	52445370
PseudoGene	PGOHUM00000262859	10	70259292	70259706
PseudoGene	PGOHUM00000262860	10	88781863	88782144
PseudoGene	PGOHUM00000262861	10	93896634	93898011
PseudoGene	PGOHUM00000263360	10	27686680	27686979
PseudoGene	PGOHUM00000263361	10	46897648	46938364
PseudoGene	PGOHUM00000263362	10	55526160	55526374
PseudoGene	PGOHUM00000242104	11	86652	87586
PseudoGene	PGOHUM00000242109	11	159877	159981
PseudoGene	PGOHUM00000242110	11	243104	243642
PseudoGene	PGOHUM00000242111	11	303857	304363
PseudoGene	PGOHUM00000242113	11	1824122	1825325
PseudoGene	PGOHUM00000242116	11	3310486	3356749
PseudoGene	PGOHUM00000242117	11	3412025	3412982
PseudoGene	PGOHUM00000242119	11	3431582	3443726
PseudoGene	PGOHUM00000242120	11	3434934	3435244
PseudoGene	PGOHUM00000242122	11	3450969	3521861
PseudoGene	PGOHUM00000242123	11	3570972	3571749
PseudoGene	PGOHUM00000242126	11	3913626	3914117
PseudoGene	PGOHUM00000242128	11	4010080	4010565
PseudoGene	PGOHUM00000242130	11	4231580	4233321
PseudoGene	PGOHUM00000242131	11	4536196	4537154
PseudoGene	PGOHUM00000242132	11	4682083	4682960
PseudoGene	PGOHUM00000242136	11	4815041	4815483
PseudoGene	PGOHUM00000242137	11	4958601	4959524
PseudoGene	PGOHUM00000242138	11	4994191	4995114
PseudoGene	PGOHUM00000242139	11	5097375	5098278
PseudoGene	PGOHUM00000242140	11	5191617	5192502
PseudoGene	PGOHUM00000242141	11	5198980	5199849
PseudoGene	PGOHUM00000242142	11	5264330	5264557
PseudoGene	PGOHUM00000242143	11	5312976	5313533
PseudoGene	PGOHUM00000242144	11	5336005	5336920
PseudoGene	PGOHUM00000242145	11	5351824	5352590
PseudoGene	PGOHUM00000242147	11	5489743	5490619
PseudoGene	PGOHUM00000242150	11	5587939	5588846
PseudoGene	PGOHUM00000242152	11	5828776	5828902
PseudoGene	PGOHUM00000242153	11	6015107	6016386
PseudoGene	PGOHUM00000242154	11	6067043	6067977
PseudoGene	PGOHUM00000242155	11	6088112	6089013
PseudoGene	PGOHUM00000242158	11	6318417	6319382
PseudoGene	PGOHUM00000242159	11	6509408	6510607
PseudoGene	PGOHUM00000242161	11	6738050	6740530
PseudoGene	PGOHUM00000242162	11	6864709	6865897
PseudoGene	PGOHUM00000242163	11	7794464	7795361
PseudoGene	PGOHUM00000242166	11	9627668	9627942
PseudoGene	PGOHUM00000242167	11	9652553	9652915
PseudoGene	PGOHUM00000242168	11	9980289	9981333
PseudoGene	PGOHUM00000242169	11	11203355	11203835
PseudoGene	PGOHUM00000242170	11	11780608	11780980
PseudoGene	PGOHUM00000242171	11	11878037	11878406
PseudoGene	PGOHUM00000242175	11	14695150	14696101
PseudoGene	PGOHUM00000242176	11	15009215	15010216
PseudoGene	PGOHUM00000242177	11	16505284	16506218
PseudoGene	PGOHUM00000242178	11	17159526	17159812
PseudoGene	PGOHUM00000242179	11	17457222	17457728
PseudoGene	PGOHUM00000242180	11	17629986	17630532
PseudoGene	PGOHUM00000242181	11	18471770	18472414
PseudoGene	PGOHUM00000242182	11	18511786	18512501
PseudoGene	PGOHUM00000242184	11	18617001	18617913
PseudoGene	PGOHUM00000242186	11	18885105	18886056
PseudoGene	PGOHUM00000242187	11	18892534	18895009
PseudoGene	PGOHUM00000242188	11	18908483	18909467
PseudoGene	PGOHUM00000242190	11	18977598	18978560
PseudoGene	PGOHUM00000242191	11	18993286	18994246
PseudoGene	PGOHUM00000242192	11	19051238	19051982
PseudoGene	PGOHUM00000242193	11	19296076	19296815
PseudoGene	PGOHUM00000242194	11	23391662	23399247
PseudoGene	PGOHUM00000242195	11	25162077	25162745
PseudoGene	PGOHUM00000242198	11	28166450	28166752
PseudoGene	PGOHUM00000242200	11	29690433	29691175
PseudoGene	PGOHUM00000242202	11	31302225	31302534
PseudoGene	PGOHUM00000242204	11	33097112	33098006
PseudoGene	PGOHUM00000242205	11	33211584	33212049
PseudoGene	PGOHUM00000242206	11	33808600	33809341
PseudoGene	PGOHUM00000242207	11	34356664	34357549
PseudoGene	PGOHUM00000242208	11	34426210	34426502
PseudoGene	PGOHUM00000242209	11	35988560	35990226
PseudoGene	PGOHUM00000242210	11	36018745	36019225
PseudoGene	PGOHUM00000242213	11	40105263	40106067
PseudoGene	PGOHUM00000242214	11	40466854	40468691
PseudoGene	PGOHUM00000242215	11	43085181	43086406
PseudoGene	PGOHUM00000242216	11	43283654	43284975
PseudoGene	PGOHUM00000242217	11	43740214	43740482
PseudoGene	PGOHUM00000242218	11	44561332	44561655
PseudoGene	PGOHUM00000242219	11	44561779	44562240
PseudoGene	PGOHUM00000242221	11	46450245	46450700
PseudoGene	PGOHUM00000242222	11	47062576	47063497
PseudoGene	PGOHUM00000242223	11	47212743	47213093
PseudoGene	PGOHUM00000242224	11	47926875	47927159
PseudoGene	PGOHUM00000242225	11	48453772	48454699
PseudoGene	PGOHUM00000242226	11	48485605	48486529
PseudoGene	PGOHUM00000242227	11	48507804	48508397
PseudoGene	PGOHUM00000242228	11	48910127	48910502
PseudoGene	PGOHUM00000242229	11	48919386	48919917
PseudoGene	PGOHUM00000242230	11	48921830	48923733
PseudoGene	PGOHUM00000242231	11	48987831	48988363
PseudoGene	PGOHUM00000242232	11	49007423	49013433
PseudoGene	PGOHUM00000242235	11	49092304	49092552
PseudoGene	PGOHUM00000242237	11	49138571	49146098
PseudoGene	PGOHUM00000242239	11	49834065	49834579
PseudoGene	PGOHUM00000242243	11	49910977	49911509
PseudoGene	PGOHUM00000242245	11	49919819	49920738
PseudoGene	PGOHUM00000242246	11	49936895	49937116
PseudoGene	PGOHUM00000242249	11	50061788	50062069
PseudoGene	PGOHUM00000242250	11	50246823	50254524
PseudoGene	PGOHUM00000242251	11	51393429	51394366
PseudoGene	PGOHUM00000242252	11	51425923	51426814
PseudoGene	PGOHUM00000242253	11	51435501	51436403
PseudoGene	PGOHUM00000242254	11	51451072	51451990
PseudoGene	PGOHUM00000242256	11	51526874	51527800
PseudoGene	PGOHUM00000242257	11	55040952	55041468
PseudoGene	PGOHUM00000242260	11	55069942	55071636
PseudoGene	PGOHUM00000242261	11	55637710	55638241
PseudoGene	PGOHUM00000242264	11	55715646	55716374
PseudoGene	PGOHUM00000242265	11	55724808	55725063
PseudoGene	PGOHUM00000242266	11	55782493	55783433
PseudoGene	PGOHUM00000242267	11	55864732	55900671
PseudoGene	PGOHUM00000242268	11	55910093	55910844
PseudoGene	PGOHUM00000242269	11	55955855	55956763
PseudoGene	PGOHUM00000242270	11	55972600	55973100
PseudoGene	PGOHUM00000242271	11	55978352	55979296
PseudoGene	PGOHUM00000242272	11	56064016	56064934
PseudoGene	PGOHUM00000242273	11	56098823	56099964
PseudoGene	PGOHUM00000242274	11	56246988	56247896
PseudoGene	PGOHUM00000242275	11	56267827	56268746
PseudoGene	PGOHUM00000242279	11	56364935	56365838
PseudoGene	PGOHUM00000242280	11	56387255	56388283
PseudoGene	PGOHUM00000242281	11	56400684	56401557
PseudoGene	PGOHUM00000242282	11	56436502	56437393
PseudoGene	PGOHUM00000242283	11	56503789	56503947
PseudoGene	PGOHUM00000242284	11	56518503	56519378
PseudoGene	PGOHUM00000242288	11	57343768	57344553
PseudoGene	PGOHUM00000242289	11	57485521	57486002
PseudoGene	PGOHUM00000242290	11	57633804	57634697
PseudoGene	PGOHUM00000242291	11	57637798	57638034
PseudoGene	PGOHUM00000242292	11	57713072	57713889
PseudoGene	PGOHUM00000242293	11	57808288	57826401
PseudoGene	PGOHUM00000242294	11	57839853	57841100
PseudoGene	PGOHUM00000242295	11	57844856	57846045
PseudoGene	PGOHUM00000242296	11	58009515	58010428
PseudoGene	PGOHUM00000242297	11	58059322	58060228
PseudoGene	PGOHUM00000242298	11	58085121	58085853
PseudoGene	PGOHUM00000242299	11	58111217	58112143
PseudoGene	PGOHUM00000242300	11	58116377	58117289
PseudoGene	PGOHUM00000242301	11	58121474	58121972
PseudoGene	PGOHUM00000242302	11	58133309	58134236
PseudoGene	PGOHUM00000242303	11	58155053	58155941
PseudoGene	PGOHUM00000242304	11	58516470	58526130
PseudoGene	PGOHUM00000242305	11	58563710	58564327
PseudoGene	PGOHUM00000242306	11	58735069	58735764
PseudoGene	PGOHUM00000242307	11	58763239	58767162
PseudoGene	PGOHUM00000242308	11	58909560	58910103
PseudoGene	PGOHUM00000242310	11	59054815	59056958
PseudoGene	PGOHUM00000242315	11	61779226	61780097
PseudoGene	PGOHUM00000242316	11	61840354	61840524
PseudoGene	PGOHUM00000242319	11	62799979	62800575
PseudoGene	PGOHUM00000242320	11	62883352	62883810
PseudoGene	PGOHUM00000242323	11	63466049	63466237
PseudoGene	PGOHUM00000242324	11	63602139	63602415
PseudoGene	PGOHUM00000242326	11	64792860	64794028
PseudoGene	PGOHUM00000242327	11	64913165	64913464
PseudoGene	PGOHUM00000242328	11	64927665	64927853
PseudoGene	PGOHUM00000242329	11	64942509	64943144
PseudoGene	PGOHUM00000242330	11	65281874	65282056
PseudoGene	PGOHUM00000242331	11	65751153	65751836
PseudoGene	PGOHUM00000242332	11	66529049	66529870
PseudoGene	PGOHUM00000242333	11	66538724	66539141
PseudoGene	PGOHUM00000242334	11	66962925	66963673
PseudoGene	PGOHUM00000242338	11	67503071	67504030
PseudoGene	PGOHUM00000242339	11	67519201	67524450
PseudoGene	PGOHUM00000242342	11	67580013	67640842
PseudoGene	PGOHUM00000242343	11	67693125	67693902
PseudoGene	PGOHUM00000242346	11	68256064	68256308
PseudoGene	PGOHUM00000242348	11	69552122	69552784
PseudoGene	PGOHUM00000242349	11	70125021	70125403
PseudoGene	PGOHUM00000242350	11	71093650	71102640
PseudoGene	PGOHUM00000242351	11	71217110	71217424
PseudoGene	PGOHUM00000242354	11	71464585	71464698
PseudoGene	PGOHUM00000242360	11	71960894	71962332
PseudoGene	PGOHUM00000242361	11	72262104	72263427
PseudoGene	PGOHUM00000242362	11	73422034	73422337
PseudoGene	PGOHUM00000242363	11	73561510	73562204
PseudoGene	PGOHUM00000242364	11	73632704	73633237
PseudoGene	PGOHUM00000242365	11	73702324	73703223
PseudoGene	PGOHUM00000242367	11	74196619	74197086
PseudoGene	PGOHUM00000242369	11	74782190	74783127
PseudoGene	PGOHUM00000242370	11	74790416	74791171
PseudoGene	PGOHUM00000242371	11	74842157	74842928
PseudoGene	PGOHUM00000242372	11	74939359	74939697
PseudoGene	PGOHUM00000242373	11	75622244	75622668
PseudoGene	PGOHUM00000242374	11	75653169	75653477
PseudoGene	PGOHUM00000242376	11	77524368	77524722
PseudoGene	PGOHUM00000242377	11	77579768	77580241
PseudoGene	PGOHUM00000242378	11	77626039	77626490
PseudoGene	PGOHUM00000242380	11	81266946	81267465
PseudoGene	PGOHUM00000242381	11	81553476	81553713
PseudoGene	PGOHUM00000242383	11	82751782	82751955
PseudoGene	PGOHUM00000242385	11	82817616	82817999
PseudoGene	PGOHUM00000242386	11	82822096	82822502
PseudoGene	PGOHUM00000242387	11	83501016	83502621
PseudoGene	PGOHUM00000242388	11	83525502	83526604
PseudoGene	PGOHUM00000242390	11	84708278	84708813
PseudoGene	PGOHUM00000242393	11	85163848	85164815
PseudoGene	PGOHUM00000242394	11	86532185	86532858
PseudoGene	PGOHUM00000242395	11	86543591	86544498
PseudoGene	PGOHUM00000242396	11	86568091	86568999
PseudoGene	PGOHUM00000242397	11	86805708	86807315
PseudoGene	PGOHUM00000242398	11	86969894	86970300
PseudoGene	PGOHUM00000242400	11	87040398	87041092
PseudoGene	PGOHUM00000242401	11	87191803	87192355
PseudoGene	PGOHUM00000242402	11	87525924	87527048
PseudoGene	PGOHUM00000242403	11	88141350	88142391
PseudoGene	PGOHUM00000242404	11	89026912	89027414
PseudoGene	PGOHUM00000242405	11	89231913	89232260
PseudoGene	PGOHUM00000242406	11	89456812	89457275
PseudoGene	PGOHUM00000242409	11	89617096	89617282
PseudoGene	PGOHUM00000242410	11	89628967	89629374
PseudoGene	PGOHUM00000242411	11	89630396	89633617
PseudoGene	PGOHUM00000242413	11	89668655	89669181
PseudoGene	PGOHUM00000242419	11	89808013	89808263
PseudoGene	PGOHUM00000242420	11	89831588	89831965
PseudoGene	PGOHUM00000242421	11	90847893	90849127
PseudoGene	PGOHUM00000242422	11	91682907	91683218
PseudoGene	PGOHUM00000242424	11	92069204	92069662
PseudoGene	PGOHUM00000242425	11	92099665	92100416
PseudoGene	PGOHUM00000242426	11	92231316	92232100
PseudoGene	PGOHUM00000242427	11	92785564	92785993
PseudoGene	PGOHUM00000242428	11	93342942	93343561
PseudoGene	PGOHUM00000242429	11	93731809	93732389
PseudoGene	PGOHUM00000242431	11	93921618	93922163
PseudoGene	PGOHUM00000242432	11	95490118	95490608
PseudoGene	PGOHUM00000242433	11	96513687	96514225
PseudoGene	PGOHUM00000242434	11	96871277	96871734
PseudoGene	PGOHUM00000242435	11	96957284	96957769
PseudoGene	PGOHUM00000242436	11	98000877	98001928
PseudoGene	PGOHUM00000242437	11	98435807	98437559
PseudoGene	PGOHUM00000242438	11	101636666	101640691
PseudoGene	PGOHUM00000242439	11	102179321	102179529
PseudoGene	PGOHUM00000242441	11	102637532	102638658
PseudoGene	PGOHUM00000242443	11	102677676	102678647
PseudoGene	PGOHUM00000242446	11	103272734	103273312
PseudoGene	PGOHUM00000242447	11	103273316	103273989
PseudoGene	PGOHUM00000242448	11	103274237	103274895
PseudoGene	PGOHUM00000242449	11	103275040	103276555
PseudoGene	PGOHUM00000242450	11	103276947	103277969
PseudoGene	PGOHUM00000242451	11	103278172	103279104
PseudoGene	PGOHUM00000242452	11	104553114	104553309
PseudoGene	PGOHUM00000242460	11	104993948	104994070
PseudoGene	PGOHUM00000242462	11	105065180	105065673
PseudoGene	PGOHUM00000242463	11	106654139	106655204
PseudoGene	PGOHUM00000242466	11	107456626	107457424
PseudoGene	PGOHUM00000242467	11	107471135	107471592
PseudoGene	PGOHUM00000242468	11	107513619	107514522
PseudoGene	PGOHUM00000242469	11	107607076	107607693
PseudoGene	PGOHUM00000242470	11	107608647	107609332
PseudoGene	PGOHUM00000242471	11	108561016	108561683
PseudoGene	PGOHUM00000242472	11	108600572	108600830
PseudoGene	PGOHUM00000242473	11	108693063	108693377
PseudoGene	PGOHUM00000242474	11	109357677	109358155
PseudoGene	PGOHUM00000242475	11	109508198	109508828
PseudoGene	PGOHUM00000242476	11	109777733	109778462
PseudoGene	PGOHUM00000242477	11	109855967	109856386
PseudoGene	PGOHUM00000242479	11	110747717	110747887
PseudoGene	PGOHUM00000242480	11	110976292	110976619
PseudoGene	PGOHUM00000242481	11	110977782	110978211
PseudoGene	PGOHUM00000242482	11	111541680	111543149
PseudoGene	PGOHUM00000242484	11	111817398	111817616
PseudoGene	PGOHUM00000242485	11	111900562	111901091
PseudoGene	PGOHUM00000242486	11	111907351	111907602
PseudoGene	PGOHUM00000242487	11	112093044	112093264
PseudoGene	PGOHUM00000242489	11	112138019	112139094
PseudoGene	PGOHUM00000242490	11	112332206	112332643
PseudoGene	PGOHUM00000242491	11	113621841	113622008
PseudoGene	PGOHUM00000242492	11	113691578	113692605
PseudoGene	PGOHUM00000242493	11	114383503	114384124
PseudoGene	PGOHUM00000242494	11	115409587	115410102
PseudoGene	PGOHUM00000242496	11	115821826	115822209
PseudoGene	PGOHUM00000242497	11	116988510	116989435
PseudoGene	PGOHUM00000242499	11	118079651	118079948
PseudoGene	PGOHUM00000242500	11	118193500	118193805
PseudoGene	PGOHUM00000242501	11	118560746	118561442
PseudoGene	PGOHUM00000242502	11	118704506	118705274
PseudoGene	PGOHUM00000242504	11	118876435	118876650
PseudoGene	PGOHUM00000242505	11	119315607	119316194
PseudoGene	PGOHUM00000242507	11	119692133	119692981
PseudoGene	PGOHUM00000242508	11	120490643	120490979
PseudoGene	PGOHUM00000242510	11	121120979	121121682
PseudoGene	PGOHUM00000242511	11	121232562	121233631
PseudoGene	PGOHUM00000242512	11	121297250	121298125
PseudoGene	PGOHUM00000242513	11	122484155	122485272
PseudoGene	PGOHUM00000242514	11	122920445	122920674
PseudoGene	PGOHUM00000242515	11	123006631	123007082
PseudoGene	PGOHUM00000242516	11	123010588	123011103
PseudoGene	PGOHUM00000242517	11	123210929	123211422
PseudoGene	PGOHUM00000242518	11	123468654	123470160
PseudoGene	PGOHUM00000242519	11	123711684	123712596
PseudoGene	PGOHUM00000242520	11	123732440	123733240
PseudoGene	PGOHUM00000242522	11	124194757	124195683
PseudoGene	PGOHUM00000242523	11	124208680	124209570
PseudoGene	PGOHUM00000242524	11	124227468	124228389
PseudoGene	PGOHUM00000242525	11	124235533	124236447
PseudoGene	PGOHUM00000242526	11	124246779	124247703
PseudoGene	PGOHUM00000242527	11	124274698	124274997
PseudoGene	PGOHUM00000242528	11	124350896	124351824
PseudoGene	PGOHUM00000242529	11	124386224	124387138
PseudoGene	PGOHUM00000242530	11	124408438	124409214
PseudoGene	PGOHUM00000242531	11	124677644	124678110
PseudoGene	PGOHUM00000242532	11	126049389	126049601
PseudoGene	PGOHUM00000242533	11	126148215	126148473
PseudoGene	PGOHUM00000242534	11	127810879	127811550
PseudoGene	PGOHUM00000242536	11	129165184	129166376
PseudoGene	PGOHUM00000242537	11	129902762	129903115
PseudoGene	PGOHUM00000242538	11	129952390	129952676
PseudoGene	PGOHUM00000242539	11	130155488	130155726
PseudoGene	PGOHUM00000242540	11	130414537	130414742
PseudoGene	PGOHUM00000242541	11	130416694	130417322
PseudoGene	PGOHUM00000242542	11	130659124	130660770
PseudoGene	PGOHUM00000242543	11	131640677	131641440
PseudoGene	PGOHUM00000242544	11	133734644	133735539
PseudoGene	PGOHUM00000242545	11	133993722	133994222
PseudoGene	PGOHUM00000242546	11	134186665	134187166
PseudoGene	PGOHUM00000242547	11	75780	76176
PseudoGene	PGOHUM00000242549	11	1212790	1221829
PseudoGene	PGOHUM00000242551	11	1981473	1981657
PseudoGene	PGOHUM00000242552	11	2792598	2792807
PseudoGene	PGOHUM00000242553	11	3297283	3297616
PseudoGene	PGOHUM00000242554	11	3343099	3343432
PseudoGene	PGOHUM00000242556	11	3427728	3430128
PseudoGene	PGOHUM00000242557	11	3490534	3490647
PseudoGene	PGOHUM00000242558	11	3580887	3581251
PseudoGene	PGOHUM00000242560	11	3982509	3982709
PseudoGene	PGOHUM00000242561	11	4040178	4040345
PseudoGene	PGOHUM00000242562	11	4299937	4300519
PseudoGene	PGOHUM00000242563	11	4399512	4400439
PseudoGene	PGOHUM00000242564	11	4439302	4440196
PseudoGene	PGOHUM00000242565	11	4496039	4496974
PseudoGene	PGOHUM00000242566	11	4739857	4740771
PseudoGene	PGOHUM00000242567	11	4808020	4808881
PseudoGene	PGOHUM00000242568	11	4853363	4854284
PseudoGene	PGOHUM00000242569	11	4897823	4898700
PseudoGene	PGOHUM00000242570	11	5036398	5037285
PseudoGene	PGOHUM00000242571	11	5058249	5059178
PseudoGene	PGOHUM00000242572	11	5090805	5091712
PseudoGene	PGOHUM00000242573	11	5113906	5114877
PseudoGene	PGOHUM00000242574	11	5125383	5126311
PseudoGene	PGOHUM00000242575	11	5375922	5376851
PseudoGene	PGOHUM00000242576	11	5383845	5384076
PseudoGene	PGOHUM00000242578	11	5740532	5741424
PseudoGene	PGOHUM00000242580	11	5786362	5787252
PseudoGene	PGOHUM00000242581	11	5821594	5822550
PseudoGene	PGOHUM00000242582	11	5895207	5896104
PseudoGene	PGOHUM00000242583	11	5924997	5925678
PseudoGene	PGOHUM00000242584	11	7767537	7768426
PseudoGene	PGOHUM00000242585	11	7805244	7805951
PseudoGene	PGOHUM00000242586	11	7870259	7871167
PseudoGene	PGOHUM00000242587	11	7999043	7999252
PseudoGene	PGOHUM00000242589	11	9627713	9628153
PseudoGene	PGOHUM00000242590	11	10360024	10360342
PseudoGene	PGOHUM00000242591	11	10791056	10791535
PseudoGene	PGOHUM00000242592	11	11157029	11158283
PseudoGene	PGOHUM00000242594	11	11261402	11261722
PseudoGene	PGOHUM00000242595	11	13173747	13173895
PseudoGene	PGOHUM00000242597	11	13510178	13510391
PseudoGene	PGOHUM00000242598	11	13707164	13707265
PseudoGene	PGOHUM00000242599	11	13777587	13779111
PseudoGene	PGOHUM00000242600	11	14462333	14463222
PseudoGene	PGOHUM00000242602	11	15097714	15097909
PseudoGene	PGOHUM00000242603	11	17073572	17074546
PseudoGene	PGOHUM00000242604	11	17215453	17215852
PseudoGene	PGOHUM00000242605	11	18128159	18128390
PseudoGene	PGOHUM00000242606	11	18174824	18175801
PseudoGene	PGOHUM00000242608	11	18218207	18218892
PseudoGene	PGOHUM00000242609	11	18686597	18686945
PseudoGene	PGOHUM00000242610	11	18857752	18858631
