database	gene_symbol	cnv_score	chr	start	end
exac_v3	MYO19	-2.471627899	17	34851477	34899284
exac_v3	PIGW	-2.471627899	17	34890847	34895159
exac_v3	GGNBP2	-2.471627899	17	34900737	34946278
exac_v3	DHRS11	-1.358920373	17	34948228	34957235
exac_v3	MRM1	-1.152444476	17	34958001	34965407
exac_v3	SHPK	-2.471627899	17	3511556	3539616
exac_v3	LHX1	-1.229157196	17	35294084	35301917
exac_v3	AATF	-0.888838255	17	35306175	35414171
exac_v3	CTNS	-2.471627899	17	3539762	3564836
exac_v3	ACACA	0.081109784	17	35441923	35766909
exac_v3	TAX1BP3	-0.755564924	17	3566196	3571976
exac_v3	P2RX5-TAX1BP3	-1.044245094	17	3566357	3599488
exac_v3	EMC6	-0.92229476	17	3572109	3572962
exac_v3	C17orf78	-1.45496949	17	35732928	35749662
exac_v3	P2RX5	-1.039674157	17	3575493	3599698
exac_v3	TADA2A	-0.911963042	17	35766965	35839835
exac_v3	DUSP14	-1.619623718	17	35849937	35873603
exac_v3	SYNRG	-0.474346246	17	35874900	35969544
exac_v3	DDX52	-0.84354697	17	35969787	36003493
exac_v3	ITGAE	-0.828209757	17	3617922	3704537
exac_v3	GSG2	-1.929618812	17	3627211	3630067
exac_v3	GPR179	-1.575368664	17	36481413	36499730
exac_v3	SOCS7	0.194048446	17	36508111	36556019
exac_v3	SRCIN1	1.008296693	17	36686251	36762183
exac_v3	MLLT6	0.999937488	17	36861795	36886056
exac_v3	PCGF2	0.637080334	17	36890150	36906070
exac_v3	PSMB3	0.488037901	17	36908989	36920484
exac_v3	PIP4K2B	0.879207791	17	36921942	36956379
exac_v3	CWC25	-0.669653467	17	36956687	36981734
exac_v3	C17orf98	0.45878199	17	36991341	36997708
exac_v3	RPL23	0.254114536	17	37004118	37010096
exac_v3	LASP1	0.977006192	17	37026112	37078023
exac_v3	FBXO47	-0.228301286	17	37092685	37123655
exac_v3	C17orf85	-0.800837052	17	3714460	3749545
exac_v3	PLXDC1	-0.119745583	17	37219556	37310647
exac_v3	CACNB1	-0.22747483	17	37329709	37353956
exac_v3	RPL19	0.135384581	17	37356536	37360980
exac_v3	STAC2	-0.341715939	17	37366789	37382125
exac_v3	FBXL20	-0.112840849	17	37415384	37558776
exac_v3	MED1	0.205872552	17	37560538	37607539
exac_v3	CDK12	0.059549047	17	37617764	37721160
exac_v3	CAMKK1	-0.934342102	17	3763609	3798185
exac_v3	PPP1R1B	0.594978195	17	37782993	37792879
exac_v3	STARD3	0.336777523	17	37793318	37819737
exac_v3	TCAP	0.185209458	17	37820440	37822808
exac_v3	PNMT	0.275781397	17	37824234	37826728
exac_v3	PGAP3	0.212787139	17	37827375	37853050
exac_v3	ERBB2	0.145299943	17	37844167	37886679
exac_v3	MIEN1	-0.16960052	17	37884749	37887040
exac_v3	GRB7	-0.010212084	17	37894180	37903544
exac_v3	IKZF3	-0.494770956	17	37921198	38020441
exac_v3	P2RX1	-1.292981738	17	3799886	3819794
exac_v3	ZPBP2	-0.114829048	17	38024417	38034149
exac_v3	GSDMB	0.079182227	17	38060848	38076107
exac_v3	ORMDL3	0.323130251	17	38077294	38083854
exac_v3	GSDMA	-0.834919317	17	38119226	38134019
exac_v3	PSMD3	0.795260438	17	38137050	38154213
exac_v3	CSF3	0.865235629	17	38171614	38174066
exac_v3	MED24	0.116527605	17	38175350	38217468
exac_v3	THRA	0.685297942	17	38214543	38250120
exac_v3	NR1D1	0.382800672	17	38249040	38256978
exac_v3	ATP2A3	-0.842027256	17	3827169	3867736
exac_v3	MSL1	-0.278661671	17	38278551	38293042
exac_v3	CASC3	0.827317833	17	38296571	38328436
exac_v3	RAPGEFL1	-1.216594689	17	38333263	38351908
exac_v3	WIPF2	0.258297138	17	38375556	38440388
exac_v3	CDC6	0.542763755	17	38443885	38459171
exac_v3	RARA	0.784627908	17	38465444	38513094
exac_v3	TOP2A	-0.73711818	17	38544768	38574202
exac_v3	IGFBP4	0.455475027	17	38599702	38613983
exac_v3	TNS4	-0.038496064	17	38632080	38657849
exac_v3	CCR7	0.189364571	17	38710021	38721724
exac_v3	SMARCE1	0.389312103	17	38781214	38804760
exac_v3	KRT222	0.537578278	17	38785049	38821393
exac_v3	KRT222	0.4981748	17	38810917	38821433
exac_v3	KRT24	0.187291212	17	38854243	38860002
exac_v3	KRT25	-0.281723255	17	38904273	38911584
exac_v3	KRT26	-0.087855017	17	38922490	38928414
exac_v3	KRT27	-0.198239612	17	38933060	38938786
exac_v3	KRT28	-0.031454967	17	38948455	38956211
exac_v3	KRT10	-0.340680099	17	38974369	38978847
exac_v3	KRT12	-1.624316972	17	39017555	39023462
exac_v3	KRT20	0.041690857	17	39032193	39041479
exac_v3	ZZEF1	-0.723683687	17	3907739	4046314
exac_v3	KRT23	-1.029076007	17	39078948	39093886
exac_v3	KRT39	-0.676014666	17	39114669	39123144
exac_v3	KRT40	-2.070021227	17	39133968	39143387
exac_v3	KRTAP3-3	0.160078217	17	39149686	39150385
exac_v3	KRTAP3-2	-0.460630278	17	39155447	39156138
exac_v3	KRTAP3-1	-0.129407077	17	39164773	39175576
exac_v3	KRTAP1-5	-0.200078679	17	39182278	39183454
exac_v3	KRTAP1-3	-0.630173176	17	39190142	39191107
exac_v3	KRTAP1-1	-0.831234611	17	39196811	39197713
exac_v3	KRTAP4-6	-2.332790826	17	39295685	39296739
exac_v3	KRTAP4-4	-2.471627899	17	39315910	39316983
exac_v3	KRTAP4-2	-2.471627899	17	39333698	39334460
exac_v3	KRT37	0.226063491	17	39577005	39580775
exac_v3	KRT38	-0.234251952	17	39592698	39597173
exac_v3	KRT32	0.35236516	17	39616063	39623681
exac_v3	KRT35	0.890974067	17	39632941	39637392
exac_v3	KRT36	0.720577064	17	39642388	39648798
exac_v3	KRT13	-0.462532682	17	39657233	39661957
exac_v3	KRT15	-2.471627899	17	39669995	39678781
exac_v3	KRT19	-2.471627899	17	39679869	39684560
exac_v3	KRT9	1.331391986	17	39722096	39728310
exac_v3	KRT14	0.457414486	17	39738531	39743173
exac_v3	KRT16	-0.884958361	17	39766030	39772151
exac_v3	KRT17	-0.530750128	17	39775689	39781094
exac_v3	JUP	-1.646141933	17	39775692	39943183
exac_v3	EIF1	0.692226199	17	39845137	39848920
exac_v3	GAST	-0.05268175	17	39868578	39872221
exac_v3	HAP1	-0.169573545	17	39873994	39890896
exac_v3	LEPREL4	0.279232736	17	39958199	39968856
exac_v3	FKBP10	0.540613339	17	39968932	39979465
exac_v3	NT5C3B	0.422400093	17	39981335	39992523
exac_v3	KLHL10	0.06701395	17	39991937	40004636
exac_v3	KLHL11	0.407636198	17	40009797	40021684
exac_v3	ACLY	1.211509339	17	40023161	40086795
exac_v3	CNP	0.395385829	17	40118759	40129749
exac_v3	DNAJC7	0.306212659	17	40128451	40173394
exac_v3	NKIRAS2	0.321070057	17	40163400	40177659
exac_v3	DHX58	0.889714404	17	40253422	40264751
exac_v3	KAT2A	0.418912309	17	40265126	40273376
exac_v3	CTD-2132N18.3	0.818553308	17	40271692	40306934
exac_v3	HSPB9	0.668738052	17	40274756	40275371
exac_v3	RAB5C	0.570387088	17	40276994	40307035
exac_v3	KCNH4	0.68200309	17	40308909	40333296
exac_v3	HCRT	0.210314272	17	40336078	40337470
exac_v3	GHDC	0.749222745	17	40340817	40346531
exac_v3	STAT5B	1.104347176	17	40351186	40428725
exac_v3	STAT5A	1.268443717	17	40439565	40463961
exac_v3	CYB5D2	-2.035722476	17	4046462	4090605
exac_v3	STAT3	-0.00388099	17	40465342	40540586
exac_v3	PTRF	0.689201067	17	40554470	40575535
exac_v3	ATP6V0A1	0.461507193	17	40610862	40674629
exac_v3	ANKFY1	-1.372063364	17	4067201	4167274
exac_v3	NAGLU	0.856509286	17	40688190	40696467
exac_v3	HSD17B1	-0.985009452	17	40701232	40707231
exac_v3	COASY	1.439564022	17	40713485	40718295
exac_v3	MLX	0.703234818	17	40719086	40725257
exac_v3	PSMC3IP	0.753487394	17	40724333	40729849
exac_v3	FAM134C	0.652835042	17	40731531	40762641
exac_v3	TUBG1	-0.745162562	17	40761694	40767252
exac_v3	TUBG2	-0.508025686	17	40811323	40819024
exac_v3	PLEKHH3	1.003035845	17	40819932	40829048
exac_v3	CCR10	0.553717054	17	40830907	40835935
exac_v3	CNTNAP1	0.151287658	17	40834631	40851832
exac_v3	EZH1	1.046128352	17	40852293	40897071
exac_v3	RAMP2	0.327820628	17	40910465	40915059
exac_v3	VPS25	0.986699007	17	40925454	40931617
exac_v3	WNK4	0.846564476	17	40932696	40948954
exac_v3	COA3	0.813110435	17	40947165	40950722
exac_v3	CNTD1	-0.425462572	17	40950810	40963605
exac_v3	BECN1	-0.632252077	17	40962152	40985367
exac_v3	PSME3	1.366033183	17	40976402	40995774
exac_v3	AOC2	1.234582795	17	40996617	41002724
exac_v3	AOC3	0.114097444	17	41003201	41010147
exac_v3	G6PC	1.151891273	17	41052814	41065386
exac_v3	AARSD1	-0.336678793	17	41102543	41116515
exac_v3	PTGES3L-AARSD1	-1.631824555	17	41102543	41132545
exac_v3	RUNDC1	-0.33496763	17	41132582	41145707
exac_v3	RPL27	-0.072575663	17	41150290	41154976
exac_v3	IFI35	-0.407041588	17	41158742	41166473
exac_v3	VAT1	0.773151474	17	41166622	41177140
exac_v3	RND2	0.107584109	17	41177258	41184057
exac_v3	VPS53	-2.471627899	17	411908	624957
exac_v3	BRCA1	-0.541888745	17	41196312	41277500
exac_v3	NBR1	1.326141528	17	41322498	41363708
exac_v3	ARL4D	1.321527008	17	41476327	41478505
exac_v3	DHX8	-0.10710733	17	41561233	41621831
exac_v3	ETV4	-0.257389949	17	41605212	41656988
exac_v3	MEOX1	1.772865566	17	41717756	41739322
exac_v3	UBE2G1	-1.476714576	17	4172554	4269923
exac_v3	SOST	1.512637366	17	41831099	41836156
exac_v3	MPP3	1.287268623	17	41878167	41910538
exac_v3	CD300LG	1.501062094	17	41924516	41940997
exac_v3	MPP2	1.639139572	17	41952725	41987068
exac_v3	PPY	1.151971189	17	42018172	42019836
exac_v3	PYY	1.151145349	17	42030106	42081837
exac_v3	NAGS	0.981638406	17	42081914	42086431
exac_v3	TMEM101	1.303231694	17	42088556	42101314
exac_v3	LSM12	1.715324889	17	42112003	42144987
exac_v3	G6PC3	1.802202514	17	42148103	42153709
exac_v3	HDAC5	1.817752176	17	42154114	42201070
exac_v3	C17orf53	1.507882967	17	42219274	42239844
exac_v3	ASB16	1.922495188	17	42247815	42256451
exac_v3	TMUB2	2.076668219	17	42264338	42269099
exac_v3	ATXN7L3	2.808680294	17	42269173	42277481
exac_v3	UBTF	2.03314273	17	42282401	42298994
exac_v3	SLC4A1	-2.471627899	17	42325753	42345509
exac_v3	RUNDC3A	1.979226753	17	42385781	42396039
exac_v3	SLC25A39	1.371514006	17	42396993	42402238
exac_v3	GRN	2.569798408	17	42422614	42430470
exac_v3	ITGA2B	2.038904122	17	42449548	42466873
exac_v3	GPATCH8	2.010741849	17	42472652	42580798
exac_v3	FZD2	1.354838465	17	42634925	42636907
exac_v3	CCDC43	1.806936145	17	42750437	42767147
exac_v3	DBF4B	-0.363141655	17	42785976	42829632
exac_v3	ADAM11	1.964799002	17	42836399	42859214
exac_v3	GJC1	2.427828945	17	42875816	42908184
exac_v3	HIGD1B	1.876790989	17	42923721	42927848
exac_v3	EFTUD2	3.021948433	17	42927311	42977030
exac_v3	CCDC103	1.752168817	17	42976510	42982758
exac_v3	FAM187A	1.714713827	17	42977135	42982758
exac_v3	GFAP	2.025193698	17	42982376	42994305
exac_v3	KIF18B	2.187677477	17	43002077	43025082
exac_v3	C1QL1	1.955026458	17	43037061	43045439
exac_v3	DCAKD	2.247510353	17	43100708	43138473
exac_v3	NMT1	2.466481256	17	43128978	43186384
exac_v3	PLCD3	2.025314663	17	43186335	43210721
exac_v3	ACBD4	-0.771019675	17	43209967	43221548
exac_v3	HEXIM1	1.843762587	17	43224684	43229468
exac_v3	HEXIM2	1.472652029	17	43238067	43247407
exac_v3	FMNL1	1.804262355	17	43298811	43324687
exac_v3	SPATA32	1.602764392	17	43331760	43339479
exac_v3	SPNS3	-2.471627899	17	4336983	4391503
exac_v3	ARHGAP27	1.713498689	17	43471275	43511787
exac_v3	SPPL2C	1.126839107	17	43922256	43924438
exac_v3	MAPT	2.127127538	17	43971748	44105700
exac_v3	SPNS2	-1.77650304	17	4402133	4442330
exac_v3	STH	1.291081331	17	44076616	44077060
exac_v3	MYBBP1A	-1.591017427	17	4442192	4458926
exac_v3	GGT6	-1.663979247	17	4460222	4464113
exac_v3	WNT3	2.480967111	17	44839872	44910520
exac_v3	SMTNL2	-1.196320056	17	4487294	4511614
exac_v3	WNT9B	2.260426402	17	44910567	44964096
exac_v3	MYL4	0.548849986	17	45277812	45301045
exac_v3	ITGB3	-0.133480891	17	45331212	45421658
exac_v3	ITGB3	-0.151270787	17	45331263	45421658
exac_v3	ALOX15	-0.433824948	17	4534197	4545589
exac_v3	EFCAB13	-2.109078241	17	45400656	45518678
exac_v3	NPEPPS	-2.471627899	17	45600308	45700642
exac_v3	KPNB1	1.66565932	17	45726842	45762871
exac_v3	PELP1	0.125912835	17	4574679	4607632
exac_v3	TBKBP1	0.652350314	17	45771447	45789416
exac_v3	TBX21	0.473108755	17	45810610	45823485
exac_v3	OSBPL7	1.121512976	17	45884738	45899200
exac_v3	MRPL10	0.887905073	17	45900638	45908900
exac_v3	LRRC46	1.369273026	17	45908993	45915079
exac_v3	SCRN2	1.138974764	17	45915058	45918699
exac_v3	SP6	0.229681023	17	45922279	45933240
exac_v3	SP2	0.581483335	17	45973516	46006323
exac_v3	PNPO	-0.048278416	17	46018872	46025654
exac_v3	PRR15L	1.387632621	17	46029333	46035244
exac_v3	CDK5RAP3	0.250333929	17	46045176	46059140
exac_v3	COPZ2	0.440709227	17	46103533	46115392
exac_v3	NFE2L1	1.006331519	17	46125691	46138849
exac_v3	ARRB2	-0.14409632	17	4613784	4624794
exac_v3	CBX1	1.095449772	17	46147414	46178883
exac_v3	SNX11	-0.387829398	17	46180719	46200436
exac_v3	SKAP1	0.883950857	17	46210802	46507637
exac_v3	MED11	-0.238389089	17	4634723	4636905
exac_v3	CXCL16	-0.719727812	17	4636821	4643217
exac_v3	ZMYND15	-0.58432999	17	4643319	4649411
exac_v3	HOXB1	1.10478077	17	46605888	46608359
exac_v3	HOXB2	0.614945536	17	46618256	46623441
exac_v3	HOXB3	0.58033158	17	46626232	46682274
exac_v3	HOXB4	0.692691161	17	46652875	46657473
exac_v3	HOXB5	0.584771241	17	46668619	46671323
exac_v3	HOXB6	0.778601479	17	46671639	46682354
exac_v3	HOXB7	0.360049108	17	46684594	46710934
exac_v3	HOXB8	0.444241206	17	46688739	46692478
exac_v3	HOXB9	0.574790257	17	46698518	46703839
exac_v3	TM4SF5	-0.544230437	17	4675179	4686506
exac_v3	HOXB13	0.448917593	17	46802125	46806540
exac_v3	TTLL6	-0.277698521	17	46839597	46894576
exac_v3	VMO1	-2.471627899	17	4688580	4689728
exac_v3	CALCOCO2	-0.378153549	17	46908350	46943884
exac_v3	GLTPD2	-0.019254183	17	4692254	4693685
exac_v3	ATP5G1	-0.556196486	17	46970127	46973233
exac_v3	UBE2Z	0.69665754	17	46985731	47006418
exac_v3	PSMB6	-0.129376406	17	4699439	4701790
exac_v3	SNF8	-0.146966878	17	47006678	47022479
exac_v3	GIP	-0.751958179	17	47035916	47045958
exac_v3	IGF2BP1	1.099493898	17	47074774	47133012
exac_v3	PLD2	-0.605450428	17	4710391	4726729
exac_v3	B4GALNT2	-0.877338513	17	47209822	47247351
exac_v3	GNGT2	-1.574375868	17	47280153	47287936
exac_v3	ABI3	-0.007806566	17	47287589	47300587
exac_v3	PHOSPHO1	0.039309344	17	47300724	47308128
exac_v3	ZNF652	0.840702783	17	47366568	47439835
exac_v3	MINK1	-2.471627899	17	4736683	4801356
exac_v3	PHB	0.456735261	17	47481414	47492246
exac_v3	NGFR	0.49541192	17	47572655	47592379
exac_v3	NXPH3	0.223915066	17	47653220	47661189
exac_v3	SPOP	1.441586435	17	47676246	47755596
exac_v3	SLC35B1	1.125302524	17	47778305	47786376
exac_v3	FAM117A	0.876969822	17	47787694	47866542
exac_v3	KAT7	0.799939215	17	47865917	47906458
exac_v3	TAC4	-1.231344624	17	47915671	47925379
exac_v3	CHRNE	-0.711100371	17	4801069	4806369
exac_v3	C17orf107	-0.559031095	17	4802713	4806227
exac_v3	DLX4	0.887590746	17	48046334	48052321
exac_v3	DLX3	0.713921484	17	48067369	48072588
exac_v3	ITGA3	0.41011137	17	48133332	48167845
exac_v3	PDK2	0.90485911	17	48172101	48189516
exac_v3	SAMD14	1.099360641	17	48187404	48207246
exac_v3	PPP1R9B	1.07318617	17	48211104	48227991
exac_v3	SGCA	1.109823763	17	48241575	48253292
exac_v3	COL1A1	0.984401758	17	48260650	48278993
exac_v3	TMEM92	0.806203352	17	48348767	48358844
exac_v3	GP1BA	0.666207597	17	4835592	4838325
exac_v3	SLC25A11	1.22846084	17	4840425	4843546
exac_v3	XYLT2	0.931271083	17	48423453	48440499
exac_v3	RNF167	1.163613996	17	4843303	4848517
exac_v3	MRPL27	1.256868182	17	48445218	48450575
exac_v3	EME1	0.506966192	17	48450581	48458844
exac_v3	LRRC59	0.596184252	17	48452420	48474914
exac_v3	PFN1	0.766207205	17	4848947	4852356
exac_v3	ACSF2	-0.749952029	17	48503519	48552206
exac_v3	ENO3	0.748311977	17	4851387	4860426
exac_v3	CHAD	-0.929068757	17	48541857	48546327
exac_v3	RSAD1	-0.865182282	17	48556161	48563336
exac_v3	MYCBPAP	-0.802529278	17	48585745	48608862
exac_v3	EPN3	-0.826756343	17	48609904	48621111
exac_v3	SPATA20	-0.57335839	17	48620419	48633213
exac_v3	SPAG7	0.624401039	17	4862521	4871167
exac_v3	CACNA1G	1.029383644	17	48638429	48704835
exac_v3	ABCC3	-0.849948993	17	48712138	48769613
exac_v3	CAMTA2	-0.824499922	17	4871287	4890960
exac_v3	ANKRD40	1.133016858	17	48770551	48785285
exac_v3	LUC7L3	0.804122944	17	48796905	48833574
exac_v3	WFIKKN2	0.352949404	17	48912011	48919709
exac_v3	INCA1	1.040844598	17	4891425	4900905
exac_v3	TOB1	0.643980495	17	48939584	48945339
exac_v3	KIF1C	1.238002711	17	4901243	4931696
exac_v3	SPAG9	1.851030319	17	49039535	49198226
exac_v3	NME1	0.700547596	17	49230897	49239789
exac_v3	NME1-NME2	0.781505512	17	49230920	49249108
exac_v3	NME2	0.781508331	17	49230951	49249105
exac_v3	MBTD1	0.977970234	17	49254786	49337524
exac_v3	UTP18	0.660691847	17	49337889	49375297
exac_v3	SLC52A1	-1.061973593	17	4935895	4955304
exac_v3	CA10	1.183255629	17	49707674	50237377
exac_v3	ZFP3	0.425079926	17	4981543	4999669
exac_v3	ZNF232	0.529224833	17	5008836	5026411
exac_v3	ZNF594	0.901742814	17	5082831	5095178
exac_v3	SCIMP	-0.419441505	17	5112256	5138155
exac_v3	RABEP1	1.302092332	17	5185558	5289129
exac_v3	KIF2B	0.321854033	17	51900239	51902573
exac_v3	NUP88	0.89038098	17	5264258	5323480
exac_v3	TOM1L1	0.881895391	17	52976748	53039310
exac_v3	COX11	0.276982864	17	53029263	53046146
exac_v3	STXBP4	-0.591401986	17	53046088	53241646
exac_v3	RPAIN	0.570933708	17	5322961	5336196
exac_v3	HLF	0.820277044	17	53342373	53402426
exac_v3	C1QBP	0.685455223	17	5336097	5352150
exac_v3	DHX33	1.104548769	17	5344232	5372380
exac_v3	MMD	0.772384342	17	53469974	53499353
exac_v3	DERL2	1.466188	17	5374571	5390131
exac_v3	TMEM100	1.182771739	17	53796988	53809482
exac_v3	PCTP	0.942357134	17	53828340	53920191
exac_v3	MIS12	1.529154361	17	5389605	5394134
exac_v3	NLRP1	0.522922519	17	5402747	5522744
exac_v3	ANKFN1	1.576133497	17	54188319	54589020
exac_v3	NOG	0.365559033	17	54671060	54672951
exac_v3	C17orf67	1.622747734	17	54869274	54916134
exac_v3	DGKE	1.197439677	17	54911460	54946036
exac_v3	TRIM25	1.511501919	17	54965270	54991399
exac_v3	COIL	0.781081493	17	55015548	55038415
exac_v3	SCPEP1	0.660869247	17	55055466	55084129
exac_v3	AKAP1	1.413951579	17	55162453	55198710
exac_v3	MSI2	0.924915694	17	55333212	55762046
exac_v3	MRPS23	-1.017521143	17	55916842	55927417
exac_v3	CUEDC1	1.011732067	17	55938604	56032684
exac_v3	VEZF1	0.763544242	17	56048910	56065620
exac_v3	SRSF1	1.072307188	17	56080721	56084707
exac_v3	DYNLL2	0.917898906	17	56160776	56172897
exac_v3	OR4D1	0.577461427	17	56232494	56233517
exac_v3	OR4D2	0.950728457	17	56247017	56247940
exac_v3	EPX	1.265648985	17	56270098	56282535
exac_v3	MKS1	1.476472613	17	56282803	56296966
exac_v3	LPO	0.915315535	17	56295909	56345879
exac_v3	MPO	0.853132317	17	56347217	56358296
exac_v3	BZRAP1	0.740908775	17	56378592	56406152
exac_v3	SUPT4H1	1.378702283	17	56422539	56430454
exac_v3	RNF43	1.093780446	17	56429861	56494956
exac_v3	HSF5	1.050209521	17	56497528	56565745
exac_v3	MTMR4	1.251639248	17	56566898	56595266
exac_v3	SEPT4	0.914821599	17	56597611	56618179
exac_v3	C17orf47	1.226758581	17	56618948	56621729
exac_v3	TEX14	-0.596194346	17	56634039	56769416
exac_v3	WSCD1	1.27581219	17	5675554	6027747
exac_v3	RAD51C	-1.465525801	17	56769934	56811703
exac_v3	PPM1E	-0.381590229	17	56833230	57058983
exac_v3	TRIM37	-0.985475407	17	57059999	57184282
exac_v3	SKA2	-0.232480857	17	57187312	57232630
exac_v3	PRR11	-1.145156683	17	57232860	57282066
exac_v3	CTD-2510F5.6	-1.351546128	17	57274927	57292587
exac_v3	SMG8	-1.223913676	17	57286761	57292608
exac_v3	GDPD1	-2.075552147	17	57297828	57353328
exac_v3	YPEL2	-1.26503651	17	57409050	57479090
exac_v3	CLTC	1.699087396	17	57697219	57773671
exac_v3	PTRH2	0.700056793	17	57751997	57784987
exac_v3	VMP1	-0.281225305	17	57784553	57919616
exac_v3	TUBD1	0.763808084	17	57936851	57970304
exac_v3	RPS6KB1	0.824130422	17	57970447	58027925
exac_v3	RP11-178C3.1	0.170475157	17	58018269	58050462
exac_v3	RNFT1	0.568148251	17	58029601	58042122
exac_v3	CA4	0.608142574	17	58227297	58248260
exac_v3	USP32	-0.088348193	17	58256455	58499831
exac_v3	C17orf64	0.267465478	17	58469790	58508782
exac_v3	APPBP2	0.549403344	17	58520520	58603580
exac_v3	PPM1D	0.44765529	17	58677544	58741849
exac_v3	BCAS3	0.42162841	17	58754814	59470199
exac_v3	TBX2	0.988478997	17	59477257	59486827
exac_v3	TBX4	1.53938819	17	59529765	59562471
exac_v3	BRIP1	0.213088324	17	59758627	59940882
exac_v3	INTS2	0.58085339	17	59942731	60005377
exac_v3	MED13	0.935394559	17	60019966	60142643
exac_v3	METTL2A	-0.315114277	17	60501228	60527454
exac_v3	TLK2	-0.306510056	17	60536019	60692842
exac_v3	MRC2	1.481266999	17	60704762	60770958
exac_v3	MARCH10	0.767516111	17	60778675	60885705
exac_v3	TANC2	0.756183952	17	61086917	61505060
exac_v3	CYB561	0.53678178	17	61509665	61523739
exac_v3	ACE	0.190219613	17	61554422	61599205
exac_v3	ACE	-0.206048765	17	61562184	61599209
exac_v3	KCNH6	0.191981942	17	61600695	61626338
exac_v3	DCAF7	0.122636962	17	61627822	61671639
exac_v3	TACO1	0.755391888	17	61678231	61685725
exac_v3	MAP3K3	1.074379731	17	61699775	61773663
exac_v3	LIMD2	0.438509922	17	61773262	61778532
exac_v3	STRADA	0.970780737	17	61780192	61819330
exac_v3	RP11-51F16.8	0.772231586	17	61780205	61829457
exac_v3	CCDC47	0.876365192	17	61822610	61853711
exac_v3	DDX42	-2.471627899	17	61850963	61896677
exac_v3	FTSJ3	-0.782747774	17	61896793	61907372
exac_v3	PSMC5	0.969184205	17	61904512	61909379
exac_v3	CD79B	0.17189257	17	62006100	62009714
exac_v3	SCN4A	0.515367611	17	62015914	62050278
exac_v3	ICAM2	0.043556979	17	62079954	62097994
exac_v3	ERN1	0.846978897	17	62116502	62208179
exac_v3	TEX2	1.376290817	17	62224587	62340661
exac_v3	RPH3AL	-2.471627899	17	62293	236045
exac_v3	MILR1	0.599012747	17	62461569	62464760
exac_v3	POLG2	1.064090071	17	62473902	62493154
exac_v3	DDX5	0.332843627	17	62495734	62504317
exac_v3	CEP95	0.966116745	17	62502706	62538579
exac_v3	SMURF2	1.818387573	17	62538413	62658186
exac_v3	LRRC37A3	-2.471627899	17	62850430	62915598
exac_v3	AIPL1	0.426219595	17	6297013	6338519
exac_v3	GNA13	1.286640626	17	63006833	63052957
exac_v3	RGS9	1.39221753	17	63133549	63223821
exac_v3	FAM64A	0.289905583	17	6347735	6354789
exac_v3	AXIN2	1.069324443	17	63524681	63557765
exac_v3	CTD-2535L24.2	1.009015582	17	63534220	63637151
exac_v3	PITPNM3	0.847940949	17	6354584	6459814
exac_v3	FAM57A	-2.471627899	17	635652	646206
exac_v3	CEP112	0.598030218	17	63631656	64188202
exac_v3	APOH	0.508394662	17	64208151	64252643
exac_v3	PRKCA	1.141034709	17	64298754	64806861
exac_v3	KIAA0753	0.723391609	17	6481468	6544247
exac_v3	CACNG5	0.788440071	17	64831235	64881603
exac_v3	CACNG1	0.971678601	17	65040706	65052909
exac_v3	HELZ	1.423399794	17	65066554	65242105
exac_v3	PSMD12	0.770425031	17	65334032	65362743
exac_v3	PITPNC1	0.563698727	17	65373575	65693372
exac_v3	TXNDC17	0.696006225	17	6544078	6547861
exac_v3	MED31	1.037933899	17	6546635	6554954
exac_v3	NOL11	1.186271173	17	65713949	65740647
exac_v3	BPTF	1.812345463	17	65821640	65980494
exac_v3	SLC13A5	1.177207164	17	6588032	6616886
exac_v3	C17orf58	1.045425268	17	65987217	65989765
exac_v3	KPNA2	-1.575750202	17	66031635	66042958
exac_v3	GLOD4	-2.471627899	17	660337	685581
exac_v3	AMZ2	-0.210426741	17	66243715	66253297
exac_v3	ARSG	0.294087762	17	66255323	66418872
exac_v3	SLC16A6	0.263725569	17	66263167	66287408
exac_v3	WIPI1	0.322837905	17	66417089	66453654
exac_v3	PRKAR1A	1.445741682	17	66507921	66547460
exac_v3	FAM20A	0.834964327	17	66531254	66597530
exac_v3	AC079210.1	0.499374739	17	66539369	66542970
exac_v3	XAF1	0.462211127	17	6658766	6678966
exac_v3	FBXO39	0.122709764	17	6679542	6700420
exac_v3	ABCA8	0.574197048	17	66863433	66951533
exac_v3	TEKT1	0.804364645	17	6692452	6735080
exac_v3	ABCA9	-0.612660265	17	66970629	67057205
exac_v3	ABCA6	-2.471627899	17	67074843	67138029
exac_v3	ABCA10	-0.167467325	17	67143355	67240987
exac_v3	ABCA5	0.268053586	17	67240452	67323385
exac_v3	MAP2K6	0.253759682	17	67410839	67539472
exac_v3	KCNJ2	0.852442674	17	68164814	68176189
exac_v3	RNMTL1	-2.471627899	17	685513	695749
exac_v3	ALOX12	-2.257441003	17	6899384	6914055
exac_v3	RNASEK	0.728114813	17	6915736	6917851
exac_v3	AC040977.1	0.840187027	17	6915928	6917755
exac_v3	RNASEK-C17orf49	1.158553236	17	6915954	6920839
exac_v3	C17orf49	1.146669105	17	6917814	6920844
exac_v3	BCL6B	1.355310882	17	6926339	6933609
exac_v3	SLC16A13	0.052799072	17	6939394	6943440
exac_v3	CLEC10A	-0.003329481	17	6977856	6983626
exac_v3	ASGR2	-0.333131143	17	7004641	7019019
exac_v3	SOX9	0.79325162	17	70117161	70122561
exac_v3	SLC39A11	0.716826636	17	70642088	71088851
