database	gene	score	chr	start	stop
haploins_v3	IDI1	0.030242704	10	1085848	1095110
haploins_v3	ZFP30	0.030255234	19	38104650	38183238
haploins_v3	TMEM159	0.030291331	16	21169698	21191937
haploins_v3	SLC10A5	0.030293881	8	82605842	82608409
haploins_v3	LPAR5	0.030295616	12	6728001	6745613
haploins_v3	ART3	0.030297824	4	76932337	77033955
haploins_v3	SAMD1	0.030324021	19	14198652	14201848
haploins_v3	SLAMF8	0.030326542	1	159796540	159807039
haploins_v3	ST6GAL2	0.030326889	2	107418056	107503564
haploins_v3	USP9Y	0.030327795	Y	14813160	14972764
haploins_v3	CCDC125	0.030337527	5	68576002	68628636
haploins_v3	SBSN	0.030342936	19	36014269	36019253
haploins_v3	IFT140	0.030348844	16	1560428	1662111
haploins_v3	CLDN25	0.030360372	11	113650469	113651222
haploins_v3	MORC1	0.030363469	3	108677086	108836989
haploins_v3	ARMC10	0.030367771	7	102715328	102740205
haploins_v3	VPS9D1	0.030388743	16	89773542	89787394
haploins_v3	FAM163B	0.030394724	9	136444079	136451319
haploins_v3	TM4SF19	0.030418391	3	196046213	196065374
haploins_v3	TCF25	0.030418662	16	89940000	89977792
haploins_v3	METTL7A	0.030462185	12	51317255	51326300
haploins_v3	LRRC71	0.030467073	1	156890442	156902886
haploins_v3	ASAH2	0.030478627	10	51942538	52008370
haploins_v3	FAM228B	0.030483261	2	24299396	24392509
haploins_v3	FSD2	0.030483472	15	83424114	83474822
haploins_v3	SVIL	0.030498696	10	29746267	30025710
haploins_v3	CDHR3	0.030513758	7	105517242	105676877
haploins_v3	UROS	0.030514309	10	127477146	127511817
haploins_v3	GJA3	0.030515015	13	20712394	20735188
haploins_v3	ACBD7	0.030529126	10	15119522	15130775
haploins_v3	NUPR1	0.030536575	16	28548606	28550495
haploins_v3	MYL10	0.030543587	7	101256605	101272576
haploins_v3	LIPK	0.030635989	10	90484301	90512543
haploins_v3	C3orf17	0.030655126	3	112721287	112738708
haploins_v3	PPP1R16A	0.030672944	8	145703352	145727504
haploins_v3	SGSH	0.030674415	17	78180515	78194722
haploins_v3	MFNG	0.030677705	22	37865101	37882439
haploins_v3	ECM2	0.030691019	9	95256365	95298937
haploins_v3	ZNF260	0.030696963	19	37001597	37019562
haploins_v3	FBLIM1	0.030698843	1	16083102	16113089
haploins_v3	MRPS11	0.030729188	15	89010684	89022222
haploins_v3	CSPG4	0.030731108	15	75966663	76005189
haploins_v3	PPP1R27	0.030735488	17	79791368	79792926
haploins_v3	UBL4A	0.03073575	X	153712056	153715009
haploins_v3	PCDHGA1	0.030759318	5	140710252	140892546
haploins_v3	CPO	0.030774721	2	207804278	207834198
haploins_v3	C16orf74	0.030786275	16	85723690	85784735
haploins_v3	MMP15	0.030787011	16	58059470	58080805
haploins_v3	DUOXA2	0.030794296	15	45406519	45410619
haploins_v3	PCDH11Y	0.030798406	Y	4868267	5610265
haploins_v3	TRAPPC6A	0.030805691	19	45666186	45681495
haploins_v3	CEP192	0.030811627	18	12991361	13125051
haploins_v3	BEST2	0.030816699	19	12862516	12869272
haploins_v3	DOHH	0.030819125	19	3490819	3500938
haploins_v3	MVD	0.030828097	16	88718343	88729569
haploins_v3	TMEM82	0.03088429	1	16068917	16074477
haploins_v3	BRD9	0.030893639	5	850406	892939
haploins_v3	SERPINB6	0.030895679	6	2948393	2972090
haploins_v3	AUNIP	0.030914905	1	26158414	26185903
haploins_v3	COX19	0.030938283	7	938415	1015235
haploins_v3	DCTPP1	0.030943804	16	30434940	30441396
haploins_v3	MPHOSPH8	0.030963821	13	20207788	20247599
haploins_v3	VNN3	0.030973414	6	133043926	133055904
haploins_v3	MYPOP	0.030982571	19	46393278	46405862
haploins_v3	MYO15B	0.030988884	17	73584139	73622929
haploins_v3	LINC01551	0.030992921	14	29241910	29282493
haploins_v3	ZNF236	0.030995375	18	74534563	74682683
haploins_v3	GCFC2	0.031021915	2	75879126	75938115
haploins_v3	SLC25A45	0.031031325	11	65142663	65151172
haploins_v3	BACE2	0.031049204	21	42539728	42654445
haploins_v3	POR	0.031075792	7	75528518	75616173
haploins_v3	GMIP	0.031080961	19	19740285	19754476
haploins_v3	OR13C3	0.031086409	9	107298030	107299137
haploins_v3	C10orf35	0.031164979	10	71390007	71393352
haploins_v3	SETD4	0.031167746	21	37406839	37451687
haploins_v3	PFKP	0.031194886	10	3108525	3179904
haploins_v3	IL20RB	0.031211104	3	136665072	136729927
haploins_v3	SERTAD3	0.03122672	19	40946751	40950612
haploins_v3	TMIGD1	0.031230485	17	28643351	28661077
haploins_v3	UTY	0.031242743	Y	15360259	15592553
haploins_v3	SH2B2	0.031269098	7	101928405	101962178
haploins_v3	SERPIND1	0.031274264	22	21128167	21142008
haploins_v3	MCF2L	0.031326843	13	113548692	113754053
haploins_v3	ANKK1	0.031328783	11	113258513	113271140
haploins_v3	CNGB1	0.031332972	16	57917503	58005020
haploins_v3	HSPA6	0.031348421	1	161494036	161496681
haploins_v3	SYNPO2	0.031366723	4	119809996	119982402
haploins_v3	CCDC157	0.031379719	22	30752624	30774647
haploins_v3	SUMF2	0.031395735	7	56131695	56148363
haploins_v3	PPP1R18	0.031414041	6	30644166	30655672
haploins_v3	DOT1L	0.031415325	19	2164148	2232577
haploins_v3	ABRACL	0.031422661	6	139349819	139364439
haploins_v3	C3orf33	0.031422678	3	155480401	155524140
haploins_v3	DMWD	0.031434746	19	46286205	46296060
haploins_v3	SYPL1	0.031456758	7	105730949	105753022
haploins_v3	TCAIM	0.031460082	3	44379611	44450943
haploins_v3	TP53RK	0.031462476	20	45313004	45318418
haploins_v3	ASIC5	0.031479338	4	156750881	156787425
haploins_v3	BST1	0.03152246	4	15704573	15739936
haploins_v3	KLF11	0.031546331	2	10182976	10194963
haploins_v3	CCDC92	0.031552861	12	124403207	124457378
haploins_v3	OR6A2	0.031556075	11	6815756	6817128
haploins_v3	SLC22A8	0.031567183	11	62756626	62783311
haploins_v3	OR13J1	0.031571121	9	35869375	35870461
haploins_v3	TBC1D2B	0.031600795	15	78276378	78370066
haploins_v3	EXOC3L2	0.031611448	19	45715879	45737469
haploins_v3	WISP2	0.031645145	20	43343485	43357150
haploins_v3	SLC22A18	0.031652264	11	2920951	2946476
haploins_v3	WBSCR16	0.031666073	7	74441226	74490064
haploins_v3	FADD	0.031682774	11	70049269	70053496
haploins_v3	ZSCAN21	0.031701463	7	99647390	99662661
haploins_v3	UQCRB	0.031720157	8	97238148	97247862
haploins_v3	CCDC97	0.031747335	19	41816094	41830788
haploins_v3	SCAF1	0.031761925	19	50145382	50161899
haploins_v3	MLC1	0.031766729	22	50497820	50524331
haploins_v3	CWH43	0.031780385	4	48988264	49064098
haploins_v3	GCM1	0.03180715	6	52991762	53013627
haploins_v3	ATP5D	0.031807331	19	1241749	1244824
haploins_v3	HEBP2	0.031821539	6	138724668	138743334
haploins_v3	PRICKLE3	0.03183187	X	49031151	49042845
haploins_v3	LTB4R	0.031854015	14	24780656	24787242
haploins_v3	OR2AG1	0.031854216	11	6806248	6807245
haploins_v3	FAM83C	0.031883834	20	33873534	33880204
haploins_v3	CRYL1	0.031917441	13	20977806	21099996
haploins_v3	SLC38A8	0.031937779	16	84043272	84076241
haploins_v3	OR6K2	0.031943226	1	158669369	158670486
haploins_v3	KCNK6	0.031971132	19	38810484	38819660
haploins_v3	GTF2H2C	0.031983418	5	68856035	68890550
haploins_v3	TCTN3	0.031987245	10	97423158	97453900
haploins_v3	ABI3	0.032000436	17	47287589	47300587
haploins_v3	SLC13A2	0.03200904	17	26800311	26824799
haploins_v3	IMPG1	0.032027007	6	76630832	76782395
haploins_v3	MON1B	0.032029685	16	77224732	77236302
haploins_v3	NFKBID	0.032035462	19	36378555	36393205
haploins_v3	KRTAP5-6	0.032035921	11	1718425	1718985
haploins_v3	SCN11A	0.032044427	3	38887260	38992052
haploins_v3	SEMA3G	0.032045194	3	52467069	52479101
haploins_v3	C14orf105	0.032046883	14	57936019	57960585
haploins_v3	GPC1	0.032052679	2	241375088	241407493
haploins_v3	CAPN12	0.032054241	19	39220827	39260544
haploins_v3	MRPS34	0.032095242	16	1821891	1823156
haploins_v3	ATP10A	0.032097365	15	25922420	26110317
haploins_v3	ECHDC2	0.032103864	1	53361656	53392884
haploins_v3	BHLHE41	0.032118542	12	26272959	26278060
haploins_v3	CCDC9	0.032133912	19	47759237	47775210
haploins_v3	C3orf49	0.032142651	3	63805038	63834312
haploins_v3	FBLL1	0.032150773	5	167956121	167957639
haploins_v3	RRBP1	0.032152932	20	17594323	17662940
haploins_v3	ACOT13	0.032154156	6	24667263	24705293
haploins_v3	ALDH3A1	0.032163878	17	19641297	19652256
haploins_v3	RANBP3L	0.032174449	5	36248536	36302216
haploins_v3	MRPS26	0.032207759	20	3026591	3028900
haploins_v3	PUS7L	0.032224029	12	44122410	44152620
haploins_v3	C10orf105	0.03223183	10	73471458	73497581
haploins_v3	C22orf23	0.032233114	22	38339528	38349676
haploins_v3	HGSNAT	0.0322394	8	42995556	43057998
haploins_v3	HLA-DRB1	0.032266025	6	32546546	32557625
haploins_v3	EPDR1	0.032281464	7	37723446	37991543
haploins_v3	AQP6	0.032286596	12	50360977	50370922
haploins_v3	ISG20	0.032296322	15	89179384	89199714
haploins_v3	CDH16	0.032308491	16	66942025	66952887
haploins_v3	RFNG	0.032318041	17	80005778	80009707
haploins_v3	S100A3	0.032338324	1	153519805	153521848
haploins_v3	SLC5A6	0.032338465	2	27422455	27435826
haploins_v3	IL17RC	0.032341056	3	9958758	9975314
haploins_v3	ABT1	0.032342215	6	26597180	26600278
haploins_v3	PMF1	0.032349828	1	156182784	156212874
haploins_v3	SLC52A3	0.03235116	20	740724	749131
haploins_v3	PSORS1C2	0.032365994	6	31105313	31107127
haploins_v3	MAPK11	0.032389401	22	50702142	50709196
haploins_v3	NOC4L	0.032410524	12	132628993	132637013
haploins_v3	FBXO43	0.032445993	8	101145588	101158028
haploins_v3	LIPH	0.032446518	3	185224050	185270401
haploins_v3	SKA3	0.032452417	13	21727734	21750741
haploins_v3	ARHGEF17	0.03247462	11	73019334	73080136
haploins_v3	PIEZO1	0.03248512	16	88781751	88851619
haploins_v3	CTSF	0.032488567	11	66330934	66336312
haploins_v3	ELP5	0.032495164	17	7154735	7163259
haploins_v3	ZNF572	0.032503804	8	125985540	125991631
haploins_v3	TMEM132A	0.032552659	11	60691935	60704631
haploins_v3	FOXE3	0.032576489	1	47881744	47883723
haploins_v3	DCBLD1	0.032595949	6	117774980	117891021
haploins_v3	NDUFAF4	0.032599694	6	97337189	97345757
haploins_v3	ADRA2C	0.032603753	4	3768075	3770251
haploins_v3	MS4A1	0.032606302	11	60223225	60238233
haploins_v3	NPHP4	0.032613093	1	5922871	6052533
haploins_v3	COQ2	0.032632343	4	84182689	84206067
haploins_v3	OR56B1	0.032634105	11	5757681	5758768
haploins_v3	KIAA1919	0.032639361	6	111580551	111592370
haploins_v3	FAM161B	0.032647327	14	74398204	74417117
haploins_v3	TRPM4	0.032654157	19	49660998	49715093
haploins_v3	CCHCR1	0.032661886	6	31110216	31126015
haploins_v3	AK9	0.032678932	6	109814059	110012420
haploins_v3	EVI2B	0.032687029	17	29630784	29641130
haploins_v3	C8B	0.032687385	1	57394883	57431813
haploins_v3	ETAA1	0.032699045	2	67624451	67637677
haploins_v3	CCDC107	0.032699801	9	35658301	35661508
haploins_v3	LGALS12	0.032730355	11	63273556	63284246
haploins_v3	PLXNB3	0.0327359	X	153029651	153044801
haploins_v3	NNMT	0.032747115	11	114128509	114184007
haploins_v3	RNF149	0.03278245	2	101887681	101925163
haploins_v3	FAM167A	0.032787665	8	11278972	11332224
haploins_v3	SLC16A7	0.032792996	12	59989848	60176395
haploins_v3	RGR	0.032797329	10	86004809	86019716
haploins_v3	GH2	0.032825115	17	61957578	61959295
haploins_v3	SAYSD1	0.032831042	6	39071840	39082965
haploins_v3	TRMT2A	0.032837187	22	20099389	20104915
haploins_v3	ABHD12B	0.032837943	14	51338878	51371688
haploins_v3	SCGB3A2	0.032845055	5	147250245	147261754
haploins_v3	PLBD1	0.032884087	12	14656595	14721283
haploins_v3	GPKOW	0.032912204	X	48970334	48980151
haploins_v3	GLRX5	0.032912213	14	95999840	96011061
haploins_v3	SSH1	0.032917323	12	109176466	109251366
haploins_v3	TRAPPC12	0.032917403	2	3383446	3488865
haploins_v3	IGSF8	0.032941794	1	160061130	160068733
haploins_v3	ATP5J2-PTCD1	0.032966952	7	99017372	99063820
haploins_v3	OR11G2	0.032970831	14	20665495	20666605
haploins_v3	ZNF184	0.03297558	6	27418522	27440897
haploins_v3	RADIL	0.032989067	7	4836686	4923350
haploins_v3	SLC36A2	0.032990052	5	150694539	150727151
haploins_v3	CD63	0.033002909	12	56119107	56123491
haploins_v3	NAPRT	0.033021116	8	144656955	144660819
haploins_v3	LRTM1	0.033026592	3	54952264	55001115
haploins_v3	IGSF22	0.033026723	11	18725852	18747777
haploins_v3	ARSK	0.033057765	5	94890778	94940768
haploins_v3	MCM10	0.033062019	10	13203554	13253104
haploins_v3	CLEC19A	0.033079797	16	19297061	19333467
haploins_v3	ALDH3B1	0.033093329	11	67776048	67796744
haploins_v3	WTIP	0.033098736	19	34971874	34997258
haploins_v3	RIN1	0.033135133	11	66097713	66104311
haploins_v3	RHOD	0.033147989	11	66824289	66839484
haploins_v3	DCLK3	0.033155682	3	36753913	36781352
haploins_v3	MRPS5	0.033168687	2	95752952	95815179
haploins_v3	CAMSAP3	0.033172236	19	7660788	7683190
haploins_v3	WDR73	0.033188402	15	85185999	85197574
haploins_v3	CCDC64B	0.033195839	16	3077683	3086927
haploins_v3	SPSB3	0.033206885	16	1826713	1843701
haploins_v3	FAM101A	0.033207483	12	124457788	124800570
haploins_v3	GPR101	0.033229357	X	136112307	136113833
haploins_v3	SH3YL1	0.033270213	2	217730	266398
haploins_v3	SPIC	0.03327725	12	101869199	101880775
haploins_v3	LRRC2	0.033279848	3	46556913	46621589
haploins_v3	ADAMTS20	0.033294654	12	43747669	43945724
haploins_v3	RNF133	0.033306644	7	122337766	122339210
haploins_v3	SHISA8	0.033308331	22	42307297	42310570
haploins_v3	PQLC3	0.033317313	2	11295324	11319000
haploins_v3	DGKQ	0.033325388	4	952675	980683
haploins_v3	COG7	0.033337163	16	23399814	23464501
haploins_v3	LGALS8	0.03333972	1	236681300	236716281
haploins_v3	ZKSCAN5	0.033344501	7	99102274	99132323
haploins_v3	ZFPM1	0.0333458	16	88519725	88603424
haploins_v3	GTF3A	0.033371984	13	27998681	28009958
haploins_v3	KIAA1522	0.033386063	1	33207486	33240571
haploins_v3	IL17A	0.033396886	6	52051185	52055436
haploins_v3	NHLRC3	0.033410431	13	39612443	39624246
haploins_v3	CHML	0.03342862	1	241792155	241799232
haploins_v3	STARD8	0.033438051	X	67867508	67945684
haploins_v3	EFTUD1	0.03346086	15	82422571	82555104
haploins_v3	CAPS2	0.033474922	12	75669759	75784708
haploins_v3	CBWD3	0.033490012	9	70856397	70914929
haploins_v3	GEMIN7	0.033491535	19	45582453	45594782
haploins_v3	FBXO34	0.03350333	14	55738021	55828636
haploins_v3	COG1	0.033535253	17	71189129	71204646
haploins_v3	GFRA3	0.033542495	5	137588068	137610360
haploins_v3	MALSU1	0.033562001	7	23338358	23351348
haploins_v3	ARHGAP22	0.033591165	10	49654077	49864310
haploins_v3	EHBP1L1	0.033604375	11	65343509	65360121
haploins_v3	OR8A1	0.033613123	11	124439893	124441037
haploins_v3	ALG1	0.0336465	16	5083703	5137380
haploins_v3	RHBDD3	0.033653417	22	29655841	29664198
haploins_v3	ERAS	0.033662733	X	48687283	48688548
haploins_v3	LRRC24	0.033668587	8	145747761	145752416
haploins_v3	OR52W1	0.033693339	11	6220376	6221489
haploins_v3	USP6	0.033697687	17	5019733	5078329
haploins_v3	KLHDC9	0.033705905	1	161068151	161070136
haploins_v3	TRPT1	0.033715569	11	63991271	63993726
haploins_v3	CUBN	0.033721807	10	16865963	17171830
haploins_v3	MYLK3	0.033744132	16	46740891	46824319
haploins_v3	TEX14	0.033776533	17	56634039	56769416
haploins_v3	LRRC45	0.03381241	17	79981178	79989027
haploins_v3	CFAP43	0.033819551	10	105889646	105992120
haploins_v3	SPIB	0.033856463	19	50922195	50934570
haploins_v3	CSH1	0.033858238	17	61972275	61974021
haploins_v3	MPEG1	0.033868887	11	58975983	58980424
haploins_v3	CCDC113	0.03387208	16	58265061	58317740
haploins_v3	CELSR1	0.033878373	22	46756731	46933067
haploins_v3	STAG3	0.033904803	7	99775186	99819111
haploins_v3	SFXN1	0.033919391	5	174904065	174956745
haploins_v3	VWA3A	0.033920602	16	22103859	22168287
haploins_v3	ISLR	0.033967608	15	74466012	74469213
haploins_v3	SIK1	0.033971998	21	44834395	44847008
haploins_v3	KIF13B	0.033997776	8	28924796	29120641
haploins_v3	C1orf50	0.034019891	1	43232940	43263968
haploins_v3	MGST2	0.034049931	4	140586922	140661899
haploins_v3	SOCS6	0.034050402	18	67956137	67997436
haploins_v3	CDX4	0.034057905	X	72667090	72675081
haploins_v3	CYP17A1	0.03405949	10	104590288	104597290
haploins_v3	IL2RA	0.034092166	10	6052652	6104288
haploins_v3	TXNDC16	0.034103692	14	52897308	53019240
haploins_v3	C2orf80	0.034135289	2	209030067	209054797
haploins_v3	DNAAF2	0.034155944	14	50091892	50101948
haploins_v3	ETV3L	0.03418021	1	157061836	157069600
haploins_v3	PPAPDC1B	0.03419505	8	38120648	38126761
haploins_v3	RPUSD4	0.034207829	11	126071993	126081587
haploins_v3	C2orf73	0.034215398	2	54557171	54610879
haploins_v3	TNNI2	0.034249136	11	1860219	1862910
haploins_v3	KRT84	0.034252567	12	52771596	52779436
haploins_v3	ART1	0.034283221	11	3666358	3685646
haploins_v3	TGM7	0.034317199	15	43568478	43594453
haploins_v3	TMEM205	0.034318447	19	11453452	11457194
haploins_v3	ADAMTSL4	0.034322056	1	150521884	150533413
haploins_v3	C16orf13	0.034339603	16	684429	686358
haploins_v3	TMEM185B	0.034348559	2	120978854	120980984
haploins_v3	PCP2	0.034354123	19	7696497	7698634
haploins_v3	CHIA	0.03435619	1	111833484	111863188
haploins_v3	SPA17	0.034396851	11	124543694	124567414
haploins_v3	KRTAP1-4	0.034420126	17	39185949	39186356
haploins_v3	CDH17	0.034427264	8	95139399	95229531
haploins_v3	TERF2IP	0.034445195	16	75681684	75795770
haploins_v3	CDH19	0.03445316	18	64168320	64271375
haploins_v3	MEP1B	0.034458844	18	29765032	29800367
haploins_v3	C21orf59	0.034467568	21	33964389	33985176
haploins_v3	MRPL28	0.034512368	16	417384	420527
haploins_v3	ZYG11A	0.034526114	1	53308183	53360670
haploins_v3	OR51A7	0.034544697	11	4928600	4929538
haploins_v3	TTLL3	0.034571307	3	9849770	9896822
haploins_v3	PEX13	0.034579579	2	61244360	61279125
haploins_v3	SLC37A1	0.03459758	21	43916118	44001550
haploins_v3	ZNF79	0.034605495	9	130186661	130207651
haploins_v3	IYD	0.034611933	6	150690028	150727105
haploins_v3	JRKL	0.034616995	11	96123153	96240738
haploins_v3	PPEF1	0.034617843	X	18694029	18846039
haploins_v3	C12orf56	0.034622904	12	64660217	64784972
haploins_v3	SLC2A6	0.034627111	9	136336217	136344259
haploins_v3	IDO2	0.034637935	8	39792133	39873910
haploins_v3	KRT39	0.034654578	17	39114669	39123144
haploins_v3	ZFYVE19	0.034658008	15	41099284	41106767
haploins_v3	C1orf226	0.034731923	1	162336698	162356600
haploins_v3	CCDC61	0.034771259	19	46498339	46524576
haploins_v3	NCF1	0.034781394	7	74188309	74203659
haploins_v3	OR2C1	0.034784646	16	3405889	3406924
haploins_v3	TMEM239	0.034807661	20	2795614	2800930
haploins_v3	OR9I1	0.034820989	11	57885972	57886916
haploins_v3	OR13A1	0.034840717	10	45798102	45811056
haploins_v3	PAWR	0.034873097	12	79968759	80084877
haploins_v3	DUSP11	0.034920812	2	73989311	74007284
haploins_v3	ACCS	0.034927707	11	44087475	44105772
haploins_v3	IQCJ	0.034953162	3	158680717	158984096
haploins_v3	TET1	0.034962609	10	70320413	70454239
haploins_v3	C16orf93	0.035000092	16	30768744	30774031
haploins_v3	MYO16	0.035009258	13	109248500	109860355
haploins_v3	MAATS1	0.035013324	3	119421869	119485949
haploins_v3	BTC	0.03501421	4	75669969	75719896
haploins_v3	MYO7B	0.035034714	2	128293378	128395304
haploins_v3	CNST	0.035042359	1	246729746	246831886
haploins_v3	FAM110A	0.035087441	20	814358	838106
haploins_v3	CDK11B	0.035106536	1	1570603	1590473
haploins_v3	AK8	0.035216111	9	135600965	135754164
haploins_v3	OR6K6	0.035244998	1	158724510	158725681
haploins_v3	PRMT2	0.03525369	21	48055079	48085036
haploins_v3	GPR157	0.035257106	1	9160364	9189229
haploins_v3	RUSC1	0.035285014	1	155290687	155300905
haploins_v3	IL15	0.035287267	4	142557752	142655140
haploins_v3	NINJ1	0.0353024	9	95883771	95896570
haploins_v3	DPYSL4	0.035303952	10	134000404	134019280
haploins_v3	AADAT	0.035304516	4	170981373	171012850
haploins_v3	IFT43	0.035310574	14	76368479	76550928
haploins_v3	ZNF212	0.035328624	7	148936742	148952700
haploins_v3	TMEM143	0.035329176	19	48835613	48867494
haploins_v3	PPEF2	0.035340867	4	76781020	76823724
haploins_v3	FAM69B	0.035357361	9	139607022	139618502
haploins_v3	NPS	0.035383042	10	129347613	129350935
haploins_v3	PRSS56	0.035384208	2	233385173	233390422
haploins_v3	OPN1LW	0.035400156	X	153409698	153424507
haploins_v3	CYP2A13	0.03541962	19	41594377	41602100
haploins_v3	OR52N4	0.035426134	11	5775923	5776959
haploins_v3	SCARF1	0.035426211	17	1537152	1549041
haploins_v3	CCDC69	0.035436657	5	150560613	150603706
haploins_v3	OR10J3	0.035447958	1	159283460	159284449
haploins_v3	FASTKD2	0.035479309	2	207630081	207657233
haploins_v3	SIVA1	0.03548645	14	105219437	105234831
haploins_v3	RNF215	0.035503512	22	30773835	30817760
haploins_v3	KIRREL2	0.035518538	19	36346763	36358011
haploins_v3	FUT10	0.035528542	8	33228342	33330940
haploins_v3	CYB5R3	0.035531313	22	43013846	43045574
haploins_v3	TMEM181	0.035547858	6	158957468	159056460
haploins_v3	ST20-MTHFS	0.035556745	15	80137537	80216096
haploins_v3	ZDHHC24	0.03559777	11	66288108	66313709
haploins_v3	TCAF1	0.035598502	7	143548468	143599291
haploins_v3	CD27	0.035604042	12	6554033	6560884
haploins_v3	GAPDHS	0.035645906	19	36024314	36036218
haploins_v3	DBI	0.035649756	2	120124497	120130126
haploins_v3	CCDC103	0.035653539	17	42976510	42982758
haploins_v3	C19orf66	0.035658932	19	10196798	10203928
haploins_v3	TAAR5	0.035679101	6	132909731	132910877
haploins_v3	TYMP	0.035686817	22	50964181	50968485
haploins_v3	P2RY4	0.035696267	X	69478016	69479654
haploins_v3	C1orf111	0.035704326	1	162342993	162346660
haploins_v3	CRB2	0.035723803	9	126118449	126142603
haploins_v3	EXTL1	0.035741952	1	26346375	26362955
haploins_v3	NECAB2	0.035747368	16	84002237	84036381
haploins_v3	TSPEAR	0.035753201	21	45917775	46131495
haploins_v3	PTDSS2	0.035762534	11	448268	491393
haploins_v3	EPM2AIP1	0.03580037	3	37027357	37034795
haploins_v3	USP40	0.035808402	2	234384166	234475428
haploins_v3	ISLR2	0.03585306	15	74392652	74430881
haploins_v3	TMPRSS11A	0.035872447	4	68775103	68829858
haploins_v3	RETSAT	0.035873228	2	85569211	85581743
haploins_v3	ICAM5	0.035875054	19	10400657	10407454
haploins_v3	CD109	0.035884994	6	74405508	74538040
haploins_v3	TMEM109	0.035896094	11	60681346	60690915
haploins_v3	NAGLU	0.035902262	17	40688190	40696467
haploins_v3	GAB3	0.03592143	X	153903529	153979858
haploins_v3	MFI2	0.035954949	3	196715492	196756687
haploins_v3	EPB42	0.035961479	15	43398423	43513481
haploins_v3	MMAB	0.035967788	12	109991542	110011679
haploins_v3	PRRC1	0.035981528	5	126853301	126890781
haploins_v3	LRRC32	0.03600055	11	76368568	76381791
haploins_v3	CALML4	0.036025544	15	68483043	68498417
haploins_v3	OR4D6	0.036053837	11	59224411	59225464
haploins_v3	SELP	0.036054627	1	169558087	169599431
haploins_v3	RAB26	0.036057941	16	2190804	2204166
haploins_v3	YJEFN3	0.036071749	19	19627036	19648390
haploins_v3	HSPB8	0.036079821	12	119616447	119658936
haploins_v3	TMEM102	0.036116451	17	7338762	7340998
haploins_v3	PPP1R13L	0.036116985	19	45882892	45909607
haploins_v3	IL1F10	0.036120497	2	113825547	113833427
haploins_v3	CGNL1	0.036122677	15	57668165	57842925
haploins_v3	TESPA1	0.036197356	12	55341802	55378530
haploins_v3	DSG3	0.036205931	18	29027758	29058665
haploins_v3	ERAP2	0.036210068	5	96211643	96255420
haploins_v3	DTHD1	0.03621525	4	36283244	36347378
haploins_v3	GSG1	0.036215496	12	13236494	13256619
haploins_v3	RPS6KL1	0.036234113	14	75370657	75390099
haploins_v3	ACSF2	0.036236332	17	48503519	48552206
haploins_v3	OR4X2	0.0362389	11	48266608	48267622
haploins_v3	VSIG4	0.036250013	X	65241580	65259967
haploins_v3	CORT	0.036256411	1	10509776	10511959
haploins_v3	METTL21C	0.036287852	13	103338094	103346854
haploins_v3	SYCP2	0.036298383	20	58438618	58508710
haploins_v3	GPR27	0.036299735	3	71803201	71805647
haploins_v3	UQCR11	0.036302338	19	1597171	1605480
haploins_v3	ZFP2	0.036345748	5	178322895	178360213
haploins_v3	ARHGEF15	0.03636471	17	8213559	8225829
haploins_v3	KDM4B	0.036381254	19	4969125	5153606
haploins_v3	PDZK1IP1	0.036466902	1	47649265	47656716
haploins_v3	MOBP	0.036469604	3	39508689	39570970
haploins_v3	SLC25A48	0.036504735	5	135170338	135224326
haploins_v3	FAM127A	0.036505429	X	134166333	134167576
haploins_v3	ATF5	0.036517544	19	50431959	50437192
haploins_v3	ANKDD1B	0.036539802	5	74907284	74967671
haploins_v3	SFT2D1	0.036580441	6	166733216	166756079
haploins_v3	ABHD14A	0.036596128	3	52005442	52015212
haploins_v3	OGFOD2	0.036614047	12	123459127	123464590
haploins_v3	CLDN15	0.036641229	7	100875373	100882101
haploins_v3	PIH1D1	0.036643548	19	49949555	49956754
haploins_v3	UCMA	0.036646074	10	13263767	13276334
haploins_v3	FAM166B	0.03665524	9	35561828	35563896
haploins_v3	ALDH5A1	0.036674729	6	24495080	24537435
haploins_v3	SLC19A3	0.036712256	2	228549926	228582728
haploins_v3	ABHD16B	0.036737167	20	62492566	62494341
haploins_v3	SLC29A3	0.036742016	10	73079015	73123142
haploins_v3	KRT40	0.036746986	17	39133968	39143387
haploins_v3	ARID5A	0.036749617	2	97202480	97218375
haploins_v3	SLC13A5	0.036788669	17	6588032	6616886
haploins_v3	TVP23A	0.036789712	16	10854776	10912651
haploins_v3	DHX34	0.036800207	19	47852538	47885961
haploins_v3	BTBD6	0.036822903	14	105714827	105717430
haploins_v3	SMYD4	0.036842252	17	1682779	1733928
haploins_v3	CYB561	0.036855422	17	61509665	61523739
haploins_v3	PIK3C2G	0.036855769	12	18400548	18801348
haploins_v3	MYOM2	0.036862346	8	1993155	2113475
haploins_v3	ARHGEF19	0.036884859	1	16524349	16539104
haploins_v3	EIF2AK1	0.036895941	7	6061881	6098861
haploins_v3	AS3MT	0.036904188	10	104629273	104661656
haploins_v3	METTL10	0.036911573	10	126436718	126480439
haploins_v3	TEKT5	0.036935157	16	10721358	10788802
haploins_v3	AMIGO2	0.036937245	12	47469490	47473734
haploins_v3	WRAP73	0.036942374	1	3547331	3569325
haploins_v3	KRT24	0.036955337	17	38854243	38860002
haploins_v3	PCDH12	0.036957049	5	141323150	141349304
haploins_v3	GLRX2	0.036966629	1	193065598	193075244
